time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2025-09-29 17:47:58,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2025-09-29 17:48:58,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2025-09-29 17:49:58,2.0000,36.0500,512691.9492,696987.2028,696987.2028
2025-09-29 17:50:58,3.0000,10.0000,92147.6268,789134.8296,789134.8296
2025-09-29 17:51:58,4.0000,16.2700,193368.8514,982503.6810,982503.6810
2025-09-29 17:52:58,5.0000,49.1400,724013.4528,1706517.1338,1706517.1338
2025-09-29 17:53:58,6.0000,10.0000,92147.6268,1798664.7606,1798664.7606
2025-09-29 17:54:58,7.0000,10.0000,92147.6268,1890812.3874,1890812.3874
2025-09-29 17:55:58,8.0000,10.0000,92147.6268,1982960.0142,1982960.0142
2025-09-29 17:56:58,9.0000,10.0000,92147.6268,2075107.6410,2075107.6410
2025-09-29 17:57:58,10.0000,35.6400,506073.0174,2581180.6584,2581180.6584
2025-09-29 17:58:58,11.0000,10.0000,92147.6268,2673328.2852,2673328.2852
2025-09-29 17:59:58,12.0000,10.0000,92147.6268,2765475.9120,2765475.9120
2025-09-29 18:00:58,13.0000,10.0000,92147.6268,2857623.5388,2857623.5388
2025-09-29 18:01:58,14.0000,48.1100,707385.4050,3565008.9438,3565008.9438
2025-09-29 18:02:58,15.0000,13.8900,154946.7600,3719955.7038,3719955.7038
2025-09-29 18:03:58,16.0000,10.0000,92147.6268,3812103.3306,3812103.3306
2025-09-29 18:04:58,17.0000,10.0000,92147.6268,3904250.9574,3904250.9574
2025-09-29 18:05:58,18.0000,10.0000,92147.6268,3996398.5842,3996398.5842
2025-09-29 18:06:58,19.0000,10.0000,92147.6268,4088546.2110,4088546.2110
2025-09-29 18:07:58,20.0000,10.0000,92147.6268,4180693.8378,4180693.8378
2025-09-29 18:08:58,21.0000,13.1000,142193.2086,4322887.0464,4322887.0464
2025-09-29 18:09:58,22.0000,10.0000,92147.6268,4415034.6732,4415034.6732
2025-09-29 18:10:58,23.0000,13.8800,154785.3222,4569819.9954,4569819.9954
2025-09-29 18:11:58,24.0000,10.0000,92147.6268,4661967.6222,4661967.6222
2025-09-29 18:12:58,25.0000,10.0000,92147.6268,4754115.2490,4754115.2490
2025-09-29 18:13:58,26.0000,10.0000,92147.6268,4846262.8758,4846262.8758
2025-09-29 18:14:58,27.0000,26.0400,351093.1518,5197356.0276,5197356.0276
2025-09-29 18:15:58,28.0000,27.9100,381281.9382,5578637.9658,5578637.9658
2025-09-29 18:16:58,29.0000,10.0000,92147.6268,5670785.5926,5670785.5926
2025-09-29 18:17:58,30.0000,10.0000,92147.6268,5762933.2194,5762933.2194
2025-09-29 18:18:58,31.0000,16.7000,200310.6582,5963243.8776,5963243.8776
2025-09-29 18:19:58,32.0000,10.0000,92147.6268,6055391.5044,6055391.5044
2025-09-29 18:20:58,33.0000,10.0000,92147.6268,6147539.1312,6147539.1312
2025-09-29 18:21:58,34.0000,21.3800,275863.3422,6423402.4734,6423402.4734
2025-09-29 18:22:58,35.0000,10.0000,92147.6268,6515550.1002,6515550.1002
2025-09-29 18:23:58,36.0000,10.0000,92147.6268,6607697.7270,6607697.7270
2025-09-29 18:24:58,37.0000,10.0000,92147.6268,6699845.3538,6699845.3538
2025-09-29 18:25:58,38.0000,10.0000,92147.6268,6791992.9806,6791992.9806
2025-09-29 18:26:58,39.0000,35.3100,500745.5844,7292738.5650,7292738.5650
2025-09-29 18:27:58,40.0000,10.0000,92147.6268,7384886.1918,7384886.1918
2025-09-29 18:28:58,41.0000,10.0000,92147.6268,7477033.8186,7477033.8186
2025-09-29 18:29:58,42.0000,10.0000,92147.6268,7569181.4454,7569181.4454
2025-09-29 18:30:58,43.0000,42.5800,618110.5452,8187291.9906,8187291.9906
2025-09-29 18:31:58,44.0000,10.0000,92147.6268,8279439.6174,8279439.6174
2025-09-29 18:32:58,45.0000,10.0000,92147.6268,8371587.2442,8371587.2442
2025-09-29 18:33:58,46.0000,10.5700,101349.5562,8472936.8004,8472936.8004
2025-09-29 18:34:58,47.0000,11.7700,120722.0394,8593658.8398,8593658.8398
2025-09-29 18:35:58,48.0000,39.5600,569356.4622,9163015.3020,9163015.3020
2025-09-29 18:36:58,49.0000,10.0000,92147.6268,9255162.9288,9255162.9288
