time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2025-09-29 17:47:58,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2025-09-29 17:48:58,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2025-09-29 17:49:58,2.0000,10.0000,92147.6268,276442.8804,276442.8804
2025-09-29 17:50:58,3.0000,10.0000,92147.6268,368590.5072,368590.5072
2025-09-29 17:51:58,4.0000,10.0000,92147.6268,460738.1340,460738.1340
2025-09-29 17:52:58,5.0000,10.0000,92147.6268,552885.7608,552885.7608
2025-09-29 17:53:58,6.0000,10.0000,92147.6268,645033.3876,645033.3876
2025-09-29 17:54:58,7.0000,10.0000,92147.6268,737181.0144,737181.0144
2025-09-29 17:55:58,8.0000,10.0000,92147.6268,829328.6412,829328.6412
2025-09-29 17:56:58,9.0000,10.0000,92147.6268,921476.2680,921476.2680
2025-09-29 17:57:58,10.0000,14.2300,160435.6302,1081911.8982,1081911.8982
2025-09-29 17:58:58,11.0000,18.0000,221297.5146,1303209.4128,1303209.4128
2025-09-29 17:59:58,12.0000,10.0000,92147.6268,1395357.0396,1395357.0396
2025-09-29 18:00:58,13.0000,10.0000,92147.6268,1487504.6664,1487504.6664
2025-09-29 18:01:58,14.0000,13.5900,150103.6392,1637608.3056,1637608.3056
2025-09-29 18:02:58,15.0000,10.0000,92147.6268,1729755.9324,1729755.9324
2025-09-29 18:03:58,16.0000,10.0000,92147.6268,1821903.5592,1821903.5592
2025-09-29 18:04:58,17.0000,17.8200,218391.6420,2040295.2012,2040295.2012
2025-09-29 18:05:58,18.0000,10.0000,92147.6268,2132442.8280,2132442.8280
2025-09-29 18:06:58,19.0000,10.0000,92147.6268,2224590.4548,2224590.4548
2025-09-29 18:07:58,20.0000,10.0000,92147.6268,2316738.0816,2316738.0816
2025-09-29 18:08:58,21.0000,10.0000,92147.6268,2408885.7084,2408885.7084
2025-09-29 18:09:58,22.0000,20.3200,258750.9822,2667636.6906,2667636.6906
2025-09-29 18:10:58,23.0000,10.4600,99573.7452,2767210.4358,2767210.4358
2025-09-29 18:11:58,24.0000,10.0000,92147.6268,2859358.0626,2859358.0626
2025-09-29 18:12:58,25.0000,14.6500,167215.9992,3026574.0618,3026574.0618
2025-09-29 18:13:58,26.0000,10.0000,92147.6268,3118721.6886,3118721.6886
2025-09-29 18:14:58,27.0000,10.0000,92147.6268,3210869.3154,3210869.3154
2025-09-29 18:15:58,28.0000,19.0600,238409.8746,3449279.1900,3449279.1900
2025-09-29 18:16:58,29.0000,10.0000,92147.6268,3541426.8168,3541426.8168
2025-09-29 18:17:58,30.0000,10.0000,92147.6268,3633574.4436,3633574.4436
2025-09-29 18:18:58,31.0000,13.3100,145583.3928,3779157.8364,3779157.8364
2025-09-29 18:19:58,32.0000,10.9100,106838.4264,3885996.2628,3885996.2628
2025-09-29 18:20:58,33.0000,11.2200,111842.9850,3997839.2478,3997839.2478
2025-09-29 18:21:58,34.0000,17.7600,217423.0182,4215262.2660,4215262.2660
2025-09-29 18:22:58,35.0000,11.8700,122336.4132,4337598.6792,4337598.6792
2025-09-29 18:23:58,36.0000,11.4100,114910.2948,4452508.9740,4452508.9740
2025-09-29 18:24:58,37.0000,22.1500,288294.0192,4740802.9932,4740802.9932
2025-09-29 18:25:58,38.0000,12.9700,140094.5226,4880897.5158,4880897.5158
2025-09-29 18:26:58,39.0000,15.7000,184166.9220,5065064.4378,5065064.4378
2025-09-29 18:27:58,40.0000,11.5500,117170.4174,5182234.8552,5182234.8552
2025-09-29 18:28:58,41.0000,20.0200,253907.8614,5436142.7166,5436142.7166
2025-09-29 18:29:58,42.0000,10.6800,103125.3672,5539268.0838,5539268.0838
2025-09-29 18:30:58,43.0000,10.0000,92147.6268,5631415.7106,5631415.7106
2025-09-29 18:31:58,44.0000,20.3100,258589.5450,5890005.2556,5890005.2556
2025-09-29 18:32:58,45.0000,19.1100,239217.0618,6129222.3174,6129222.3174
2025-09-29 18:33:58,46.0000,20.8900,267952.9116,6397175.2290,6397175.2290
2025-09-29 18:34:58,47.0000,10.0000,92147.6268,6489322.8558,6489322.8558
2025-09-29 18:35:58,48.0000,10.0000,92147.6268,6581470.4826,6581470.4826
2025-09-29 18:36:58,49.0000,14.6300,166893.1242,6748363.6068,6748363.6068
