time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2025-09-29 17:47:58,0.0000,33.9400,478628.6664,478628.6664,478628.6664
2025-09-29 17:48:58,1.0000,21.1300,271827.4080,750456.0744,750456.0744
2025-09-29 17:49:58,2.0000,31.6400,441498.0732,1191954.1476,1191954.1476
2025-09-29 17:50:58,3.0000,31.6000,440852.3238,1632806.4714,1632806.4714
2025-09-29 17:51:58,4.0000,10.0000,92147.6268,1724954.0982,1724954.0982
2025-09-29 17:52:58,5.0000,10.0000,92147.6268,1817101.7250,1817101.7250
2025-09-29 17:53:58,6.0000,14.7800,169314.6846,1986416.4096,1986416.4096
2025-09-29 17:54:58,7.0000,10.0000,92147.6268,2078564.0364,2078564.0364
2025-09-29 17:55:58,8.0000,10.0000,92147.6268,2170711.6632,2170711.6632
2025-09-29 17:56:58,9.0000,10.0000,92147.6268,2262859.2900,2262859.2900
2025-09-29 17:57:58,10.0000,10.0000,92147.6268,2355006.9168,2355006.9168
2025-09-29 17:58:58,11.0000,41.7100,604065.4944,2959072.4112,2959072.4112
2025-09-29 17:59:58,12.0000,10.0000,92147.6268,3051220.0380,3051220.0380
2025-09-29 18:00:58,13.0000,10.0000,92147.6268,3143367.6648,3143367.6648
2025-09-29 18:01:58,14.0000,18.8500,235019.6904,3378387.3552,3378387.3552
2025-09-29 18:02:58,15.0000,10.0000,92147.6268,3470534.9820,3470534.9820
2025-09-29 18:03:58,16.0000,10.0000,92147.6268,3562682.6088,3562682.6088
2025-09-29 18:04:58,17.0000,10.0000,92147.6268,3654830.2356,3654830.2356
2025-09-29 18:05:58,18.0000,11.7400,120237.7272,3775067.9628,3775067.9628
2025-09-29 18:06:58,19.0000,16.8100,202086.4686,3977154.4314,3977154.4314
2025-09-29 18:07:58,20.0000,10.0000,92147.6268,4069302.0582,4069302.0582
2025-09-29 18:08:58,21.0000,13.3100,145583.3928,4214885.4510,4214885.4510
2025-09-29 18:09:58,22.0000,10.0000,92147.6268,4307033.0778,4307033.0778
2025-09-29 18:10:58,23.0000,10.0000,92147.6268,4399180.7046,4399180.7046
2025-09-29 18:11:58,24.0000,10.0000,92147.6268,4491328.3314,4491328.3314
2025-09-29 18:12:58,25.0000,36.7800,524476.8762,5015805.2076,5015805.2076
2025-09-29 18:13:58,26.0000,40.5400,585177.3234,5600982.5310,5600982.5310
2025-09-29 18:14:58,27.0000,96.7700,1492939.5972,7093922.1282,7093922.1282
2025-09-29 18:15:58,28.0000,10.0000,92147.6268,7186069.7550,7186069.7550
2025-09-29 18:16:58,29.0000,10.0000,92147.6268,7278217.3818,7278217.3818
2025-09-29 18:17:58,30.0000,10.0000,92147.6268,7370365.0086,7370365.0086
2025-09-29 18:18:58,31.0000,17.6800,216131.5194,7586496.5280,7586496.5280
2025-09-29 18:19:58,32.0000,11.4500,115556.0442,7702052.5722,7702052.5722
2025-09-29 18:20:58,33.0000,10.0000,92147.6268,7794200.1990,7794200.1990
2025-09-29 18:21:58,34.0000,10.0000,92147.6268,7886347.8258,7886347.8258
2025-09-29 18:22:58,35.0000,30.3900,421318.4034,8307666.2292,8307666.2292
2025-09-29 18:23:58,36.0000,10.0000,92147.6268,8399813.8560,8399813.8560
