time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2020-01-01 00:00:00,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2020-01-01 00:01:00,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2020-01-01 00:02:00,2.0000,10.0000,92147.6268,276442.8804,276442.8804
2020-01-01 00:03:00,3.0000,10.0000,92147.6268,368590.5072,368590.5072
2020-01-01 00:04:00,4.0000,10.0000,92147.6268,460738.1340,460738.1340
2020-01-01 00:05:00,5.0000,10.0000,92147.6268,552885.7608,552885.7608
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,645033.3876,645033.3876
2020-01-01 00:07:00,7.0000,10.0000,92147.6268,737181.0144,737181.0144
2020-01-01 00:08:00,8.0000,10.0000,92147.6268,829328.6412,829328.6412
2020-01-01 00:09:00,9.0000,10.0000,92147.6268,921476.2680,921476.2680
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,1013623.8948,1013623.8948
2020-01-01 00:11:00,11.0000,10.0000,92147.6268,1105771.5216,1105771.5216
2020-01-01 00:12:00,12.0000,10.1500,94569.1872,1200340.7088,1200340.7088
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,1292488.3356,1292488.3356
2020-01-01 00:14:00,14.0000,10.0000,92147.6268,1384635.9624,1384635.9624
2020-01-01 00:15:00,15.0000,10.0000,92147.6268,1476783.5892,1476783.5892
2020-01-01 00:16:00,16.0000,10.6100,101995.3056,1578778.8948,1578778.8948
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,1670926.5216,1670926.5216
2020-01-01 00:18:00,18.0000,10.0000,92147.6268,1763074.1484,1763074.1484
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,1855221.7752,1855221.7752
2020-01-01 00:20:00,20.0000,10.0000,92147.6268,1947369.4020,1947369.4020
2020-01-01 00:21:00,21.0000,10.0000,92147.6268,2039517.0288,2039517.0288
2020-01-01 00:22:00,22.0000,12.0600,125403.7230,2164920.7518,2164920.7518
2020-01-01 00:23:00,23.0000,13.6000,150265.0764,2315185.8282,2315185.8282
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,2407333.4550,2407333.4550
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,2499481.0818,2499481.0818
2020-01-01 00:26:00,26.0000,15.0700,173996.3682,2673477.4500,2673477.4500
2020-01-01 00:27:00,27.0000,12.4400,131538.3426,2805015.7926,2805015.7926
2020-01-01 00:28:00,28.0000,13.6600,151233.7008,2956249.4934,2956249.4934
2020-01-01 00:29:00,29.0000,13.6800,151556.5752,3107806.0686,3107806.0686
2020-01-01 00:30:00,30.0000,13.5700,149780.7642,3257586.8328,3257586.8328
2020-01-01 00:31:00,31.0000,13.1600,143161.8324,3400748.6652,3400748.6652
2020-01-01 00:32:00,32.0000,14.4200,163502.9400,3564251.6052,3564251.6052
2020-01-01 00:33:00,33.0000,12.9400,139610.2104,3703861.8156,3703861.8156
2020-01-01 00:34:00,34.0000,12.3200,129601.0944,3833462.9100,3833462.9100
2020-01-01 00:35:00,35.0000,14.4500,163987.2522,3997450.1622,3997450.1622
2020-01-01 00:36:00,36.0000,12.1100,126210.9096,4123661.0718,4123661.0718
2020-01-01 00:37:00,37.0000,17.3400,210642.6492,4334303.7210,4334303.7210
2020-01-01 00:38:00,38.0000,15.8300,186265.6074,4520569.3284,4520569.3284
2020-01-01 00:39:00,39.0000,13.7700,153009.5118,4673578.8402,4673578.8402
2020-01-01 00:40:00,40.0000,22.0400,286518.2082,4960097.0484,4960097.0484
2020-01-01 00:41:00,41.0000,16.8600,202893.6558,5162990.7042,5162990.7042
2020-01-01 00:42:00,42.0000,20.5600,262625.4786,5425616.1828,5425616.1828
