time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2020-01-01 00:00:00,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2020-01-01 00:01:00,1.0000,14.8700,170767.6212,262915.2480,262915.2480
2020-01-01 00:02:00,2.0000,16.7500,201117.8448,464033.0928,464033.0928
2020-01-01 00:03:00,3.0000,13.6200,150587.9514,614621.0442,614621.0442
2020-01-01 00:04:00,4.0000,10.0000,92147.6268,706768.6710,706768.6710
2020-01-01 00:05:00,5.0000,10.0000,92147.6268,798916.2978,798916.2978
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,891063.9246,891063.9246
2020-01-01 00:07:00,7.0000,24.6900,329299.1082,1220363.0328,1220363.0328
2020-01-01 00:08:00,8.0000,10.0000,92147.6268,1312510.6596,1312510.6596
2020-01-01 00:09:00,9.0000,10.0000,92147.6268,1404658.2864,1404658.2864
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,1496805.9132,1496805.9132
2020-01-01 00:11:00,11.0000,10.0000,92147.6268,1588953.5400,1588953.5400
2020-01-01 00:12:00,12.0000,10.0000,92147.6268,1681101.1668,1681101.1668
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,1773248.7936,1773248.7936
2020-01-01 00:14:00,14.0000,21.7300,281513.6496,2054762.4432,2054762.4432
2020-01-01 00:15:00,15.0000,17.3700,211126.9608,2265889.4040,2265889.4040
2020-01-01 00:16:00,16.0000,10.0000,92147.6268,2358037.0308,2358037.0308
2020-01-01 00:17:00,17.0000,18.5800,230660.8818,2588697.9126,2588697.9126
2020-01-01 00:18:00,18.0000,10.0000,92147.6268,2680845.5394,2680845.5394
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,2772993.1662,2772993.1662
2020-01-01 00:20:00,20.0000,20.8100,266661.4128,3039654.5790,3039654.5790
2020-01-01 00:21:00,21.0000,10.0000,92147.6268,3131802.2058,3131802.2058
2020-01-01 00:22:00,22.0000,23.2200,305567.8164,3437370.0222,3437370.0222
2020-01-01 00:23:00,23.0000,17.5200,213548.5212,3650918.5434,3650918.5434
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,3743066.1702,3743066.1702
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,3835213.7970,3835213.7970
2020-01-01 00:26:00,26.0000,16.7000,200310.6582,4035524.4552,4035524.4552
2020-01-01 00:27:00,27.0000,14.0400,157368.3204,4192892.7756,4192892.7756
2020-01-01 00:28:00,28.0000,10.0000,92147.6268,4285040.4024,4285040.4024
2020-01-01 00:29:00,29.0000,12.1400,126695.2218,4411735.6242,4411735.6242
2020-01-01 00:30:00,30.0000,19.4700,245028.8064,4656764.4306,4656764.4306
2020-01-01 00:31:00,31.0000,14.0700,157852.6326,4814617.0632,4814617.0632
2020-01-01 00:32:00,32.0000,10.0000,92147.6268,4906764.6900,4906764.6900
2020-01-01 00:33:00,33.0000,10.0000,92147.6268,4998912.3168,4998912.3168
2020-01-01 00:34:00,34.0000,10.0000,92147.6268,5091059.9436,5091059.9436
