time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2020-01-01 00:00:00,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2020-01-01 00:01:00,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2020-01-01 00:02:00,2.0000,10.0000,92147.6268,276442.8804,276442.8804
2020-01-01 00:03:00,3.0000,10.0000,92147.6268,368590.5072,368590.5072
2020-01-01 00:04:00,4.0000,23.2900,306697.8780,675288.3852,675288.3852
2020-01-01 00:05:00,5.0000,10.0000,92147.6268,767436.0120,767436.0120
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,859583.6388,859583.6388
2020-01-01 00:07:00,7.0000,10.0000,92147.6268,951731.2656,951731.2656
2020-01-01 00:08:00,8.0000,52.9900,786166.8366,1737898.1022,1737898.1022
2020-01-01 00:09:00,9.0000,42.8900,623115.1032,2361013.2054,2361013.2054
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,2453160.8322,2453160.8322
2020-01-01 00:11:00,11.0000,20.6900,264724.1646,2717884.9968,2717884.9968
2020-01-01 00:12:00,12.0000,10.0000,92147.6268,2810032.6236,2810032.6236
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,2902180.2504,2902180.2504
2020-01-01 00:14:00,14.0000,10.0000,92147.6268,2994327.8772,2994327.8772
2020-01-01 00:15:00,15.0000,10.0000,92147.6268,3086475.5040,3086475.5040
2020-01-01 00:16:00,16.0000,10.0000,92147.6268,3178623.1308,3178623.1308
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,3270770.7576,3270770.7576
2020-01-01 00:18:00,18.0000,18.6300,231468.0684,3502238.8260,3502238.8260
2020-01-01 00:19:00,19.0000,19.4900,245351.6814,3747590.5074,3747590.5074
2020-01-01 00:20:00,20.0000,35.9700,511400.4504,4258990.9578,4258990.9578
2020-01-01 00:21:00,21.0000,15.0500,173673.4938,4432664.4516,4432664.4516
2020-01-01 00:22:00,22.0000,10.0000,92147.6268,4524812.0784,4524812.0784
2020-01-01 00:23:00,23.0000,10.0000,92147.6268,4616959.7052,4616959.7052
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,4709107.3320,4709107.3320
2020-01-01 00:25:00,25.0000,27.7300,378376.0656,5087483.3976,5087483.3976
2020-01-01 00:26:00,26.0000,50.9900,753879.3642,5841362.7618,5841362.7618
2020-01-01 00:27:00,27.0000,10.0000,92147.6268,5933510.3886,5933510.3886
2020-01-01 00:28:00,28.0000,11.5700,117493.2924,6051003.6810,6051003.6810
2020-01-01 00:29:00,29.0000,10.0000,92147.6268,6143151.3078,6143151.3078
2020-01-01 00:30:00,30.0000,15.2500,176902.2408,6320053.5486,6320053.5486
2020-01-01 00:31:00,31.0000,10.0000,92147.6268,6412201.1754,6412201.1754
2020-01-01 00:32:00,32.0000,10.0000,92147.6268,6504348.8022,6504348.8022
2020-01-01 00:33:00,33.0000,10.0000,92147.6268,6596496.4290,6596496.4290
2020-01-01 00:34:00,34.0000,21.8900,284096.6478,6880593.0768,6880593.0768
2020-01-01 00:35:00,35.0000,10.0000,92147.6268,6972740.7036,6972740.7036
2020-01-01 00:36:00,36.0000,10.0000,92147.6268,7064888.3304,7064888.3304
2020-01-01 00:37:00,37.0000,10.0000,92147.6268,7157035.9572,7157035.9572
2020-01-01 00:38:00,38.0000,20.9300,268598.6610,7425634.6182,7425634.6182
2020-01-01 00:39:00,39.0000,10.0000,92147.6268,7517782.2450,7517782.2450
2020-01-01 00:40:00,40.0000,10.0000,92147.6268,7609929.8718,7609929.8718
2020-01-01 00:41:00,41.0000,21.2600,273926.0940,7883855.9658,7883855.9658
2020-01-01 00:42:00,42.0000,19.7100,248903.3034,8132759.2692,8132759.2692
