time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2020-01-01 00:00:00,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2020-01-01 00:01:00,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2020-01-01 00:02:00,2.0000,10.0000,92147.6268,276442.8804,276442.8804
2020-01-01 00:03:00,3.0000,10.0000,92147.6268,368590.5072,368590.5072
2020-01-01 00:04:00,4.0000,10.0000,92147.6268,460738.1340,460738.1340
2020-01-01 00:05:00,5.0000,29.8000,411793.5990,872531.7330,872531.7330
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,964679.3598,964679.3598
2020-01-01 00:07:00,7.0000,10.0000,92147.6268,1056826.9866,1056826.9866
2020-01-01 00:08:00,8.0000,10.0000,92147.6268,1148974.6134,1148974.6134
2020-01-01 00:09:00,9.0000,23.1300,304114.8804,1453089.4938,1453089.4938
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,1545237.1206,1545237.1206
2020-01-01 00:11:00,11.0000,10.0000,92147.6268,1637384.7474,1637384.7474
2020-01-01 00:12:00,12.0000,10.0000,92147.6268,1729532.3742,1729532.3742
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,1821680.0010,1821680.0010
2020-01-01 00:14:00,14.0000,10.0000,92147.6268,1913827.6278,1913827.6278
2020-01-01 00:15:00,15.0000,10.0000,92147.6268,2005975.2546,2005975.2546
2020-01-01 00:16:00,16.0000,51.2500,758076.7356,2764051.9902,2764051.9902
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,2856199.6170,2856199.6170
2020-01-01 00:18:00,18.0000,10.0000,92147.6268,2948347.2438,2948347.2438
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,3040494.8706,3040494.8706
2020-01-01 00:20:00,20.0000,10.0000,92147.6268,3132642.4974,3132642.4974
2020-01-01 00:21:00,21.0000,18.3200,226463.5104,3359106.0078,3359106.0078
2020-01-01 00:22:00,22.0000,10.0000,92147.6268,3451253.6346,3451253.6346
2020-01-01 00:23:00,23.0000,10.0000,92147.6268,3543401.2614,3543401.2614
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,3635548.8882,3635548.8882
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,3727696.5150,3727696.5150
2020-01-01 00:26:00,26.0000,23.9700,317675.6184,4045372.1334,4045372.1334
2020-01-01 00:27:00,27.0000,13.0800,141870.3336,4187242.4670,4187242.4670
2020-01-01 00:28:00,28.0000,10.0000,92147.6268,4279390.0938,4279390.0938
2020-01-01 00:29:00,29.0000,10.0000,92147.6268,4371537.7206,4371537.7206
2020-01-01 00:30:00,30.0000,10.0000,92147.6268,4463685.3474,4463685.3474
2020-01-01 00:31:00,31.0000,10.0000,92147.6268,4555832.9742,4555832.9742
2020-01-01 00:32:00,32.0000,21.3400,275217.5928,4831050.5670,4831050.5670
2020-01-01 00:33:00,33.0000,24.6200,328169.0466,5159219.6136,5159219.6136
2020-01-01 00:34:00,34.0000,21.6500,280222.1508,5439441.7644,5439441.7644
2020-01-01 00:35:00,35.0000,10.0000,92147.6268,5531589.3912,5531589.3912
2020-01-01 00:36:00,36.0000,10.0000,92147.6268,5623737.0180,5623737.0180
2020-01-01 00:37:00,37.0000,10.0000,92147.6268,5715884.6448,5715884.6448
2020-01-01 00:38:00,38.0000,10.0000,92147.6268,5808032.2716,5808032.2716
2020-01-01 00:39:00,39.0000,39.7900,573069.5214,6381101.7930,6381101.7930
2020-01-01 00:40:00,40.0000,30.5900,424547.1504,6805648.9434,6805648.9434
2020-01-01 00:41:00,41.0000,30.8000,427937.3352,7233586.2786,7233586.2786
2020-01-01 00:42:00,42.0000,11.3500,113941.6704,7347527.9490,7347527.9490
