Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
0.0000,12.4200,131215.4682,131215.4682,131215.4682
1.0000,10.0000,92147.6268,223363.0950,223363.0950
2.0000,10.0000,92147.6268,315510.7218,315510.7218
3.0000,10.0000,92147.6268,407658.3486,407658.3486
4.0000,10.0000,92147.6268,499805.9754,499805.9754
5.0000,10.0000,92147.6268,591953.6022,591953.6022
6.0000,10.0000,92147.6268,684101.2290,684101.2290
7.0000,20.2400,257459.4834,941560.7124,941560.7124
8.0000,12.2100,127825.2834,1069385.9958,1069385.9958
9.0000,10.0000,92147.6268,1161533.6226,1161533.6226
10.0000,14.0200,157045.4454,1318579.0680,1318579.0680
11.0000,10.0000,92147.6268,1410726.6948,1410726.6948
12.0000,10.0000,92147.6268,1502874.3216,1502874.3216
13.0000,10.0000,92147.6268,1595021.9484,1595021.9484
14.0000,10.0000,92147.6268,1687169.5752,1687169.5752
15.0000,10.0000,92147.6268,1779317.2020,1779317.2020
16.0000,10.0000,92147.6268,1871464.8288,1871464.8288
17.0000,10.0000,92147.6268,1963612.4556,1963612.4556
18.0000,10.0000,92147.6268,2055760.0824,2055760.0824
19.0000,15.6900,184005.4848,2239765.5672,2239765.5672
20.0000,10.0000,92147.6268,2331913.1940,2331913.1940
21.0000,10.0000,92147.6268,2424060.8208,2424060.8208
22.0000,10.0000,92147.6268,2516208.4476,2516208.4476
23.0000,20.2200,257136.6084,2773345.0560,2773345.0560
24.0000,10.0000,92147.6268,2865492.6828,2865492.6828
25.0000,10.0000,92147.6268,2957640.3096,2957640.3096
26.0000,10.0700,93277.6884,3050917.9980,3050917.9980
27.0000,10.0000,92147.6268,3143065.6248,3143065.6248
28.0000,10.0000,92147.6268,3235213.2516,3235213.2516
29.0000,10.0000,92147.6268,3327360.8784,3327360.8784
30.0000,10.0000,92147.6268,3419508.5052,3419508.5052
31.0000,14.0700,157852.6326,3577361.1378,3577361.1378
32.0000,10.0000,92147.6268,3669508.7646,3669508.7646
33.0000,16.0200,189332.9172,3858841.6818,3858841.6818
34.0000,10.0000,92147.6268,3950989.3086,3950989.3086
35.0000,19.8600,251324.8638,4202314.1724,4202314.1724
36.0000,18.7100,232759.5672,4435073.7396,4435073.7396
37.0000,10.0000,92147.6268,4527221.3664,4527221.3664
38.0000,10.6900,103286.8050,4630508.1714,4630508.1714
39.0000,15.6500,183359.7354,4813867.9068,4813867.9068
40.0000,10.8700,106192.6770,4920060.5838,4920060.5838
41.0000,19.2700,241800.0594,5161860.6432,5161860.6432
42.0000,10.3100,97152.1848,5259012.8280,5259012.8280
43.0000,15.0200,173189.1816,5432202.0096,5432202.0096
44.0000,10.0000,92147.6268,5524349.6364,5524349.6364
45.0000,13.0400,141224.5842,5665574.2206,5665574.2206
46.0000,21.2400,273603.2190,5939177.4396,5939177.4396
47.0000,22.8400,299433.1968,6238610.6364,6238610.6364
48.0000,10.0000,92147.6268,6330758.2632,6330758.2632
49.0000,10.0000,92147.6268,6422905.8900,6422905.8900
50.0000,11.3000,113134.4838,6536040.3738,6536040.3738
51.0000,10.4300,99089.4336,6635129.8074,6635129.8074
52.0000,11.4200,115071.7320,6750201.5394,6750201.5394
53.0000,31.9900,447148.3812,7197349.9206,7197349.9206
54.0000,27.3200,371757.1338,7569107.0544,7569107.0544
55.0000,10.0000,92147.6268,7661254.6812,7661254.6812
56.0000,10.0000,92147.6268,7753402.3080,7753402.3080
57.0000,14.5500,165601.6254,7919003.9334,7919003.9334
58.0000,19.9900,253423.5492,8172427.4826,8172427.4826
59.0000,20.2300,257298.0462,8429725.5288,8429725.5288
60.0000,28.4700,390322.4304,8820047.9592,8820047.9592
61.0000,29.1200,400815.8586,9220863.8178,9220863.8178
62.0000,26.0800,351738.9012,9572602.7190,9572602.7190
63.0000,36.2600,516082.1334,10088684.8524,10088684.8524
64.0000,17.7900,217907.3304,10306592.1828,10306592.1828
65.0000,21.6200,279737.8392,10586330.0220,10586330.0220
66.0000,27.2400,370465.6350,10956795.6570,10956795.6570
67.0000,16.1400,191270.1660,11148065.8230,11148065.8230
68.0000,12.9400,139610.2104,11287676.0334,11287676.0334
69.0000,16.2000,192238.7898,11479914.8232,11479914.8232
70.0000,37.7900,540782.0496,12020696.8728,12020696.8728
71.0000,28.1700,385479.3096,12406176.1824,12406176.1824
72.0000,31.0400,431811.8316,12837988.0140,12837988.0140
73.0000,29.7600,411147.8496,13249135.8636,13249135.8636
74.0000,20.3500,259235.2944,13508371.1580,13508371.1580
75.0000,13.8900,154946.7600,13663317.9180,13663317.9180
76.0000,34.4100,486216.2220,14149534.1400,14149534.1400
77.0000,20.1600,256167.9846,14405702.1246,14405702.1246
78.0000,26.3500,356097.7098,14761799.8344,14761799.8344
79.0000,24.3900,324455.9874,15086255.8218,15086255.8218
80.0000,15.1200,174803.5548,15261059.3766,15261059.3766
81.0000,13.0600,141547.4592,15402606.8358,15402606.8358
82.0000,34.8500,493319.4660,15895926.3018,15895926.3018
83.0000,24.9200,333012.1674,16228938.4692,16228938.4692
84.0000,27.8800,380797.6260,16609736.0952,16609736.0952
85.0000,18.6000,230983.7562,16840719.8514,16840719.8514
86.0000,26.3400,355936.2726,17196656.1240,17196656.1240
87.0000,32.1000,448924.1922,17645580.3162,17645580.3162
88.0000,26.3700,356420.5848,18002000.9010,18002000.9010
89.0000,25.6500,344797.0950,18346797.9960,18346797.9960
90.0000,29.6800,409856.3508,18756654.3468,18756654.3468
91.0000,25.8100,347380.0926,19104034.4394,19104034.4394
92.0000,46.1600,675905.1198,19779939.5592,19779939.5592
93.0000,26.4300,357389.2092,20137328.7684,20137328.7684
94.0000,23.5100,310249.5000,20447578.2684,20447578.2684
95.0000,22.1600,288455.4564,20736033.7248,20736033.7248
96.0000,24.5400,326877.5478,21062911.2726,21062911.2726
97.0000,15.3400,178355.1768,21241266.4494,21241266.4494
98.0000,32.3000,452152.9392,21693419.3886,21693419.3886
99.0000,22.3400,291361.3290,21984780.7176,21984780.7176
100.0000,41.7400,604549.8066,22589330.5242,22589330.5242
101.0000,14.4400,163825.8144,22753156.3386,22753156.3386
102.0000,42.1800,611653.0506,23364809.3892,23364809.3892
103.0000,33.8900,477821.4792,23842630.8684,23842630.8684
104.0000,44.9700,656694.0738,24499324.9422,24499324.9422
105.0000,49.5200,730148.0724,25229473.0146,25229473.0146
106.0000,32.0000,447309.8184,25676782.8330,25676782.8330
107.0000,25.0100,334465.1040,26011247.9370,26011247.9370
108.0000,34.8700,493642.3404,26504890.2774,26504890.2774
109.0000,24.0500,318967.1172,26823857.3946,26823857.3946
110.0000,33.9700,479112.9780,27302970.3726,27302970.3726
111.0000,25.8400,347864.4048,27650834.7774,27650834.7774
112.0000,20.7000,264885.6018,27915720.3792,27915720.3792
113.0000,19.6700,248257.5540,28163977.9332,28163977.9332
114.0000,26.2300,354160.4616,28518138.3948,28518138.3948
115.0000,25.7400,346250.0310,28864388.4258,28864388.4258
116.0000,30.5100,423255.6516,29287644.0774,29287644.0774
117.0000,41.8800,606809.9298,29894454.0072,29894454.0072
118.0000,39.9300,575329.6446,30469783.6518,30469783.6518
119.0000,17.4300,212095.5852,30681879.2370,30681879.2370
120.0000,41.4500,599868.1230,31281747.3600,31281747.3600
121.0000,37.9800,543849.3594,31825596.7194,31825596.7194
122.0000,30.8800,429228.8340,32254825.5534,32254825.5534
123.0000,27.5000,374663.0064,32629488.5598,32629488.5598
124.0000,24.1900,321227.2404,32950715.8002,32950715.8002
125.0000,24.3100,323164.4886,33273880.2888,33273880.2888
126.0000,31.7400,443112.4470,33716992.7358,33716992.7358
127.0000,47.5000,697537.7262,34414530.4620,34414530.4620
128.0000,39.7100,571778.0226,34986308.4846,34986308.4846
129.0000,41.9800,608424.3036,35594732.7882,35594732.7882
130.0000,33.1800,466359.4266,36061092.2148,36061092.2148
131.0000,32.4000,453767.3130,36514859.5278,36514859.5278
132.0000,47.4300,696407.6646,37211267.1924,37211267.1924
133.0000,41.4300,599545.2486,37810812.4410,37810812.4410
134.0000,47.2700,693824.6664,38504637.1074,38504637.1074
135.0000,42.3100,613751.7360,39118388.8434,39118388.8434
136.0000,37.3400,533517.3684,39651906.2118,39651906.2118
137.0000,47.7000,700766.4732,40352672.6850,40352672.6850
138.0000,38.0000,544172.2344,40896844.9194,40896844.9194
