Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268,92147.6268
1.0000,10.0000,92147.6268,184295.2536,184295.2536
2.0000,10.0000,92147.6268,276442.8804,276442.8804
3.0000,10.0000,92147.6268,368590.5072,368590.5072
4.0000,10.0000,92147.6268,460738.1340,460738.1340
5.0000,10.0000,92147.6268,552885.7608,552885.7608
6.0000,10.0000,92147.6268,645033.3876,645033.3876
7.0000,10.0000,92147.6268,737181.0144,737181.0144
8.0000,10.0000,92147.6268,829328.6412,829328.6412
9.0000,11.9300,123305.0376,952633.6788,952633.6788
10.0000,10.0000,92147.6268,1044781.3056,1044781.3056
11.0000,10.0000,92147.6268,1136928.9324,1136928.9324
12.0000,10.0000,92147.6268,1229076.5592,1229076.5592
13.0000,10.0000,92147.6268,1321224.1860,1321224.1860
14.0000,10.0000,92147.6268,1413371.8128,1413371.8128
15.0000,12.7700,136865.7756,1550237.5884,1550237.5884
16.0000,10.0000,92147.6268,1642385.2152,1642385.2152
17.0000,10.0800,93439.1256,1735824.3408,1735824.3408
18.0000,10.0000,92147.6268,1827971.9676,1827971.9676
19.0000,10.0000,92147.6268,1920119.5944,1920119.5944
20.0000,10.2700,96506.4354,2016626.0298,2016626.0298
21.0000,14.3700,162695.7528,2179321.7826,2179321.7826
22.0000,10.0000,92147.6268,2271469.4094,2271469.4094
23.0000,10.0000,92147.6268,2363617.0362,2363617.0362
24.0000,10.0000,92147.6268,2455764.6630,2455764.6630
25.0000,10.0000,92147.6268,2547912.2898,2547912.2898
26.0000,12.4400,131538.3426,2679450.6324,2679450.6324
27.0000,10.6700,102963.9300,2782414.5624,2782414.5624
28.0000,17.5500,214032.8334,2996447.3958,2996447.3958
29.0000,15.8800,187072.7946,3183520.1904,3183520.1904
30.0000,11.5900,117816.1668,3301336.3572,3301336.3572
31.0000,14.2400,160597.0674,3461933.4246,3461933.4246
32.0000,14.5300,165278.7510,3627212.1756,3627212.1756
33.0000,10.0000,92147.6268,3719359.8024,3719359.8024
34.0000,11.6400,118623.3540,3837983.1564,3837983.1564
35.0000,13.6800,151556.5752,3989539.7316,3989539.7316
36.0000,16.5500,197889.0978,4187428.8294,4187428.8294
37.0000,14.1900,159789.8808,4347218.7102,4347218.7102
38.0000,10.0000,92147.6268,4439366.3370,4439366.3370
39.0000,11.1900,111358.6728,4550725.0098,4550725.0098
40.0000,10.0000,92147.6268,4642872.6366,4642872.6366
41.0000,10.3600,97959.3720,4740832.0086,4740832.0086
42.0000,18.5100,229530.8202,4970362.8288,4970362.8288
43.0000,10.0000,92147.6268,5062510.4556,5062510.4556
44.0000,19.2500,241477.1844,5303987.6400,5303987.6400
45.0000,14.8900,171090.4956,5475078.1356,5475078.1356
46.0000,25.2500,338339.6004,5813417.7360,5813417.7360
