Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,10.0000,645033.3876,2580133.5504
7.0000,11.1000,754939.1238,3335072.6742
8.0000,10.0000,847086.7506,4182159.4248
9.0000,10.0000,939234.3774,5121393.8022
10.0000,10.0000,1031382.0042,6152775.8064
11.0000,10.0000,1123529.6310,7276305.4374
12.0000,10.0000,1215677.2578,8491982.6952
13.0000,10.0000,1307824.8846,9799807.5798
14.0000,10.0000,1399972.5114,11199780.0912
15.0000,10.0000,1492120.1382,12691900.2294
16.0000,10.9100,1598958.5646,14290858.7940
17.0000,10.0000,1691106.1914,15981964.9854
18.0000,12.4000,1821998.7846,17803963.7700
19.0000,10.0000,1914146.4114,19718110.1814
20.0000,10.0000,2006294.0382,21724404.2196
21.0000,11.4400,2121688.6446,23846092.8642
22.0000,10.0000,2213836.2714,26059929.1356
23.0000,10.0000,2305983.8982,28365913.0338
24.0000,11.6400,2424607.2522,30790520.2860
25.0000,10.0000,2516754.8790,33307275.1650
26.0000,10.0000,2608902.5058,35916177.6708
27.0000,10.0400,2701695.8820,38617873.5528
28.0000,14.2800,2862938.6988,41480812.2516
29.0000,14.9400,3034836.3816,44515648.6332
30.0000,10.4800,3134733.0018,47650381.6350
31.0000,10.0000,3226880.6286,50877262.2636
32.0000,17.9900,3448016.7060,54325278.9696
33.0000,16.9100,3651717.5484,57976996.5180
34.0000,14.4100,3815059.0512,61792055.5692
35.0000,10.0900,3908659.6146,65700715.1838
36.0000,13.1000,4050852.8232,69751568.0070
37.0000,20.6300,4314608.3634,74066176.3704
38.0000,16.7000,4514919.0216,78581095.3920
39.0000,22.5000,4808863.3482,83389958.7402
40.0000,17.8400,5027577.8652,88417536.6054
41.0000,18.4400,5255978.6238,93673515.2292
42.0000,17.3600,5466944.1474,99140459.3766
43.0000,11.1800,5578141.3830,104718600.7596
44.0000,12.5600,5711616.9738,110430217.7334
45.0000,16.3000,5905470.1374,116335687.8708
46.0000,21.7500,6187306.6620,122522994.5328
47.0000,17.7900,6405213.9924,128928208.5252
48.0000,20.9700,6674458.4028,135602666.9280
49.0000,14.3700,6837154.1556,142439821.0836
50.0000,22.9400,7138201.7262,149578022.8098
51.0000,24.0500,7457168.8434,157035191.6532
52.0000,22.2400,7746915.7986,164782107.4518
53.0000,19.2300,7988070.1086,172770177.5604
54.0000,28.8800,8385011.4708,181155189.0312
55.0000,16.8000,8586936.5022,189742125.5334
56.0000,22.6100,8882656.6398,198624782.1732
57.0000,21.4900,9160295.7930,207785077.9662
58.0000,23.0600,9463280.6118,217248358.5780
59.0000,25.7700,9810014.9550,227058373.5330
60.0000,27.2700,10180964.9022,237239338.4352
61.0000,21.6300,10460864.1786,247700202.6138
62.0000,25.6200,10805176.9614,258505379.5752
63.0000,21.2200,11078457.3060,269583836.8812
64.0000,29.0600,11478304.5408,281062141.4220
65.0000,28.7100,11872501.4676,292934642.8896
66.0000,27.7700,12251523.2826,305186166.1722
67.0000,29.8200,12663639.7566,317849805.9288
68.0000,22.8300,12962911.5162,330812717.4450
69.0000,25.6000,13306901.4240,344119618.8690
70.0000,29.9000,13720309.3968,357839928.2658
71.0000,27.5300,14095456.7154,371935384.9812
72.0000,37.4700,14631072.7698,386566457.7510
73.0000,31.8300,15075638.1528,401642095.9038
74.0000,30.5200,15499055.2416,417141151.1454
75.0000,30.9300,15929091.2622,433070242.4076
76.0000,32.5100,16384634.3856,449454876.7932
77.0000,31.1000,16817414.8416,466272291.6348
78.0000,26.7400,17179808.6088,483452100.2436
79.0000,32.3700,17633091.6096,501085191.8532
80.0000,34.6200,18122698.0164,519207889.8696
81.0000,33.4300,18593093.3772,537800983.2468
82.0000,30.8600,19021999.3368,556822982.5836
83.0000,29.0700,19422008.0088,576244990.5924
84.0000,26.4800,19780204.4046,596025194.9970
85.0000,36.9100,20306779.9668,616331974.9638
86.0000,33.6200,20780242.6374,637112217.6012
87.0000,33.9400,21258871.3038,658371088.9050
88.0000,36.2700,21775114.8750,680146203.7800
89.0000,30.5100,22198370.5266,702344574.3066
90.0000,35.4800,22701860.5464,725046434.8530
91.0000,36.1200,23215682.5572,748262117.4102
92.0000,36.9300,23742580.9938,772004698.4040
93.0000,35.8500,24252044.1954,796256742.5994
94.0000,36.7300,24775713.8850,821032456.4844
95.0000,39.3200,25341195.8508,846373652.3352
96.0000,40.5600,25926696.0492,872300348.3844
97.0000,34.8800,26420499.8274,898720848.2118
98.0000,38.1400,26966932.1844,925687780.3962
99.0000,34.0900,27447982.4112,953135762.8074
100.0000,42.0000,28056729.5892,981192492.3966
101.0000,37.6100,28594605.7662,1009787098.1628
102.0000,46.4500,29275192.5696,1039062290.7324
103.0000,39.3600,29841320.2848,1068903611.0172
104.0000,37.5700,30378550.7124,1099282161.7296
105.0000,38.4000,30929180.4408,1130211342.1704
106.0000,41.2700,31526142.6918,1161737484.8622
107.0000,48.2800,32236272.5316,1193973757.3938
108.0000,44.5000,32885379.0498,1226859136.4436
109.0000,39.9800,33461515.8810,1260320652.3246
110.0000,45.9400,34133869.3788,1294454521.7034
111.0000,40.7800,34722921.1992,1329177442.9026
112.0000,41.1400,35317784.7642,1364495227.6668
113.0000,45.6200,35984972.2668,1400480199.9336
