Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,35.5700,504942.9558,504942.9558
1.0000,10.0000,597090.5826,1102033.5384
2.0000,10.0000,689238.2094,1791271.7478
3.0000,10.0000,781385.8362,2572657.5840
4.0000,10.0000,873533.4630,3446191.0470
5.0000,10.0000,965681.0898,4411872.1368
6.0000,10.0000,1057828.7166,5469700.8534
7.0000,10.0000,1149976.3434,6619677.1968
8.0000,32.3700,1603259.3442,8222936.5410
9.0000,11.5400,1720268.3244,9943204.8654
10.0000,11.8600,1842443.3004,11785648.1658
11.0000,10.0000,1934590.9272,13720239.0930
12.0000,10.0000,2026738.5540,15746977.6470
13.0000,15.8700,2213649.9108,17960627.5578
14.0000,10.0000,2305797.5376,20266425.0954
15.0000,10.0000,2397945.1644,22664370.2598
16.0000,10.0000,2490092.7912,25154463.0510
17.0000,10.0000,2582240.4180,27736703.4690
18.0000,10.0000,2674388.0448,30411091.5138
19.0000,10.0000,2766535.6716,33177627.1854
20.0000,10.0000,2858683.2984,36036310.4838
21.0000,10.0000,2950830.9252,38987141.4090
22.0000,10.0000,3042978.5520,42030119.9610
23.0000,10.0000,3135126.1788,45165246.1398
24.0000,10.0000,3227273.8056,48392519.9454
25.0000,10.0000,3319421.4324,51711941.3778
26.0000,18.9500,3556055.4960,55267996.8738
27.0000,11.3700,3670320.0414,58938316.9152
28.0000,10.0000,3762467.6682,62700784.5834
29.0000,10.0000,3854615.2950,66555399.8784
30.0000,10.0000,3946762.9218,70502162.8002
31.0000,10.0000,4038910.5486,74541073.3488
32.0000,10.0000,4131058.1754,78672131.5242
33.0000,28.4800,4521542.0430,83193673.5672
34.0000,49.6500,5253788.8014,88447462.3686
35.0000,10.0000,5345936.4282,93793398.7968
36.0000,13.7800,5499107.3772,99292506.1740
37.0000,10.0000,5591255.0040,104883761.1780
38.0000,30.0700,6007407.4122,110891168.5902
39.0000,10.0000,6099555.0390,116990723.6292
40.0000,20.1900,6356207.3352,123346930.9644
41.0000,34.0900,6837257.5620,130184188.5264
42.0000,10.0000,6929405.1888,137113593.7152
43.0000,19.4900,7174756.8702,144288350.5854
44.0000,10.0000,7266904.4970,151555255.0824
45.0000,10.0000,7359052.1238,158914307.2062
46.0000,12.7300,7495272.1500,166409579.3562
47.0000,27.4700,7869450.8442,174279030.2004
48.0000,20.2100,8126426.0154,182405456.2158
49.0000,10.0000,8218573.6422,190624029.8580
50.0000,26.2600,8573218.4160,199197248.2740
51.0000,10.0000,8665366.0428,207862614.3168
52.0000,10.0000,8757513.6696,216620127.9864
53.0000,15.2000,8933608.7238,225553736.7102
54.0000,31.2300,9368487.8652,234922224.5754
55.0000,24.3000,9691490.9166,244613715.4920
56.0000,12.0800,9817217.5146,254430933.0066
57.0000,28.5400,10208670.0066,264639603.0132
58.0000,10.0000,10300817.6334,274940420.6466
59.0000,10.0000,10392965.2602,285333385.9068
60.0000,10.0000,10485112.8870,295818498.7938
61.0000,33.2400,10952440.9380,306770939.7318
62.0000,19.0800,11191173.6876,317962113.4194
63.0000,33.7300,11666412.1692,329628525.5886
64.0000,10.0000,11758559.7960,341387085.3846
65.0000,10.0000,11850707.4228,353237792.8074
66.0000,10.0000,11942855.0496,365180647.8570
67.0000,10.0000,12035002.6764,377215650.5334
68.0000,10.0000,12127150.3032,389342800.8366
69.0000,19.6300,12374762.1078,401717562.9444
70.0000,48.6000,13090057.9434,414807620.8878
71.0000,10.0000,13182205.5702,427989826.4580
72.0000,19.0900,13421099.7570,441410926.2150
73.0000,29.8700,13834023.4176,455244949.6326
74.0000,10.0000,13926171.0444,469171120.6770
75.0000,20.8400,14193316.7694,483364437.4464
76.0000,10.0000,14285464.3962,497649901.8426
77.0000,28.6500,14678692.6992,512328594.5418
78.0000,10.0000,14770840.3260,527099434.8678
79.0000,57.5700,15630945.4734,542730380.3412
80.0000,31.6400,16072443.5466,558802823.8878
81.0000,12.3200,16202044.6410,575004868.5288
82.0000,13.9000,16357152.8382,591362021.3670
83.0000,21.3600,16632693.3060,607994714.6730
84.0000,10.0000,16724840.9328,624719555.6058
85.0000,21.3700,17000542.8378,641720098.4436
