Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,12.3300,498353.0388,1419829.3068
5.0000,10.0000,590500.6656,2010329.9724
6.0000,10.0000,682648.2924,2692978.2648
7.0000,10.0000,774795.9192,3467774.1840
8.0000,19.0000,1012237.1700,4480011.3540
9.0000,19.5400,1258396.0380,5738407.3920
10.0000,10.0000,1350543.6648,7088951.0568
11.0000,10.0000,1442691.2916,8531642.3484
12.0000,10.0000,1534838.9184,10066481.2668
13.0000,10.0000,1626986.5452,11693467.8120
14.0000,15.7400,1811799.2166,13505267.0286
15.0000,10.0000,1903946.8434,15409213.8720
16.0000,11.8700,2026283.2566,17435497.1286
17.0000,10.0000,2118430.8834,19553928.0120
18.0000,10.0000,2210578.5102,21764506.5222
19.0000,10.0000,2302726.1370,24067232.6592
20.0000,25.4700,2644617.3594,26711850.0186
21.0000,14.1700,2804084.3652,29515934.3838
22.0000,16.0400,2993740.1574,32509674.5412
23.0000,10.0000,3085887.7842,35595562.3254
24.0000,10.0000,3178035.4110,38773597.7364
25.0000,13.5600,3327654.7380,42101252.4744
26.0000,12.6800,3463067.5770,45564320.0514
27.0000,16.4600,3659503.7382,49223823.7896
28.0000,27.5600,4035135.3690,53258959.1586
29.0000,30.6900,4461296.8932,57720256.0518
30.0000,10.0000,4553444.5200,62273700.5718
31.0000,12.5900,4687404.4230,66961104.9948
32.0000,20.0600,4941958.0338,71903063.0286
33.0000,19.1500,5181820.8450,77084883.8736
34.0000,14.0400,5339189.1654,82424073.0390
35.0000,10.0000,5431336.7922,87855409.8312
36.0000,10.0000,5523484.4190,93378894.2502
37.0000,10.0000,5615632.0458,98994526.2960
38.0000,10.0000,5707779.6726,104702305.9686
39.0000,10.9100,5814618.0990,110516924.0676
40.0000,13.3900,5961492.9906,116478417.0582
41.0000,10.0000,6053640.6174,122532057.6756
42.0000,10.0000,6145788.2442,128677845.9198
43.0000,13.4500,6293631.7602,134971477.6800
44.0000,28.4600,6683792.7534,141655270.4334
45.0000,10.0000,6775940.3802,148431210.8136
46.0000,19.3200,7018547.6262,155449758.4398
47.0000,10.0000,7110695.2530,162560453.6928
48.0000,15.6800,7294539.3000,169854992.9928
49.0000,22.7600,7592680.9980,177447673.9908
50.0000,18.1600,7816561.5102,185264235.5010
51.0000,10.0000,7908709.1370,193172944.6380
52.0000,21.7500,8190545.6616,201363490.2996
53.0000,10.0000,8282693.2884,209646183.5880
54.0000,20.0700,8537408.3364,218183591.9244
55.0000,28.5000,8928215.0790,227111807.0034
56.0000,12.7900,9065403.7290,236177210.7324
57.0000,10.0000,9157551.3558,245334762.0882
58.0000,24.5000,9483783.1542,254818545.2424
59.0000,28.2900,9871199.7120,264689744.9544
60.0000,21.9200,10155780.6720,274845525.6264
61.0000,15.7500,10340754.7806,285186280.4070
62.0000,15.1800,10516526.9598,295702807.3668
63.0000,16.1100,10707312.8136,306410120.1804
64.0000,10.0000,10799460.4404,317209580.6208
65.0000,21.7200,11080812.6528,328290393.2736
66.0000,10.0000,11172960.2796,339463353.5532
67.0000,25.3200,11512429.9416,350975783.4948
68.0000,15.5100,11693529.5538,362669313.0486
69.0000,22.6700,11990218.3152,374659531.3638
70.0000,29.4900,12397007.3562,387056538.7200
71.0000,10.0000,12489154.9830,399545693.7030
72.0000,11.1900,12600513.6558,412146207.3588
73.0000,22.2500,12890422.0482,425036629.4070
74.0000,16.0300,13079916.4032,438116545.8102
75.0000,25.8100,13427296.4958,451543842.3060
76.0000,15.8600,13614046.4154,465157888.7214
77.0000,21.3000,13888618.2588,479046506.9802
78.0000,16.8600,14091511.9146,493138018.8948
79.0000,17.2900,14301347.3766,507439366.2714
80.0000,20.7300,14566717.2906,522006083.5620
81.0000,19.2200,14807710.1634,536813793.7254
82.0000,33.3400,15276652.5882,552090446.3136
83.0000,20.3000,15535080.6954,567625527.0090
84.0000,10.0000,15627228.3222,583252755.3312
85.0000,33.4900,16098592.3074,599351347.6386
86.0000,28.0700,16482457.2432,615833804.8818
87.0000,38.4100,17033248.4094,632867053.2912
88.0000,14.1800,17192876.8524,650059930.1436
89.0000,31.9300,17639056.6092,667698986.7528
90.0000,44.1200,18282028.5078,685981015.2606
91.0000,26.3600,18638287.6554,704619302.9160
92.0000,26.4900,18996645.4884,723615948.4044
93.0000,23.8300,19312060.9836,742928009.3880
94.0000,56.9800,20162641.3266,763090650.7146
95.0000,30.4600,20585089.7916,783675740.5062
96.0000,13.9000,20740197.9888,804415938.4950
97.0000,22.2500,21030106.3812,825446044.8762
98.0000,18.8100,21264480.3222,846710525.1984
99.0000,33.5300,21736490.0568,868447015.2552
100.0000,53.0200,22523141.2056,890970156.4608
101.0000,42.4300,23138830.1904,914108986.6512
102.0000,39.8600,23713029.7734,937822016.4246
103.0000,23.0700,24016176.0294,961838192.4540
104.0000,41.1400,24611039.5944,986449232.0484
105.0000,21.6200,24890777.4336,1011340009.4820
106.0000,19.7400,25140165.0486,1036480174.5306
107.0000,44.7300,25792984.6260,1062273159.1566
108.0000,43.0300,26418359.8524,1088691519.0090
109.0000,23.2800,26724896.2932,1115416415.3022
110.0000,28.4400,27114734.4114,1142531149.7136
111.0000,43.6700,27750441.6288,1170281591.3424
112.0000,25.5800,28094108.6622,1198375700.0046
113.0000,42.7500,28714963.6422,1227090663.6468
