Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,16.7800,478045.0374,1030930.7982
4.0000,15.2700,655270.1526,1686200.9508
5.0000,10.0000,747417.7794,2433618.7302
6.0000,10.0000,839565.4062,3273184.1364
7.0000,10.0000,931713.0330,4204897.1694
8.0000,10.0000,1023860.6598,5228757.8292
9.0000,10.0000,1116008.2866,6344766.1158
10.0000,10.0000,1208155.9134,7552922.0292
11.0000,10.0000,1300303.5402,8853225.5694
12.0000,10.0000,1392451.1670,10245676.7364
13.0000,10.0000,1484598.7938,11730275.5302
14.0000,15.1500,1659886.6608,13390162.1910
15.0000,10.0000,1752034.2876,15142196.4786
16.0000,10.1000,1845796.2882,16987992.7668
17.0000,20.4000,2105838.7692,19093831.5360
18.0000,10.0000,2197986.3960,21291817.9320
19.0000,10.0000,2290134.0228,23581951.9548
20.0000,18.2500,2515467.4716,26097419.4264
21.0000,10.0000,2607615.0984,28705034.5248
22.0000,21.1500,2879765.3814,31584799.9062
23.0000,22.3600,3171449.5848,34756249.4910
24.0000,10.0000,3263597.2116,38019846.7026
25.0000,10.0000,3355744.8384,41375591.5410
26.0000,10.0000,3447892.4652,44823484.0062
27.0000,33.4900,3919256.4504,48742740.4566
28.0000,17.6300,4134580.7826,52877321.2392
29.0000,15.6200,4317456.2058,57194777.4450
30.0000,25.8200,4664997.7356,61859775.1806
31.0000,10.0000,4757145.3624,66616920.5430
32.0000,24.3600,5081117.0376,71698037.5806
33.0000,10.0000,5173264.6644,76871302.2450
34.0000,40.0700,5750854.4322,82622156.6772
35.0000,10.0000,5843002.0590,88465158.7362
36.0000,22.4700,6136462.0734,94601620.8096
37.0000,17.3400,6347104.7226,100948725.5322
38.0000,10.0000,6439252.3494,107387977.8816
39.0000,10.0000,6531399.9762,113919377.8578
40.0000,12.7500,6667942.8768,120587320.7346
41.0000,11.4200,6783014.6088,127370335.3434
42.0000,34.6900,7273751.0772,134644086.4206
43.0000,15.9500,7461953.9334,142106040.3540
44.0000,22.3100,7752830.9502,149858871.3042
45.0000,10.0000,7844978.5770,157703849.8812
46.0000,16.5200,8042383.3626,165746233.2438
47.0000,33.1600,8508419.9148,174254653.1586
48.0000,10.0000,8600567.5416,182855220.7002
49.0000,21.8200,8883534.1278,191738754.8280
50.0000,10.0000,8975681.7546,200714436.5826
51.0000,34.0500,9456086.2314,210170522.8140
52.0000,13.0000,9596665.0662,219767187.8802
53.0000,23.2200,9902232.8826,229669420.7628
54.0000,32.1700,10352287.1358,240021707.8986
55.0000,18.5700,10582786.5798,250604494.4784
56.0000,24.1400,10903206.6336,261507701.1120
57.0000,16.9000,11106746.0388,272614447.1508
58.0000,29.7000,11516925.2646,284131372.4154
59.0000,11.2000,11628445.3746,295759817.7900
60.0000,10.0000,11720593.0014,307480410.7914
61.0000,13.2400,11865046.3326,319345457.1240
62.0000,18.4200,12093124.2162,331438581.3402
63.0000,28.9900,12491841.3894,343930422.7296
64.0000,10.5300,12592545.1962,356522967.9258
65.0000,18.7600,12826111.9500,369349079.8758
66.0000,18.0800,13048700.9634,382397780.8392
67.0000,21.5200,13326824.4288,395724605.2680
68.0000,29.7300,13737487.9662,409462093.2342
69.0000,23.9700,14055163.5846,423517256.8188
70.0000,29.1300,14456140.8804,437973397.6992
71.0000,10.0000,14548288.5072,452521686.2064
72.0000,25.4600,14890018.2924,467411704.4988
73.0000,12.5900,15023978.1954,482435682.6942
74.0000,35.3900,15526015.2786,497961697.9728
75.0000,14.4000,15689195.3436,513650893.3164
76.0000,22.1300,15977166.4878,529628059.8042
77.0000,19.6000,16224293.9802,545852353.7844
78.0000,25.8100,16571674.0728,562424027.8572
79.0000,40.7900,17160887.3304,579584915.1876
80.0000,13.4300,17308407.9714,596893323.1590
81.0000,32.5100,17763951.0948,614657274.2538
82.0000,31.6900,18206256.3552,632863530.6090
83.0000,24.2000,18527645.0328,651391175.6418
84.0000,21.4700,18804961.3116,670196136.9534
85.0000,24.9800,19138942.1034,689335079.0568
86.0000,22.2900,19429496.2452,708764575.3020
87.0000,32.6500,19887299.4918,728651874.7938
88.0000,25.3200,20226769.1538,748878643.9476
89.0000,28.2800,20614024.2744,769492668.2220
90.0000,15.9700,20802550.0050,790295218.2270
91.0000,31.8400,21247276.8258,811542495.0528
92.0000,30.7500,21674406.9744,833216902.0272
93.0000,22.2800,21964799.6790,855181701.7062
94.0000,30.5500,22388701.0800,877570402.7862
95.0000,28.9800,22787256.8154,900357659.6016
96.0000,33.6200,23260719.4860,923618379.0876
97.0000,31.6100,23701733.2476,947320112.3352
98.0000,40.9200,24293045.1906,971613157.5258
99.0000,23.8100,24608137.8114,996221295.3372
100.0000,36.7200,25131646.0638,1021352941.4010
101.0000,37.8900,25674042.4872,1047026983.8882
102.0000,39.5800,26243721.8244,1073270705.7126
103.0000,45.4200,26907680.5794,1100178386.2920
104.0000,32.0000,27354990.3978,1127533376.6898
105.0000,20.5900,27618100.1886,1155151476.8784
106.0000,39.7200,28190039.6484,1183341516.5268
107.0000,31.1000,28622820.1044,1211964336.6312
108.0000,35.1000,29120175.5040,1241084512.1352
109.0000,39.5700,29689693.4034,1270774205.5386
110.0000,28.5200,30080823.0204,1300855028.5590
111.0000,38.2900,30629676.9378,1331484705.4968
112.0000,30.3900,31050995.3412,1362535700.8380
113.0000,34.3400,31536081.5016,1394071782.3396
