Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,19.2200,517435.7532,1070321.5140
4.0000,40.6200,1103904.5754,2174226.0894
5.0000,10.0000,1196052.2022,3370278.2916
6.0000,32.3300,1648689.4536,5018967.7452
7.0000,10.0000,1740837.0804,6759804.8256
8.0000,47.4700,2437890.4944,9197695.3200
9.0000,10.0000,2530038.1212,11727733.4412
10.0000,11.8500,2652051.6594,14379785.1006
11.0000,10.0000,2744199.2862,17123984.3868
12.0000,10.0000,2836346.9130,19960331.2998
13.0000,10.0000,2928494.5398,22888825.8396
14.0000,10.0000,3020642.1666,25909468.0062
15.0000,11.3900,3135229.5864,29044697.5926
16.0000,14.0700,3293082.2190,32337779.8116
17.0000,10.0000,3385229.8458,35723009.6574
18.0000,10.0000,3477377.4726,39200387.1300
19.0000,10.0000,3569525.0994,42769912.2294
20.0000,17.1000,3776293.2516,46546205.4810
21.0000,10.0000,3868440.8784,50414646.3594
22.0000,16.7800,4070043.0354,54484689.3948
23.0000,10.0000,4162190.6622,58646880.0570
24.0000,10.0000,4254338.2890,62901218.3460
25.0000,10.0000,4346485.9158,67247704.2618
26.0000,10.0000,4438633.5426,71686337.8044
27.0000,10.0000,4530781.1694,76217118.9738
28.0000,10.0000,4622928.7962,80840047.7700
29.0000,24.5400,4949806.3440,85789854.1140
30.0000,115.7200,6748669.7382,92538523.8522
31.0000,10.0000,6840817.3650,99379341.2172
32.0000,10.0000,6932964.9918,106312306.2090
33.0000,27.7900,7312309.6818,113624615.8908
34.0000,35.0500,7808857.8948,121433473.7856
35.0000,26.7400,8171251.6620,129604725.4476
36.0000,10.0000,8263399.2888,137868124.7364
37.0000,31.1000,8696179.7448,146564304.4812
38.0000,10.0000,8788327.3716,155352631.8528
39.0000,28.2100,9174452.4306,164527084.2834
40.0000,23.8100,9489545.0514,174016629.3348
41.0000,10.0000,9581692.6782,183598322.0130
42.0000,16.0700,9771832.7826,193370154.7956
43.0000,10.0000,9863980.4094,203234135.2050
44.0000,24.1700,10184884.7748,213419019.9798
45.0000,29.3700,10589736.5676,224008756.5474
46.0000,10.0000,10681884.1944,234690640.7418
47.0000,25.7800,11028779.9748,245719420.7166
48.0000,10.0000,11120927.6016,256840348.3182
49.0000,10.0000,11213075.2284,268053423.5466
50.0000,10.0000,11305222.8552,279358646.4018
51.0000,21.1900,11578018.8876,290936665.2894
52.0000,10.0000,11670166.5144,302606831.8038
53.0000,10.0000,11762314.1412,314369145.9450
54.0000,10.0000,11854461.7680,326223607.7130
55.0000,10.0000,11946609.3948,338170217.1078
56.0000,11.3000,12059743.8786,350229960.9864
57.0000,10.0000,12151891.5054,362381852.4918
58.0000,42.3100,12765643.2414,375147495.7332
59.0000,10.0000,12857790.8682,388005286.6014
60.0000,10.0000,12949938.4950,400955225.0964
61.0000,10.0000,13042086.1218,413997311.2182
62.0000,10.0000,13134233.7486,427131544.9668
63.0000,28.0600,13517937.2472,440649482.2140
64.0000,53.8400,14317826.2590,454967308.4730
65.0000,11.8600,14440001.2350,469407309.7080
66.0000,10.0000,14532148.8618,483939458.5698
67.0000,23.8600,14848048.6692,498787507.2390
68.0000,13.7800,15001219.6182,513788726.8572
69.0000,10.0000,15093367.2450,528882094.1022
70.0000,10.3400,15191003.7420,544073097.8442
71.0000,41.2100,15786997.3686,559860095.2128
72.0000,10.0000,15879144.9954,575739240.2082
73.0000,10.0000,15971292.6222,591710532.8304
74.0000,10.0000,16063440.2490,607773973.0794
75.0000,47.4600,16760332.2258,624534305.3052
76.0000,10.0000,16852479.8526,641386785.1578
77.0000,27.8600,17232954.6042,658619739.7620
78.0000,29.8100,17644909.6410,676264649.4030
79.0000,10.0000,17737057.2678,694001706.6708
80.0000,10.0000,17829204.8946,711830911.5654
81.0000,26.8900,18194020.2222,730024931.7876
82.0000,10.0000,18286167.8490,748311099.6366
83.0000,36.9600,18813550.5978,767124650.2344
84.0000,10.0000,18905698.2246,786030348.4590
85.0000,23.6000,19217400.6606,805247749.1196
86.0000,10.0000,19309548.2874,824557297.4070
87.0000,10.0000,19401695.9142,843958993.3212
88.0000,10.0000,19493843.5410,863452836.8622
89.0000,43.0700,20119864.5168,883572701.3790
90.0000,10.0000,20212012.1436,903784713.5226
91.0000,10.0000,20304159.7704,924088873.2930
92.0000,18.7500,20537565.0870,944626438.3800
93.0000,51.9900,21307588.1874,965934026.5674
94.0000,50.4400,22052588.4972,987986615.0646
95.0000,10.0000,22144736.1240,1010131351.1886
96.0000,10.0000,22236883.7508,1032368234.9394
97.0000,10.0000,22329031.3776,1054697266.3170
98.0000,24.4200,22653971.6772,1077351237.9942
99.0000,36.4900,23173766.8698,1100525004.8640
100.0000,31.8800,23619139.4400,1124144144.3040
101.0000,54.4800,24429360.4428,1148573504.7468
102.0000,10.0000,24521508.0696,1173095012.8164
103.0000,66.2200,25521256.5330,1198616269.3494
104.0000,44.8500,26176013.3586,1224792282.7080
105.0000,10.0000,26268160.9854,1251060443.6934
106.0000,11.2400,26380326.8448,1277440770.5382
107.0000,10.0000,26472474.4716,1303913245.0098
108.0000,10.0000,26564622.0984,1330477867.1082
109.0000,10.0000,26656769.7252,1357134636.8334
110.0000,39.8000,27230000.6844,1384364637.5178
111.0000,10.0000,27322148.3112,1411686785.8290
112.0000,12.4300,27453525.2166,1439140311.0456
