Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,17.1200,299238.6540,391386.2808
2.0000,10.0000,391386.2808,782772.5616
3.0000,14.5500,556987.9062,1339760.4678
4.0000,24.7500,887255.6388,2227016.1066
5.0000,35.5700,1392198.5946,3619214.7012
6.0000,11.6400,1510821.9486,5130036.6498
7.0000,10.0000,1602969.5754,6733006.2252
8.0000,14.5700,1768894.0758,8501900.3010
9.0000,10.0000,1861041.7026,10362942.0036
10.0000,10.0000,1953189.3294,12316131.3330
11.0000,21.7100,2234380.1046,14550511.4376
12.0000,10.0000,2326527.7314,16877039.1690
13.0000,40.6300,2913157.9914,19790197.1604
14.0000,10.0000,3005305.6182,22795502.7786
15.0000,10.0000,3097453.2450,25892956.0236
16.0000,10.0000,3189600.8718,29082556.8954
17.0000,17.7000,3406055.2656,32488612.1610
18.0000,35.4800,3909545.2854,36398157.4464
19.0000,10.0000,4001692.9122,40399850.3586
20.0000,10.0000,4093840.5390,44493690.8976
21.0000,10.8100,4199064.5922,48692755.4898
22.0000,17.8000,4417133.3598,53109888.8496
23.0000,16.6800,4617121.1430,57727009.9926
24.0000,25.7800,4964016.9234,62691026.9160
25.0000,10.2000,5059393.2972,67750420.2132
26.0000,12.0200,5184151.2708,72934571.4840
27.0000,10.0000,5276298.8976,78210870.3816
28.0000,10.6500,5378939.9526,83589810.3342
29.0000,10.0000,5471087.5794,89060897.9136
30.0000,10.0000,5563235.2062,94624133.1198
31.0000,10.0000,5655382.8330,100279515.9528
32.0000,10.0000,5747530.4598,106027046.4126
33.0000,10.0000,5839678.0866,111866724.4992
34.0000,10.0000,5931825.7134,117798550.2126
35.0000,10.0000,6023973.3402,123822523.5528
36.0000,10.0000,6116120.9670,129938644.5198
37.0000,45.3700,6779272.5354,136717917.0552
38.0000,38.2400,7327319.2662,144045236.3214
39.0000,10.0000,7419466.8930,151464703.2144
40.0000,10.0000,7511614.5198,158976317.7342
41.0000,31.3000,7947623.7228,166923941.4570
42.0000,30.9400,8377821.1812,175301762.6382
43.0000,10.0000,8469968.8080,183771731.4462
44.0000,10.0000,8562116.4348,192333847.8810
45.0000,55.0900,9382185.1170,201716032.9980
46.0000,10.0000,9474332.7438,211190365.7418
47.0000,10.0000,9566480.3706,220756846.1124
48.0000,10.0000,9658627.9974,230415474.1098
49.0000,32.3000,10110780.9366,240526255.0464
50.0000,10.0000,10202928.5634,250729183.6098
51.0000,51.8500,10970691.5406,261699875.1504
52.0000,10.0000,11062839.1674,272762714.3178
53.0000,10.3100,11159991.3522,283922705.6700
54.0000,10.0000,11252138.9790,295174844.6490
55.0000,27.3900,11625026.1744,306799870.8234
56.0000,10.0000,11717173.8012,318517044.6246
57.0000,21.8300,12000301.8246,330517346.4492
58.0000,10.0000,12092449.4514,342609795.9006
59.0000,10.0000,12184597.0782,354794392.9788
60.0000,41.5100,12785433.8256,367579826.8044
61.0000,10.0000,12877581.4524,380457408.2568
62.0000,10.0000,12969729.0792,393427137.3360
63.0000,10.0000,13061876.7060,406489014.0420
64.0000,36.6400,13584093.4590,420073107.5010
65.0000,30.3000,14003958.9264,434077066.4274
66.0000,18.9800,14241077.3022,448318143.7296
67.0000,23.0200,14543416.3716,462861560.1012
68.0000,10.0000,14635563.9984,477497124.0996
69.0000,11.6300,14754025.9152,492251150.0148
70.0000,10.0000,14846173.5420,507097323.5568
71.0000,22.0200,15132368.8752,522229692.4320
72.0000,21.2700,15406456.4064,537636148.8384
