Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,19.0300,790811.3238,2725911.4866
7.0000,10.0000,882958.9506,3608870.4372
8.0000,10.0000,975106.5774,4583977.0146
9.0000,15.4600,1155399.0030,5739376.0176
10.0000,10.0000,1247546.6298,6986922.6474
11.0000,10.0000,1339694.2566,8326616.9040
12.0000,10.0000,1431841.8834,9758458.7874
13.0000,10.0000,1523989.5102,11282448.2976
14.0000,10.0000,1616137.1370,12898585.4346
15.0000,10.0000,1708284.7638,14606870.1984
16.0000,10.0000,1800432.3906,16407302.5890
17.0000,22.1400,2088564.9720,18495867.5610
18.0000,14.5200,2253682.2852,20749549.8462
19.0000,16.7400,2454638.6928,23204188.5390
20.0000,22.1200,2742448.3998,25946636.9388
21.0000,14.3300,2904498.4032,28851135.3420
22.0000,10.0000,2996646.0300,31847781.3720
23.0000,10.0000,3088793.6568,34936575.0288
24.0000,37.2000,3620050.9020,38556625.9308
25.0000,12.2500,3748521.9348,42305147.8656
26.0000,10.0000,3840669.5616,46145817.4272
27.0000,10.3000,3937660.3092,50083477.7364
28.0000,12.7300,4073880.3354,54157358.0718
29.0000,10.0000,4166027.9622,58323386.0340
30.0000,26.9600,4531973.3514,62855359.3854
31.0000,10.0000,4624120.9782,67479480.3636
32.0000,23.2200,4929688.7946,72409169.1582
33.0000,10.0000,5021836.4214,77431005.5796
34.0000,10.0000,5113984.0482,82544989.6278
35.0000,17.8000,5332052.8158,87877042.4436
36.0000,10.0000,5424200.4426,93301242.8862
37.0000,20.8700,5691830.4798,98993073.3660
38.0000,10.0000,5783978.1066,104777051.4726
39.0000,10.0000,5876125.7334,110653177.2060
40.0000,10.0000,5968273.3602,116621450.5662
41.0000,20.6300,6232028.9004,122853479.4666
42.0000,13.5800,6381971.1018,129235450.5684
43.0000,14.7600,6550962.9120,135786413.4804
44.0000,10.0000,6643110.5388,142429524.0192
45.0000,21.8800,6927045.7488,149356569.7680
46.0000,22.4700,7220505.7632,156577075.5312
47.0000,16.9700,7425175.2300,164002250.7612
48.0000,22.8100,7724124.1146,171726374.8758
49.0000,28.2700,8111217.7980,179837592.6738
50.0000,16.3600,8306039.5854,188143632.2592
51.0000,26.7000,8667787.6032,196811419.8624
52.0000,18.0700,8890215.1794,205701635.0418
53.0000,18.5400,9120230.3118,214821865.3536
54.0000,33.0900,9585136.8024,224407002.1560
55.0000,14.4600,9749285.4918,234156287.6478
56.0000,24.4800,10075194.4158,244231482.0636
57.0000,36.0500,10587886.3650,254819368.4286
58.0000,10.0000,10680033.9918,265499402.4204
59.0000,10.0000,10772181.6186,276271584.0390
60.0000,29.2500,11175096.1632,287446680.2022
61.0000,10.0000,11267243.7900,298713923.9922
62.0000,10.0000,11359391.4168,310073315.4090
63.0000,24.8400,11691112.0854,321764427.4944
64.0000,22.6100,11986832.2230,333751259.7174
65.0000,30.3200,12407020.5648,346158280.2822
66.0000,20.1200,12662542.8000,358820823.0822
67.0000,23.3200,12969724.9902,371790548.0724
68.0000,28.3900,13358755.9218,385149303.9942
69.0000,29.3000,13762477.6530,398911781.6472
70.0000,33.3400,14231420.0778,413143201.7250
71.0000,34.2500,14715053.3022,427858255.0272
72.0000,17.1900,14923274.3910,442781529.4182
73.0000,10.0000,15015422.0178,457796951.4360
74.0000,21.9800,15300971.6016,473097923.0376
75.0000,34.9100,15795259.6914,488893182.7290
76.0000,33.0400,16259358.9954,505152541.7244
77.0000,39.9700,16835334.3894,521987876.1138
78.0000,19.6100,17082623.3190,539070499.4328
79.0000,12.1300,17209157.1036,556279656.5364
80.0000,43.3900,17840344.0746,574120000.6110
81.0000,34.3900,18326237.4222,592446238.0332
82.0000,10.0000,18418385.0490,610864623.0822
83.0000,22.8100,18717333.9336,629581957.0158
84.0000,29.4000,19122670.0386,648704627.0544
85.0000,10.0000,19214817.6654,667919444.7198
86.0000,23.3900,19523129.9172,687442574.6370
87.0000,35.2100,20022261.1278,707464835.7648
88.0000,26.7800,20385300.6444,727850136.4092
89.0000,19.5000,20630813.7630,748480950.1722
90.0000,17.9100,20850658.3416,769331608.5138
91.0000,27.5700,21226451.4096,790558059.9234
92.0000,44.6200,21877495.1760,812435555.0994
93.0000,19.7300,22126721.3538,834562276.4532
94.0000,31.3800,22564022.0556,857126298.5088
95.0000,18.1300,22787418.2562,879913716.7650
96.0000,13.6200,22938006.2076,902851722.9726
97.0000,31.5300,23377728.4698,926229451.4424
98.0000,37.7300,23917541.8950,950146993.3374
99.0000,32.3700,24370824.8958,974517818.2332
100.0000,13.1600,24513986.7282,999031804.9614
101.0000,28.6400,24907053.5934,1023938858.5548
102.0000,25.9900,25257339.5586,1049196198.1134
103.0000,30.5500,25681240.9596,1074877439.0730
104.0000,36.8400,26206686.4602,1101084125.5332
105.0000,68.9200,27250023.0108,1128334148.5440
106.0000,36.4900,27769818.2034,1156103966.7474
107.0000,36.7300,28293487.8930,1184397454.6404
108.0000,33.0600,28757910.0714,1213155364.7118
109.0000,15.2900,28935458.0616,1242090822.7734
110.0000,30.7000,29361781.0230,1271452603.7964
111.0000,51.8600,30129705.4380,1301582309.2344
112.0000,43.5300,30763152.5322,1332345461.7666
113.0000,28.4700,31153474.9626,1363498936.7292
