Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,23.2900,675288.3852,1596764.6532
5.0000,10.0000,767436.0120,2364200.6652
6.0000,10.0000,859583.6388,3223784.3040
7.0000,10.0000,951731.2656,4175515.5696
8.0000,52.9900,1737898.1022,5913413.6718
9.0000,42.8900,2361013.2054,8274426.8772
10.0000,10.0000,2453160.8322,10727587.7094
11.0000,20.6900,2717884.9968,13445472.7062
12.0000,10.0000,2810032.6236,16255505.3298
13.0000,10.0000,2902180.2504,19157685.5802
14.0000,10.0000,2994327.8772,22152013.4574
15.0000,10.0000,3086475.5040,25238488.9614
16.0000,10.0000,3178623.1308,28417112.0922
17.0000,10.0000,3270770.7576,31687882.8498
18.0000,18.6300,3502238.8260,35190121.6758
19.0000,19.4900,3747590.5074,38937712.1832
20.0000,35.9700,4258990.9578,43196703.1410
21.0000,15.0500,4432664.4516,47629367.5926
22.0000,10.0000,4524812.0784,52154179.6710
23.0000,10.0000,4616959.7052,56771139.3762
24.0000,10.0000,4709107.3320,61480246.7082
25.0000,27.7300,5087483.3976,66567730.1058
26.0000,50.9900,5841362.7618,72409092.8676
27.0000,10.0000,5933510.3886,78342603.2562
28.0000,11.5700,6051003.6810,84393606.9372
29.0000,10.0000,6143151.3078,90536758.2450
30.0000,15.2500,6320053.5486,96856811.7936
31.0000,10.0000,6412201.1754,103269012.9690
32.0000,10.0000,6504348.8022,109773361.7712
33.0000,10.0000,6596496.4290,116369858.2002
34.0000,21.8900,6880593.0768,123250451.2770
35.0000,10.0000,6972740.7036,130223191.9806
36.0000,10.0000,7064888.3304,137288080.3110
37.0000,10.0000,7157035.9572,144445116.2682
38.0000,20.9300,7425634.6182,151870750.8864
39.0000,10.0000,7517782.2450,159388533.1314
40.0000,10.0000,7609929.8718,166998463.0032
41.0000,21.2600,7883855.9658,174882318.9690
42.0000,19.7100,8132759.2692,183015078.2382
43.0000,29.8300,8545037.1804,191560115.4186
44.0000,10.0000,8637184.8072,200197300.2258
45.0000,10.0000,8729332.4340,208926632.6598
46.0000,10.0000,8821480.0608,217748112.7206
47.0000,10.0000,8913627.6876,226661740.4082
48.0000,41.0200,9506554.0044,236168294.4126
49.0000,10.4500,9605966.3124,245774260.7250
50.0000,18.6000,9836950.0686,255611210.7936
51.0000,10.0000,9929097.6954,265540308.4890
52.0000,10.0000,10021245.3222,275561553.8112
53.0000,10.0000,10113392.9490,285674946.7602
54.0000,24.2300,10435265.9388,296110212.6990
55.0000,10.0000,10527413.5656,306637626.2646
56.0000,10.0000,10619561.1924,317257187.4570
57.0000,49.9500,11356651.0716,328613838.5286
58.0000,10.0000,11448798.6984,340062637.2270
59.0000,10.0000,11540946.3252,351603583.5522
60.0000,10.0000,11633093.9520,363236677.5042
61.0000,12.8500,11771251.2264,375007928.7306
62.0000,25.7000,12116855.5080,387124784.2386
63.0000,10.0000,12209003.1348,399333787.3734
64.0000,10.0000,12301150.7616,411634938.1350
65.0000,35.8900,12811259.7126,424446197.8476
66.0000,10.0000,12903407.3394,437349605.1870
67.0000,10.0000,12995554.9662,450345160.1532
68.0000,10.0000,13087702.5930,463432862.7462
69.0000,13.2600,13232478.7992,476665341.5454
70.0000,10.0000,13324626.4260,489989967.9714
71.0000,10.0000,13416774.0528,503406742.0242
72.0000,22.9300,13717660.1856,517124402.2098
73.0000,29.2300,14120251.8552,531244654.0650
74.0000,10.0000,14212399.4820,545457053.5470
75.0000,48.2300,14921722.1352,560378775.6822
76.0000,19.6900,15170302.5636,575549078.2458
77.0000,31.1200,15603405.8940,591152484.1398
78.0000,10.0000,15695553.5208,606848037.6606
79.0000,10.0000,15787701.1476,622635738.8082
80.0000,12.8000,15925051.2354,638560790.0436
81.0000,38.3800,16475358.0894,655036148.1330
82.0000,10.0000,16567505.7162,671603653.8492
83.0000,10.0000,16659653.3430,688263307.1922
84.0000,21.7600,16941651.3048,705204958.4970
85.0000,10.0000,17033798.9316,722238757.4286
86.0000,12.2000,17161462.7778,739400220.2064
87.0000,10.0000,17253610.4046,756653830.6110
88.0000,10.0000,17345758.0314,773999588.6424
89.0000,30.7800,17773372.4916,791772961.1340
90.0000,10.0000,17865520.1184,809638481.2524
91.0000,10.0000,17957667.7452,827596148.9976
92.0000,10.0000,18049815.3720,845645964.3696
93.0000,14.2300,18210251.0022,863856215.3718
94.0000,21.2300,18483692.7840,882339908.1558
95.0000,10.0000,18575840.4108,900915748.5666
96.0000,15.9900,18764689.0164,919680437.5830
97.0000,10.0000,18856836.6432,938537274.2262
98.0000,10.0000,18948984.2700,957486258.4962
99.0000,18.5800,19179645.1518,976665903.6480
100.0000,10.0000,19271792.7786,995937696.4266
101.0000,10.0000,19363940.4054,1015301636.8320
102.0000,20.1700,19620269.8272,1034921906.6592
103.0000,10.0000,19712417.4540,1054634324.1132
104.0000,24.5900,20040102.1890,1074674426.3022
105.0000,27.9200,20421545.5644,1095095971.8666
106.0000,17.0000,20626699.3434,1115722671.2100
107.0000,10.0000,20718846.9702,1136441518.1802
108.0000,17.9500,20939337.2982,1157380855.4784
109.0000,18.0100,21160796.2500,1178541651.7284
110.0000,10.0000,21252943.8768,1199794595.6052
111.0000,10.0000,21345091.5036,1221139687.1088
112.0000,37.1700,21875864.4372,1243015551.5460
113.0000,10.0000,21968012.0640,1264983563.6100
