Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,10.0000,645033.3876,2580133.5504
7.0000,13.8900,799980.1476,3380113.6980
8.0000,12.3200,929581.2420,4309694.9400
9.0000,10.0000,1021728.8688,5331423.8088
10.0000,22.3600,1313413.0722,6644836.8810
11.0000,10.0000,1405560.6990,8050397.5800
12.0000,16.1200,1596507.9900,9646905.5700
13.0000,10.0000,1688655.6168,11335561.1868
14.0000,10.0000,1780803.2436,13116364.4304
15.0000,10.0000,1872950.8704,14989315.3008
16.0000,10.0000,1965098.4972,16954413.7980
17.0000,10.0000,2057246.1240,19011659.9220
18.0000,27.2600,2428034.6340,21439694.5560
19.0000,18.9800,2665153.0098,24104847.5658
20.0000,10.0000,2757300.6366,26862148.2024
21.0000,10.0000,2849448.2634,29711596.4658
22.0000,11.5400,2966457.2436,32678053.7094
23.0000,24.8100,3297693.6000,35975747.3094
24.0000,10.6300,3400011.7806,39375759.0900
25.0000,19.0200,3637775.9058,43013534.9958
26.0000,31.0800,4070233.4868,47083768.4826
27.0000,20.6100,4333666.1526,51417434.6352
28.0000,10.0000,4425813.7794,55843248.4146
29.0000,10.5000,4526033.2740,60369281.6886
30.0000,14.1500,4685177.4054,65054459.0940
31.0000,21.5400,4963623.7452,70018082.8392
32.0000,10.0000,5055771.3720,75073854.2112
33.0000,29.4700,5462237.5386,80536091.7498
34.0000,10.0000,5554385.1654,86090476.9152
35.0000,18.4300,5782624.4868,91873101.4020
36.0000,10.0000,5874772.1136,97747873.5156
37.0000,10.0000,5966919.7404,103714793.2560
38.0000,31.9900,6414068.1216,110128861.3776
39.0000,10.0000,6506215.7484,116635077.1260
40.0000,14.4300,6669880.1256,123304957.2516
41.0000,32.1800,7120095.8166,130425053.0682
42.0000,13.1300,7262773.3368,137687826.4050
43.0000,10.0000,7354920.9636,145042747.3686
44.0000,22.0400,7641439.1718,152684186.5404
45.0000,23.3500,7949105.6742,160633292.2146
46.0000,38.1800,8496183.7806,169129475.9952
47.0000,24.8100,8827420.1370,177956896.1322
48.0000,12.3500,8957505.5436,186914401.6758
49.0000,10.0000,9049653.1704,195964054.8462
50.0000,11.6000,9167630.7750,205131685.6212
51.0000,28.6500,9560859.0780,214692544.6992
52.0000,22.4600,9854157.6552,224546702.3544
53.0000,28.7700,10249323.2064,234796025.5608
54.0000,10.0000,10341470.8332,245137496.3940
55.0000,10.0000,10433618.4600,255571114.8540
56.0000,10.0000,10525766.0868,266096880.9408
57.0000,10.0000,10617913.7136,276714794.6544
58.0000,10.0000,10710061.3404,287424855.9948
59.0000,10.0000,10802208.9672,298227064.9620
60.0000,10.0000,10894356.5940,309121421.5560
61.0000,22.5800,11189592.4194,320311013.9754
62.0000,24.3100,11512756.9080,331823770.8834
63.0000,11.7600,11633317.5102,343457088.3936
64.0000,10.0000,11725465.1370,355182553.5306
65.0000,13.5300,11874600.1518,367057153.6824
66.0000,10.0000,11966747.7786,379023901.4610
67.0000,21.7600,12248745.7404,391272647.2014
68.0000,25.8900,12597417.3318,403870064.5332
69.0000,10.0000,12689564.9586,416559629.4918
70.0000,10.0000,12781712.5854,429341342.0772
71.0000,18.7900,13015763.6514,442357105.7286
72.0000,16.0200,13205096.5686,455562202.2972
73.0000,10.7600,13309513.4346,468871715.7318
74.0000,10.6800,13412638.8018,482284354.5336
75.0000,10.0000,13504786.4286,495789140.9622
76.0000,31.0500,13936759.6980,509725900.6602
77.0000,48.0400,14643015.0414,524368915.7016
78.0000,17.7600,14860438.0596,539229353.7612
79.0000,10.0000,14952585.6864,554181939.4476
80.0000,35.6600,15458981.5782,569640921.0258
81.0000,23.6800,15771975.5130,585412896.5388
82.0000,14.3400,15934186.9542,601347083.4930
83.0000,10.0000,16026334.5810,617373418.0740
84.0000,59.5900,16919050.0746,634292468.1486
85.0000,46.3000,17597215.3176,651889683.4662
86.0000,30.1300,18014336.3496,669904019.8158
87.0000,47.9000,18718331.5698,688622351.3856
88.0000,29.8700,19131255.2304,707753606.6160
89.0000,21.5600,19410024.4452,727163631.0612
90.0000,10.0000,19502172.0720,746665803.1332
91.0000,15.3600,19680850.1238,766346653.2570
92.0000,10.0000,19772997.7506,786119651.0076
93.0000,10.0000,19865145.3774,805984796.3850
94.0000,17.4900,20078209.5870,826063005.9720
95.0000,22.9600,20379580.0320,846442586.0040
96.0000,13.8500,20533881.0426,866976467.0466
97.0000,22.1000,20821367.8746,887797834.9212
98.0000,10.0000,20913515.5014,908711350.4226
99.0000,10.0000,21005663.1282,929717013.5508
100.0000,39.7400,21577925.4630,951294939.0138
101.0000,10.0000,21670073.0898,972965012.1036
102.0000,10.0000,21762220.7166,994727232.8202
103.0000,32.7000,22220831.1504,1016948063.9706
104.0000,39.9400,22796322.2322,1039744386.2028
105.0000,13.3800,22943035.6866,1062687421.8894
106.0000,10.0000,23035183.3134,1085722605.2028
107.0000,10.0000,23127330.9402,1108849936.1430
108.0000,22.1800,23416109.2710,1132266045.4140
109.0000,10.0000,23508256.8978,1155774302.3118
110.0000,31.3000,23944266.1008,1179718568.4126
111.0000,19.5300,24190263.5316,1203908831.9442
112.0000,45.8400,24861002.6556,1228769834.5998
113.0000,19.0500,25099251.0930,1253869085.6928
