Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,10.0000,645033.3876,2580133.5504
7.0000,10.0000,737181.0144,3317314.5648
8.0000,10.0000,829328.6412,4146643.2060
9.0000,10.0000,921476.2680,5068119.4740
10.0000,10.0000,1013623.8948,6081743.3688
11.0000,10.0000,1105771.5216,7187514.8904
12.0000,10.1500,1200340.7088,8387855.5992
13.0000,10.0000,1292488.3356,9680343.9348
14.0000,10.0000,1384635.9624,11064979.8972
15.0000,10.0000,1476783.5892,12541763.4864
16.0000,10.6100,1578778.8948,14120542.3812
17.0000,10.0000,1670926.5216,15791468.9028
18.0000,10.0000,1763074.1484,17554543.0512
19.0000,10.0000,1855221.7752,19409764.8264
20.0000,10.0000,1947369.4020,21357134.2284
21.0000,10.0000,2039517.0288,23396651.2572
22.0000,12.0600,2164920.7518,25561572.0090
23.0000,13.6000,2315185.8282,27876757.8372
24.0000,10.0000,2407333.4550,30284091.2922
25.0000,10.0000,2499481.0818,32783572.3740
26.0000,15.0700,2673477.4500,35457049.8240
27.0000,12.4400,2805015.7926,38262065.6166
28.0000,13.6600,2956249.4934,41218315.1100
29.0000,13.6800,3107806.0686,44326121.1786
30.0000,13.5700,3257586.8328,47583708.0114
31.0000,13.1600,3400748.6652,50984456.6766
32.0000,14.4200,3564251.6052,54548708.2818
33.0000,12.9400,3703861.8156,58252570.0974
34.0000,12.3200,3833462.9100,62086033.0074
35.0000,14.4500,3997450.1622,66083483.1696
36.0000,12.1100,4123661.0718,70207144.2414
37.0000,17.3400,4334303.7210,74541447.9624
38.0000,15.8300,4520569.3284,79062017.2908
39.0000,13.7700,4673578.8402,83735596.1310
40.0000,22.0400,4960097.0484,88695693.1794
41.0000,16.8600,5162990.7042,93858683.8836
42.0000,20.5600,5425616.1828,99284300.0664
43.0000,16.8500,5628348.4014,104912648.4678
44.0000,13.6800,5779904.9766,110692553.4444
45.0000,18.4300,6008144.2980,116700697.7424
46.0000,20.2800,6266249.5308,122966947.2732
47.0000,16.6000,6464945.8152,129431893.0884
48.0000,18.4300,6693185.1366,136125078.2250
49.0000,17.9900,6914321.2140,143039399.4390
50.0000,14.8900,7085411.7096,150124811.1486
51.0000,22.6600,7381939.0338,157506750.1824
52.0000,15.3600,7560617.0856,165067367.2680
53.0000,25.7300,7906705.6794,172974072.9474
54.0000,24.0000,8224865.6100,181198938.5574
55.0000,24.6600,8553680.4060,189752618.9634
56.0000,23.6800,8866674.3408,198619293.3042
57.0000,21.0200,9136725.9384,207756019.2426
58.0000,23.8100,9451818.5592,217207837.8018
59.0000,20.8300,9718802.8464,226926640.6482
60.0000,27.5200,10093788.7278,237020429.3760
61.0000,24.5000,10420020.5262,247440449.9022
62.0000,23.0500,10722843.9078,258163293.8100
63.0000,22.7300,11020501.2936,269183795.1036
64.0000,29.6800,11430357.6444,280614152.7480
65.0000,28.3100,11818097.0772,292432249.8252
66.0000,25.7800,12164992.8576,304597242.6828
67.0000,28.4100,12554346.6636,317151589.3464
68.0000,28.2600,12941278.9092,330092868.2556
69.0000,24.7100,13270900.8924,343363769.1480
70.0000,32.7400,13730157.0756,357093926.2236
71.0000,29.8700,14143080.7362,371237006.9598
72.0000,31.6400,14584578.8094,385821585.7692
73.0000,28.5500,14976192.7386,400797778.5078
74.0000,27.5100,15351017.1822,416148795.6900
75.0000,34.4200,15837394.8414,431986190.5314
76.0000,24.8400,16169115.5100,448155306.0414
77.0000,26.7400,16531509.2772,464686815.3186
78.0000,34.6000,17020792.8090,481707608.1276
79.0000,30.5800,17445178.5222,499152786.6498
80.0000,34.5500,17933654.8674,517086441.5172
81.0000,35.3300,18434723.3268,535521164.8440
82.0000,31.3100,18870893.9676,554392058.8116
83.0000,30.2000,19289145.0612,573681203.8728
84.0000,22.7800,19587609.6336,593268813.5064
85.0000,27.2300,19957913.8314,613226727.3378
86.0000,32.4500,20412488.3310,633639215.6688
87.0000,34.0000,20892085.6212,654531301.2900
88.0000,33.6500,21366032.6040,675897333.8940
89.0000,37.0800,21895352.6010,697792686.4950
90.0000,34.2200,22378501.5132,720171188.0082
91.0000,34.8300,22871498.1042,743042686.1124
92.0000,39.9300,23446827.7488,766489513.8612
93.0000,37.8400,23988416.9850,790477930.8462
94.0000,41.0000,24581020.4274,815058951.2736
95.0000,40.9300,25172493.8082,840231445.0818
96.0000,39.1700,25735554.2136,865966999.2954
97.0000,40.0400,26312659.6692,892279658.9646
98.0000,40.5300,26897675.5554,919177334.5200
99.0000,40.9200,27488987.4984,946666322.0184
100.0000,40.1300,28067545.8900,974733867.9084
101.0000,38.6000,28621404.3660,1003355272.2744
102.0000,43.7700,29258725.9566,1032613998.2310
103.0000,41.3600,29857141.1436,1062471139.3746
104.0000,40.5900,30443125.6542,1092914265.0288
105.0000,41.6300,31045899.6498,1123960164.6786
106.0000,47.2900,31740047.1912,1155700211.8698
107.0000,41.1200,32334587.8818,1188034799.7516
108.0000,38.1300,32880858.8016,1220915658.5532
109.0000,42.8900,33503973.9048,1254419632.4580
110.0000,42.1800,34115626.9554,1288535259.4134
111.0000,44.7400,34768607.9700,1323303867.3834
112.0000,43.5300,35402055.0642,1358705922.4476
113.0000,44.5700,36052291.6440,1394758214.0916
