Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,29.8000,872531.7330,2254746.1350
6.0000,10.0000,964679.3598,3219425.4948
7.0000,10.0000,1056826.9866,4276252.4814
8.0000,10.0000,1148974.6134,5425227.0948
9.0000,23.1300,1453089.4938,6878316.5886
10.0000,10.0000,1545237.1206,8423553.7092
11.0000,10.0000,1637384.7474,10060938.4566
12.0000,10.0000,1729532.3742,11790470.8308
13.0000,10.0000,1821680.0010,13612150.8318
14.0000,10.0000,1913827.6278,15525978.4596
15.0000,10.0000,2005975.2546,17531953.7142
16.0000,51.2500,2764051.9902,20296005.7044
17.0000,10.0000,2856199.6170,23152205.3214
18.0000,10.0000,2948347.2438,26100552.5652
19.0000,10.0000,3040494.8706,29141047.4358
20.0000,10.0000,3132642.4974,32273689.9332
21.0000,18.3200,3359106.0078,35632795.9410
22.0000,10.0000,3451253.6346,39084049.5756
23.0000,10.0000,3543401.2614,42627450.8370
24.0000,10.0000,3635548.8882,46262999.7252
25.0000,10.0000,3727696.5150,49990696.2402
26.0000,23.9700,4045372.1334,54036068.3736
27.0000,13.0800,4187242.4670,58223310.8406
28.0000,10.0000,4279390.0938,62502700.9344
29.0000,10.0000,4371537.7206,66874238.6550
30.0000,10.0000,4463685.3474,71337924.0024
31.0000,10.0000,4555832.9742,75893756.9766
32.0000,21.3400,4831050.5670,80724807.5436
33.0000,24.6200,5159219.6136,85884027.1572
34.0000,21.6500,5439441.7644,91323468.9216
35.0000,10.0000,5531589.3912,96855058.3128
36.0000,10.0000,5623737.0180,102478795.3308
37.0000,10.0000,5715884.6448,108194679.9756
38.0000,10.0000,5808032.2716,114002712.2472
39.0000,39.7900,6381101.7930,120383814.0402
40.0000,30.5900,6805648.9434,127189462.9836
41.0000,30.8000,7233586.2786,134423049.2622
42.0000,11.3500,7347527.9490,141770577.2112
43.0000,10.0000,7439675.5758,149210252.7870
44.0000,10.0000,7531823.2026,156742075.9896
45.0000,10.0000,7623970.8294,164366046.8190
46.0000,10.0000,7716118.4562,172082165.2752
47.0000,11.8500,7838131.9944,179920297.2696
48.0000,10.0000,7930279.6212,187850576.8908
49.0000,10.0000,8022427.2480,195873004.1388
50.0000,10.0000,8114574.8748,203987579.0136
51.0000,27.2400,8485040.5098,212472619.5234
52.0000,30.0200,8900385.7308,221373005.2542
53.0000,10.0000,8992533.3576,230365538.6118
54.0000,12.9800,9132789.3174,239498327.9292
55.0000,34.5400,9621104.2254,249119432.1546
56.0000,26.5700,9980753.5572,259100185.7118
57.0000,13.5800,10130695.7586,269230881.4704
58.0000,23.9100,10447402.7526,279678284.2230
59.0000,24.3600,10771374.4278,290449658.6508
60.0000,10.0000,10863522.0546,301313180.7054
61.0000,44.1600,11507139.7026,312820320.4080
62.0000,10.0000,11599287.3294,324419607.7374
63.0000,10.0000,11691434.9562,336111042.6936
64.0000,35.5600,12196216.4748,348307259.1684
65.0000,10.0000,12288364.1016,360595623.2700
66.0000,10.0000,12380511.7284,372976134.9984
67.0000,15.7800,12565970.1492,385542105.1476
68.0000,23.3800,12874120.9632,398416226.1108
69.0000,43.0200,13499334.7518,411915560.8626
70.0000,10.0000,13591482.3786,425507043.2412
71.0000,28.2000,13977446.0004,439484489.2416
72.0000,24.4400,14302709.1750,453787198.4166
73.0000,33.3400,14771651.5998,468558850.0164
74.0000,20.5100,15033469.8918,483592319.9082
75.0000,25.3600,15373585.3032,498965905.2114
76.0000,12.8600,15511904.0148,514477809.2262
77.0000,33.1500,15977779.1298,530455588.3560
78.0000,10.0000,16069926.7566,546525515.1126
79.0000,10.0000,16162074.3834,562687589.4960
80.0000,11.0100,16270527.1836,578958116.6796
81.0000,17.3800,16481815.5822,595439932.2618
82.0000,35.4600,16984982.7270,612424914.9888
83.0000,49.0800,17708027.5560,630132942.5448
84.0000,15.3400,17886382.7328,648019325.2776
85.0000,22.8000,18185170.1802,666204495.4578
86.0000,11.6800,18304439.2836,684508934.7414
87.0000,10.0000,18396586.9104,702905521.6518
88.0000,19.0000,18634028.1612,721539549.8130
89.0000,16.7800,18835630.3182,740375180.1312
90.0000,35.5100,19339604.6496,759714784.7808
91.0000,23.6200,19651629.9606,779366414.7414
92.0000,10.0000,19743777.5874,799110192.3288
93.0000,19.3200,19986384.8334,819096577.1622
94.0000,10.0000,20078532.4602,839175109.6224
95.0000,40.4300,20661933.9726,859837043.5950
96.0000,36.0200,21174141.6096,881011185.2046
97.0000,10.0000,21266289.2364,902277474.4410
98.0000,28.6500,21659517.5394,923936991.9804
99.0000,10.0000,21751665.1662,945688657.1466
100.0000,34.4400,22238365.7004,967927022.8470
101.0000,42.1300,22849211.5644,990776234.4114
102.0000,40.0500,23426478.4572,1014202712.8686
103.0000,35.9600,23937717.4698,1038140430.3384
104.0000,33.7800,24413763.1380,1062554193.4764
105.0000,39.8800,24988285.5960,1087542479.0724
106.0000,10.0000,25080433.2228,1112622912.2952
107.0000,16.2500,25273479.1998,1137896391.4950
108.0000,25.7600,25620052.1058,1163516443.6008
109.0000,32.6300,26077532.4780,1189593976.0788
110.0000,12.0600,26202936.2010,1215796912.2798
111.0000,19.7900,26453131.0032,1242250043.2830
112.0000,34.8000,26945643.2820,1269195686.5650
113.0000,41.8000,27551161.7130,1296746848.2780
