Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,10.0000,645033.3876,2580133.5504
7.0000,10.0000,737181.0144,3317314.5648
8.0000,10.0000,829328.6412,4146643.2060
9.0000,10.0000,921476.2680,5068119.4740
10.0000,10.0000,1013623.8948,6081743.3688
11.0000,10.0000,1105771.5216,7187514.8904
12.0000,10.0000,1197919.1484,8385434.0388
13.0000,10.0000,1290066.7752,9675500.8140
14.0000,10.0000,1382214.4020,11057715.2160
15.0000,10.0000,1474362.0288,12532077.2448
16.0000,14.2900,1635766.2828,14167843.5276
17.0000,10.0000,1727913.9096,15895757.4372
18.0000,10.0000,1820061.5364,17715818.9736
19.0000,10.0000,1912209.1632,19628028.1368
20.0000,10.0000,2004356.7900,21632384.9268
21.0000,16.4700,2200954.3884,23833339.3152
22.0000,15.0600,2374789.3194,26208128.6346
23.0000,10.0000,2466936.9462,28675065.5808
24.0000,12.4100,2597990.9766,31273056.5574
25.0000,10.0000,2690138.6034,33963195.1608
26.0000,10.0000,2782286.2302,36745481.3910
27.0000,10.0000,2874433.8570,39619915.2480
28.0000,10.0000,2966581.4838,42586496.7318
29.0000,11.1300,3076971.5322,45663468.2640
30.0000,17.6200,3292134.4272,48955602.6912
31.0000,10.0000,3384282.0540,52339884.7452
32.0000,26.6600,3745384.3224,56085269.0676
33.0000,16.2900,3939076.0488,60024345.1164
34.0000,20.5900,4202185.8396,64226530.9560
35.0000,12.9200,4341473.1756,68568004.1316
36.0000,12.7700,4478338.9512,73046343.0828
37.0000,17.2500,4687528.6638,77733871.7466
38.0000,12.3900,4818259.8198,82552131.5664
39.0000,27.6600,5195505.8238,87747637.3902
40.0000,16.7900,5397269.4180,93144906.8082
41.0000,17.4200,5609203.5660,98754110.3742
42.0000,33.3700,6078630.3024,104832740.6766
43.0000,11.6400,6197253.6564,111029994.3330
44.0000,18.6100,6428398.8498,117458393.1828
45.0000,16.6800,6628386.6330,124086779.8158
46.0000,26.5600,6987874.5276,131074654.3434
47.0000,24.4100,7312653.3900,138387307.7334
48.0000,14.6800,7480353.7014,145867661.4348
49.0000,12.7800,7617380.9142,153485042.3490
50.0000,16.7200,7818014.4468,161303056.7958
51.0000,21.4500,8095007.8506,169398064.6464
52.0000,20.9100,8363283.6372,177761348.2836
53.0000,22.8500,8662878.2712,186424226.5548
54.0000,25.0900,8998634.8740,195422861.4288
55.0000,16.6700,9198461.2200,204621322.6488
56.0000,21.1800,9471095.8152,214092418.4640
57.0000,10.0000,9563243.4420,223655661.9060
58.0000,19.8500,9814406.8680,233470068.7740
59.0000,31.9200,10260425.1876,243730493.9616
60.0000,18.4300,10488664.5090,254219158.4706
61.0000,30.9400,10918861.9674,265138020.4380
62.0000,21.9100,11203281.4896,276341301.9276
63.0000,36.1500,11717587.8120,288058889.7396
64.0000,25.5400,12060609.0960,300119498.8356
65.0000,21.9700,12345997.2426,312465496.0782
66.0000,27.5000,12720660.2490,325186156.3272
67.0000,32.3200,13173136.0626,338359292.3898
68.0000,23.2700,13479511.0656,351838803.4554
69.0000,25.6200,13823823.8484,365662627.3038
70.0000,18.6900,14056260.5412,379718887.8450
71.0000,22.1200,14344070.2482,394062958.0932
72.0000,19.6300,14591682.0528,408654640.1460
73.0000,29.3300,14995888.0962,423650528.2422
74.0000,28.0000,15378622.9704,439029151.2126
75.0000,29.0400,15778147.3302,454807298.5428
76.0000,27.8000,16157653.4574,470964952.0002
77.0000,18.3300,16384278.4050,487349230.4052
78.0000,17.7600,16601701.4232,503950931.8284
79.0000,23.0100,16903879.0554,520854810.8838
80.0000,37.8100,17444983.9800,538299794.8638
81.0000,20.5800,17707932.3336,556007727.1974
82.0000,33.0400,18172031.6376,574179758.8350
83.0000,26.1700,18525223.4754,592704982.3104
84.0000,41.0300,19118311.2294,611823293.5398
85.0000,33.9600,19597262.7702,631420556.3100
86.0000,26.1200,19949647.4208,651370203.7308
87.0000,25.1300,20286049.7730,671656253.5038
88.0000,27.1100,20654416.7226,692310670.2264
89.0000,33.6400,21128202.2682,713438872.4946
90.0000,26.5900,21488174.4750,734927046.9696
91.0000,35.0200,21984238.3758,756911285.3454
92.0000,37.3200,22517432.8698,779428718.2152
93.0000,34.3300,23002357.5930,802431075.8082
94.0000,32.2900,23454349.0950,825885424.9032
95.0000,33.2700,23922161.4582,849807586.3614
96.0000,39.0800,24483768.9270,874291355.2884
97.0000,33.4000,24953679.9756,899245035.2640
98.0000,37.6800,25492686.2142,924737721.4782
99.0000,34.1400,25974543.6276,950712265.1058
100.0000,32.7000,26433154.0614,977145419.1672
101.0000,34.4700,26920338.9078,1004065758.0750
102.0000,27.4700,27294517.6020,1031360275.6770
103.0000,44.3400,27941041.1220,1059301316.7990
104.0000,31.8800,28386413.6922,1087687730.4912
105.0000,49.7300,29119951.9494,1116807682.4406
106.0000,43.3500,29750493.1710,1146558175.6116
107.0000,37.4800,30286270.6626,1176844446.2742
108.0000,32.5500,30742459.5360,1207586905.8102
109.0000,46.0000,31415781.6582,1239002687.4684
110.0000,35.3800,31917657.3042,1270920344.7726
111.0000,26.5100,32276338.0122,1303196682.7848
112.0000,36.9800,32804043.6354,1336000726.4202
113.0000,32.3400,33256842.3240,1369257568.7442
