Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,10.0000,276442.8804,552885.7608
3.0000,10.0000,368590.5072,921476.2680
4.0000,10.0000,460738.1340,1382214.4020
5.0000,10.0000,552885.7608,1935100.1628
6.0000,10.0000,645033.3876,2580133.5504
7.0000,10.0000,737181.0144,3317314.5648
8.0000,10.0000,829328.6412,4146643.2060
9.0000,10.0000,921476.2680,5068119.4740
10.0000,10.0000,1013623.8948,6081743.3688
11.0000,10.0000,1105771.5216,7187514.8904
12.0000,10.0000,1197919.1484,8385434.0388
13.0000,11.7600,1318479.7506,9703913.7894
14.0000,10.0000,1410627.3774,11114541.1668
15.0000,10.0000,1502775.0042,12617316.1710
16.0000,10.0000,1594922.6310,14212238.8020
17.0000,10.2600,1691267.6292,15903506.4312
18.0000,10.0000,1783415.2560,17686921.6872
19.0000,10.0000,1875562.8828,19562484.5700
20.0000,10.0000,1967710.5096,21530195.0796
21.0000,12.8900,2106513.5334,23636708.6130
22.0000,10.0000,2198661.1602,25835369.7732
23.0000,13.4700,2346827.5512,28182197.3244
24.0000,12.2700,2475621.4590,30657818.7834
25.0000,10.0000,2567769.0858,33225587.8692
26.0000,14.2700,2728850.4654,35954438.3346
27.0000,10.0000,2820998.0922,38775436.4268
28.0000,12.9400,2960608.3026,41736044.7294
29.0000,11.1300,3070998.3510,44807043.0804
30.0000,14.6600,3238375.7874,48045418.8678
31.0000,13.0600,3379923.2466,51425342.1144
32.0000,14.1400,3538905.9402,54964248.0546
33.0000,10.0000,3631053.5670,58595301.6216
34.0000,12.7100,3766950.7182,62362252.3398
35.0000,11.0900,3876695.0172,66238947.3570
36.0000,17.9100,4096539.5958,70335486.9528
37.0000,10.0000,4188687.2226,74524174.1754
38.0000,13.1400,4331526.1806,78855700.3560
39.0000,13.7400,4484051.3802,83339751.7362
40.0000,20.4600,4745062.4856,88084814.2218
41.0000,12.0200,4869820.4592,92954634.6810
42.0000,21.0100,5139710.6190,98094345.3000
43.0000,14.4200,5303213.5590,103397558.8590
44.0000,17.8300,5521766.6388,108919325.4978
45.0000,16.3600,5716588.4262,114635913.9240
46.0000,25.2900,6055573.7760,120691487.7000
47.0000,21.6900,6336441.6762,127027929.3762
48.0000,21.0500,6606977.5854,133634906.9616
49.0000,15.3000,6784687.0128,140419593.9744
50.0000,18.6900,7017123.7056,147436717.6800
51.0000,15.9600,7205487.9990,154642205.6790
52.0000,18.0900,7428238.4502,162070444.1292
53.0000,21.5700,7707169.1022,169777613.2314
54.0000,27.7400,8085706.6050,177863319.8364
55.0000,28.7700,8480872.1562,186344191.9926
56.0000,24.8700,8813077.1370,195157269.1296
57.0000,20.6800,9077639.8638,204234908.9934
58.0000,27.6200,9454240.1184,213689149.1118
59.0000,27.5000,9828903.1248,223518052.2366
60.0000,24.8600,10160946.6684,233678998.9050
61.0000,26.7700,10523824.7478,244202823.6528
62.0000,24.1600,10844567.6760,255047391.3288
63.0000,27.5300,11219714.9946,266267106.3234
64.0000,27.0100,11586467.5704,277853573.8938
65.0000,25.5600,11929811.7288,289783385.6226
66.0000,24.8700,12262016.7096,302045402.3322
67.0000,27.7400,12640554.2124,314685956.5446
68.0000,28.3900,13029585.1440,327715541.6886
69.0000,32.3000,13481738.0832,341197279.7718
70.0000,24.2500,13803933.9480,355001213.7198
71.0000,32.7200,14262867.2562,369264080.9760
72.0000,35.4700,14766195.8382,384030276.8142
73.0000,24.3800,15090490.3884,399120767.2026
74.0000,26.7500,15453045.5928,414573812.7954
75.0000,29.5800,15861287.5698,430435100.3652
76.0000,26.2100,16215125.1570,446650225.5222
77.0000,32.1800,16665340.8480,463315566.3702
78.0000,31.5200,17104901.6730,480420468.0432
79.0000,29.0600,17504748.9078,497925216.9510
80.0000,25.6600,17849707.4400,515774924.3910
81.0000,33.4200,18319941.3636,534094865.7546
82.0000,33.4600,18790821.0366,552885686.7912
83.0000,31.1200,19223924.3670,572109611.1582
84.0000,29.3100,19627807.5354,591737418.6936
85.0000,33.0300,20091745.4016,611829164.0952
86.0000,30.6100,20516615.4270,632345779.5222
87.0000,28.7200,20910973.7916,653256753.3138
88.0000,31.7800,21354731.9880,674611485.3018
89.0000,31.1400,21788158.1934,696399643.4952
90.0000,33.9700,22267271.1714,718666914.6666
91.0000,38.7000,22822744.0206,741489658.6872
92.0000,34.2300,23306054.3700,764795713.0572
93.0000,32.8300,23766763.4892,788562476.5464
94.0000,39.0200,24327402.3342,812889878.8806
95.0000,34.2500,24811035.5586,837700914.4392
96.0000,41.0600,25404607.6248,863105522.0640
97.0000,31.3900,25842069.7644,888947591.8284
98.0000,39.1600,26404968.7326,915352560.5610
99.0000,39.9800,26981105.5638,942333666.1248
100.0000,39.7700,27553852.2108,969887518.3356
101.0000,35.1900,28052660.5470,997940178.8826
102.0000,42.9600,28676905.7118,1026617084.5944
103.0000,37.9700,29220593.6340,1055837678.2284
104.0000,40.5800,29806416.7068,1085644094.9352
105.0000,40.0500,30383683.5996,1116027778.5348
106.0000,40.5200,30968538.0486,1146996316.5834
107.0000,41.3300,31566468.9234,1178562785.5068
108.0000,45.1700,32226391.7448,1210789177.2516
109.0000,39.6900,32797846.8930,1243587024.1446
110.0000,44.1500,33441303.1032,1277028327.2478
111.0000,49.9500,34178392.9824,1311206720.2302
112.0000,37.7400,34718367.8454,1345925088.0756
113.0000,44.9900,35375384.7942,1381300472.8698
