Time,target_send_rate,total_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,276442.8804
2.0000,14.1400,343277.9472,619720.8276
3.0000,10.0000,435425.5740,1055146.4016
4.0000,48.9600,1156533.1542,2211679.5558
5.0000,18.3900,1384126.7262,3595806.2820
6.0000,10.0000,1476274.3530,5072080.6350
7.0000,10.0000,1568421.9798,6640502.6148
8.0000,10.0000,1660569.6066,8301072.2214
9.0000,10.0000,1752717.2334,10053789.4548
10.0000,10.0000,1844864.8602,11898654.3150
11.0000,10.0000,1937012.4870,13835666.8020
12.0000,10.0000,2029160.1138,15864826.9158
13.0000,10.0000,2121307.7406,17986134.6564
14.0000,13.6600,2272541.4414,20258676.0978
15.0000,20.7400,2538072.7926,22796748.8904
16.0000,10.0000,2630220.4194,25426969.3098
17.0000,10.0000,2722368.0462,28149337.3560
18.0000,10.3600,2820327.4182,30969664.7742
19.0000,29.7400,3231152.3934,34200817.1676
20.0000,10.0000,3323300.0202,37524117.1878
21.0000,10.0000,3415447.6470,40939564.8348
22.0000,10.0000,3507595.2738,44447160.1086
23.0000,10.0000,3599742.9006,48046903.0092
24.0000,43.7700,4237064.4912,52283967.5004
25.0000,10.0000,4329212.1180,56613179.6184
26.0000,24.8300,4660771.3494,61273950.9678
27.0000,10.0000,4752918.9762,66026869.9440
28.0000,11.1700,4863954.7740,70890824.7180
29.0000,10.0000,4956102.4008,75846927.1188
30.0000,10.0000,5048250.0276,80895177.1464
31.0000,12.1500,5175106.6866,86070283.8330
32.0000,10.0000,5267254.3134,91337538.1464
33.0000,10.0000,5359401.9402,96696940.0866
34.0000,14.2900,5520806.1942,102217746.2808
35.0000,13.8700,5675430.0792,107893176.3600
36.0000,10.0000,5767577.7060,113660754.0660
37.0000,10.4100,5866344.2646,119527098.3306
38.0000,14.8500,6036789.0108,125563887.3414
39.0000,10.2600,6133134.0090,131697021.3504
40.0000,26.9600,6499079.3982,138196100.7486
41.0000,10.0000,6591227.0250,144787327.7736
42.0000,10.0000,6683374.6518,151470702.4254
43.0000,10.0000,6775522.2786,158246224.7040
44.0000,18.0100,6996981.2304,165243205.9344
45.0000,27.8400,7377133.1070,172620339.0414
46.0000,49.0100,8099047.8744,180719386.9158
47.0000,10.0000,8191195.5012,188910582.4170
48.0000,17.1100,8398125.0906,197308707.5076
49.0000,10.0000,8490272.7174,205798980.2250
50.0000,17.7800,8708018.6100,214506998.8350
51.0000,39.0500,9269141.7672,223776140.6022
52.0000,10.0000,9361289.3940,233137429.9962
53.0000,10.4300,9460378.8276,242597808.8238
54.0000,21.1600,9732690.5478,252330499.3716
55.0000,15.9300,9920570.5290,262251069.9006
56.0000,29.5500,10328328.1944,272579398.0950
57.0000,14.5000,10493122.6332,283072520.7282
58.0000,10.0000,10585270.2600,293657790.9882
59.0000,10.0000,10677417.8868,304335208.8750
60.0000,18.8400,10912276.1400,315247485.0150
61.0000,12.5400,11045428.8564,326292913.8714
62.0000,10.0000,11137576.4832,337430490.3546
63.0000,10.0000,11229724.1100,348660214.4646
64.0000,16.4900,11426644.5834,360086859.0480
65.0000,32.2000,11877183.1488,371964042.1968
66.0000,10.0700,11970460.8372,383934503.0340
67.0000,10.0000,12062608.4640,395997111.4980
68.0000,15.8100,12248551.1970,408245662.6950
69.0000,21.5300,12526836.0996,420772498.7946
70.0000,10.0000,12618983.7264,433391482.5210
71.0000,10.0000,12711131.3532,446102613.8742
72.0000,10.0000,12803278.9800,458905892.8542
73.0000,10.0000,12895426.6068,471801319.4610
74.0000,26.5000,13253945.8770,485055265.3380
75.0000,10.0000,13346093.5038,498401358.8418
76.0000,10.0000,13438241.1306,511839599.9724
77.0000,10.0000,13530388.7574,525369988.7298
78.0000,10.0000,13622536.3842,538992525.1140
79.0000,10.0000,13714684.0110,552707209.1250
80.0000,10.0000,13806831.6378,566514040.7628
81.0000,10.0000,13898979.2646,580413020.0274
82.0000,45.3600,14561969.3958,594974989.4232
83.0000,25.6500,14906766.4908,609881755.9140
84.0000,11.4500,15022322.5350,624904078.4490
85.0000,10.0000,15114470.1618,640018548.6108
86.0000,39.6500,15685279.5606,655703828.1714
87.0000,41.3500,16283533.3104,671987361.4818
88.0000,10.0000,16375680.9372,688363042.4190
89.0000,10.0000,16467828.5640,704830870.9830
90.0000,14.6700,16635367.4376,721466238.4206
91.0000,23.1000,16938998.0058,738405236.4264
92.0000,10.0000,17031145.6326,755436382.0590
93.0000,22.5100,17325251.3964,772761633.4554
94.0000,10.0000,17417399.0232,790179032.4786
95.0000,19.9400,17670015.3858,807849047.8644
96.0000,32.7800,18129917.3184,825978965.1828
97.0000,31.0100,18561244.8384,844540210.0212
98.0000,10.0000,18653392.4652,863193602.4864
99.0000,10.0000,18745540.0920,881939142.5784
100.0000,37.1400,19275828.7134,901214971.2918
101.0000,24.9900,19609970.9424,920824942.2342
102.0000,39.0700,20171416.9740,940996359.2082
103.0000,10.0000,20263564.6008,961259923.8090
104.0000,15.9400,20451606.0192,981711529.8282
105.0000,10.0000,20543753.6460,1002255283.4742
106.0000,37.3800,21077916.7638,1023333200.2380
107.0000,20.9200,21346353.9876,1044679554.2256
108.0000,22.7800,21644818.5600,1066324372.7856
109.0000,22.7700,21943121.6952,1088267494.4808
110.0000,44.7300,22595941.2726,1110863435.7534
111.0000,10.0000,22688088.8994,1133551524.6528
112.0000,27.6700,23065496.3412,1156617020.9940
113.0000,29.1600,23466957.9492,1180083978.9432
