@relation Dynamic_Log_Rate_s3_alpha0.6
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,12.21
1.00,23.01
2.00,28.70
3.00,3.19
4.00,17.54
5.00,30.50
6.00,25.06
7.00,18.87
8.00,36.50
9.00,32.10
10.00,5.09
11.00,16.15
12.00,31.13
13.00,20.65
14.00,29.04
15.00,26.61
16.00,34.37
17.00,25.32
18.00,20.04
19.00,26.31
20.00,11.32
21.00,37.51
22.00,28.83
23.00,33.76
24.00,31.30
25.00,19.43
26.00,20.94
27.00,15.98
28.00,38.35
29.00,31.32
30.00,18.32
31.00,31.55
32.00,36.43
33.00,14.50
34.00,45.12
35.00,21.28
36.00,39.02
37.00,19.81
38.00,46.08
39.00,5.14
40.00,31.37
41.00,36.22
42.00,15.60
43.00,23.88
44.00,16.90
45.00,14.88
46.00,23.30
47.00,26.63
48.00,12.97
49.00,30.01
50.00,17.25
51.00,31.55
52.00,35.77
53.00,43.18
54.00,50.31
55.00,31.51
56.00,7.88
57.00,28.87
58.00,43.72
59.00,48.82
60.00,27.51
61.00,19.19
62.00,58.18
63.00,22.80
64.00,30.96
65.00,45.02
66.00,29.30
67.00,31.95
68.00,32.88
69.00,37.45
70.00,41.58
71.00,29.18
72.00,49.78
73.00,49.35
74.00,21.10
75.00,26.47
76.00,53.46
77.00,22.85
78.00,41.49
79.00,60.31
80.00,49.00
81.00,28.96
82.00,37.77
83.00,50.39
84.00,34.34
85.00,48.64
86.00,60.64
87.00,45.80
88.00,48.60
89.00,68.91
90.00,27.92
91.00,46.09
92.00,52.75
93.00,47.37
94.00,36.23
95.00,61.30
96.00,37.13
97.00,49.50
98.00,55.23
99.00,50.90
100.00,53.14
101.00,50.98
102.00,32.91
103.00,34.70
104.00,65.84
105.00,28.26
106.00,69.78
107.00,53.01
108.00,35.75
109.00,53.81
110.00,33.36
111.00,47.11
112.00,56.50
113.00,61.40
114.00,63.25
115.00,54.11
116.00,53.81
117.00,59.17
118.00,71.55
119.00,60.33
120.00,36.62
121.00,55.92
122.00,33.35
123.00,35.64
124.00,51.60
125.00,37.38
126.00,57.68
127.00,76.42
128.00,37.06
129.00,41.35
130.00,62.95
131.00,72.62
132.00,71.73
133.00,67.20
134.00,41.55
135.00,74.74
136.00,55.88
137.00,51.69
138.00,57.52
139.00,39.64
140.00,59.21
141.00,55.08
142.00,60.85
143.00,47.80
144.00,44.18
145.00,59.03
146.00,75.65
147.00,51.79
148.00,49.16
149.00,40.47
150.00,40.35
151.00,49.12
152.00,44.25
153.00,50.77
154.00,70.68
155.00,56.06
156.00,44.82
157.00,66.05
158.00,46.89
159.00,62.99
160.00,48.44
161.00,60.84
162.00,55.21
163.00,48.54
164.00,71.93
165.00,51.96
166.00,35.89
167.00,67.26
168.00,50.96
169.00,65.08
170.00,58.42
171.00,51.28
172.00,66.74
173.00,45.44
174.00,79.33
175.00,69.44
176.00,75.92
177.00,65.35
178.00,41.69
179.00,81.20
180.00,56.95
181.00,60.22
182.00,63.64
183.00,70.32
184.00,65.38
185.00,64.90
186.00,57.46
187.00,41.71
188.00,77.60
189.00,78.10
190.00,63.35
191.00,69.55
192.00,71.18
193.00,68.74
194.00,48.72
195.00,58.34
196.00,57.12
197.00,69.33
198.00,69.69
199.00,59.76
200.00,62.83
201.00,50.93
202.00,58.16
203.00,74.87
204.00,60.06
205.00,57.19
206.00,87.95
207.00,61.65
208.00,62.58
209.00,53.91
210.00,65.07
211.00,72.08
212.00,57.78
213.00,71.05
214.00,77.86
215.00,67.37
216.00,65.58
217.00,63.74
218.00,74.50
219.00,67.94
220.00,65.29
221.00,80.41
222.00,79.10
223.00,77.52
224.00,63.32
225.00,60.18
226.00,56.21
227.00,91.97
228.00,80.00
229.00,68.43
230.00,70.88
231.00,73.60
232.00,65.36
233.00,77.11
234.00,75.01
235.00,67.69
236.00,85.00
237.00,65.39
238.00,68.41
239.00,87.18
240.00,67.84
241.00,95.75
242.00,81.91
243.00,74.62
244.00,60.22
245.00,75.59
246.00,73.21
247.00,75.34
248.00,81.76
249.00,53.03
250.00,94.16
251.00,81.55
252.00,70.35
253.00,70.17
254.00,78.55
255.00,80.09
256.00,86.53
257.00,88.88
258.00,60.48
259.00,90.82
260.00,58.18
261.00,76.62
262.00,79.80
263.00,81.43
264.00,88.94
265.00,56.97
266.00,87.79
267.00,78.96
268.00,98.53
269.00,76.28
270.00,90.57
271.00,108.18
272.00,82.38
273.00,62.68
274.00,55.03
275.00,69.54
276.00,87.96
277.00,88.16
278.00,82.45
279.00,78.65
280.00,77.14
281.00,77.49
282.00,88.71
283.00,79.24
284.00,76.60
285.00,65.77
286.00,74.47
287.00,79.15
288.00,81.46
289.00,67.50
290.00,74.09
291.00,70.54
292.00,86.88
293.00,85.46
294.00,68.07
295.00,76.32
296.00,98.65
297.00,95.52
298.00,75.29
299.00,80.26
300.00,70.35
301.00,101.72
302.00,92.29
303.00,83.26
304.00,78.74
305.00,86.03
306.00,66.64
307.00,67.70
308.00,80.97
309.00,99.37
310.00,62.13
311.00,76.77
312.00,108.65
313.00,99.62
314.00,79.39
315.00,63.03
316.00,78.13
317.00,82.98
318.00,73.38
319.00,65.18
320.00,79.69
321.00,83.77
322.00,74.86
323.00,65.10
324.00,94.12
325.00,65.94
326.00,83.98
327.00,88.46
328.00,89.89
329.00,59.55
330.00,91.44
331.00,74.49
332.00,64.01
333.00,84.02
334.00,76.36
335.00,82.66
336.00,62.94
337.00,95.08
338.00,98.01
339.00,86.92
340.00,100.42
341.00,79.79
342.00,73.61
343.00,67.15
344.00,72.97
345.00,86.08
346.00,67.64
347.00,85.28
348.00,69.58
349.00,74.18
350.00,76.79
351.00,82.57
352.00,72.20
353.00,70.15
354.00,100.35
355.00,58.42
356.00,74.93
357.00,77.33
358.00,86.90
359.00,88.55
360.00,88.84
361.00,86.41
362.00,78.90
363.00,74.16
364.00,93.63
365.00,83.28
366.00,71.26
367.00,79.51
368.00,98.91
369.00,82.13
370.00,81.95
371.00,88.45
372.00,96.08
373.00,73.60
374.00,91.80
375.00,79.69
376.00,78.41
377.00,76.50
378.00,99.57
379.00,85.66
380.00,91.38
381.00,60.59
382.00,77.96
383.00,91.92
384.00,75.70
385.00,83.68
386.00,76.00
387.00,82.32
388.00,68.07
389.00,72.47
390.00,64.97
391.00,78.71
392.00,89.57
393.00,77.78
394.00,90.70
395.00,92.80
396.00,91.07
397.00,75.02
398.00,62.74
399.00,90.26
400.00,78.72
401.00,64.23
402.00,65.53
403.00,87.29
404.00,85.73
405.00,76.73
406.00,70.87
407.00,79.17
408.00,68.74
409.00,73.11
410.00,72.19
411.00,77.00
412.00,91.31
413.00,79.54
414.00,89.07
415.00,71.67
416.00,91.58
417.00,61.65
418.00,87.29
419.00,94.26
420.00,78.52
421.00,77.05
422.00,78.99
423.00,73.38
424.00,58.26
425.00,59.05
426.00,66.70
427.00,81.94
428.00,97.38
429.00,78.79
430.00,88.67
431.00,76.68
432.00,65.92
433.00,71.58
434.00,72.63
435.00,76.63
436.00,77.00
437.00,63.14
438.00,70.22
439.00,106.81
440.00,79.20
441.00,80.66
442.00,69.41
443.00,67.51
444.00,63.53
445.00,95.26
446.00,83.66
447.00,62.43
448.00,79.06
449.00,68.09
450.00,76.21
451.00,81.17
452.00,81.81
453.00,70.26
454.00,80.04
455.00,82.77
456.00,90.33
457.00,79.36
458.00,73.54
459.00,82.73
460.00,59.76
461.00,89.39
462.00,83.08
463.00,73.36
464.00,68.45
465.00,88.55
466.00,60.19
467.00,81.50
468.00,67.84
469.00,80.27
470.00,77.37
471.00,62.15
472.00,71.65
473.00,71.26
474.00,69.34
475.00,78.65
476.00,78.50
477.00,69.59
478.00,83.06
479.00,96.39
480.00,86.40
481.00,70.66
482.00,83.92
483.00,76.92
484.00,82.26
485.00,61.22
486.00,73.73
487.00,73.14
488.00,83.23
489.00,78.04
490.00,66.31
491.00,47.71
492.00,53.99
493.00,87.21
494.00,52.29
495.00,87.92
496.00,86.04
497.00,48.74
498.00,99.05
499.00,78.77
500.00,63.05
501.00,71.71
502.00,75.25
503.00,65.07
504.00,58.55
505.00,70.64
506.00,63.02
507.00,73.60
508.00,74.69
509.00,53.48
510.00,77.77
511.00,78.78
512.00,72.25
513.00,60.27
514.00,62.52
515.00,68.81
516.00,82.48
517.00,58.49
518.00,68.60
519.00,73.93
520.00,58.32
521.00,77.61
522.00,73.53
523.00,56.98
524.00,58.81
525.00,66.66
526.00,76.47
527.00,72.22
528.00,67.28
529.00,68.69
530.00,50.78
531.00,72.89
532.00,55.88
533.00,41.23
534.00,67.90
535.00,47.97
536.00,80.72
537.00,78.58
538.00,69.74
539.00,58.74
540.00,74.78
541.00,75.21
542.00,50.02
543.00,49.58
544.00,55.20
545.00,46.88
546.00,48.07
547.00,53.63
548.00,72.95
549.00,38.21
550.00,41.85
551.00,43.34
552.00,42.27
553.00,53.92
554.00,56.73
555.00,64.84
556.00,59.48
557.00,61.44
558.00,58.56
559.00,65.65
560.00,51.34
561.00,45.65
562.00,51.13
563.00,51.33
564.00,22.90
565.00,81.05
566.00,59.64
567.00,57.58
568.00,49.66
569.00,59.04
570.00,67.62
571.00,74.50
572.00,62.97
573.00,60.87
574.00,40.99
575.00,56.71
576.00,44.41
577.00,65.40
578.00,39.06
579.00,62.03
580.00,42.47
581.00,54.06
582.00,42.88
583.00,37.89
584.00,57.54
585.00,58.68
586.00,30.90
587.00,51.17
588.00,40.44
589.00,60.87
590.00,53.27
591.00,64.17
592.00,57.77
593.00,54.19
594.00,40.73
595.00,54.74
596.00,59.06
597.00,49.45
598.00,34.77
599.00,67.92
600.00,56.25
601.00,47.92
602.00,60.30
603.00,48.18
604.00,42.00
605.00,59.50
606.00,56.26
607.00,38.29
608.00,51.98
609.00,48.86
610.00,48.54
611.00,36.39
612.00,35.11
613.00,42.16
614.00,55.22
615.00,50.55
616.00,63.60
617.00,27.72
618.00,52.82
619.00,37.57
620.00,51.45
621.00,46.74
622.00,71.48
623.00,46.93
624.00,44.60
625.00,58.34
626.00,31.97
627.00,41.30
628.00,58.53
629.00,53.16
630.00,41.50
631.00,36.92
632.00,28.03
633.00,47.60
634.00,36.02
635.00,40.16
636.00,37.31
637.00,25.87
638.00,58.00
639.00,43.42
640.00,8.23
641.00,52.62
