Time,log_rate_msg_per_sec
0.0,37.67450205794821
1.0,20.283045311098288
2.0,19.643067583112458
3.0,9.325230901654033
4.0,27.804620106454777
5.0,15.786025143737003
6.0,28.16703712913448
7.0,18.82210913305429
8.0,18.451585595668888
9.0,22.931115234977753
10.0,13.67639228740274
11.0,14.69642350116552
12.0,20.900549907711692
13.0,31.19549725981537
14.0,22.401763720466043
15.0,36.61687570090561
16.0,24.143918877246573
17.0,29.218982428984347
18.0,34.52626758436857
19.0,17.83380592343532
20.0,28.684684472043422
21.0,26.43070880281896
22.0,28.358806622012363
23.0,22.877769447135517
24.0,34.935445135340785
25.0,22.41223131440535
26.0,35.11212823295966
27.0,33.87814302410176
28.0,21.105169297474998
29.0,25.767152094348326
30.0,26.661780942978744
31.0,26.71180169009719
32.0,28.567772596229368
33.0,38.603357801934024
34.0,16.075087100849252
35.0,14.162523402393912
36.0,29.241008530763146
37.0,35.140016964542205
38.0,37.470120171711415
39.0,24.110044874854808
40.0,35.87274654137568
41.0,27.205211923307672
42.0,9.595190798847227
43.0,25.0194993291713
44.0,52.99068315959403
45.0,33.35472844535273
46.0,50.138761604780655
47.0,36.872979986499544
48.0,37.18139573822862
49.0,45.053143180291016
50.0,25.574238841877783
51.0,36.88794719269103
52.0,41.15925055613645
53.0,38.000347354042404
54.0,41.712119792622204
55.0,42.22715836745471
56.0,38.98396949730837
57.0,45.437503863117456
58.0,24.93546033259154
59.0,34.66223188244108
60.0,23.694688866325748
61.0,33.08501861471769
62.0,35.53072945719704
63.0,49.63883834291901
64.0,54.59822239454698
65.0,44.24853480485861
66.0,50.556937975176446
67.0,52.02150443145862
68.0,40.008918419526736
69.0,39.38222087520038
70.0,53.03098211155978
71.0,37.167555793041416
72.0,27.720006657936892
73.0,37.95921835898311
74.0,49.32913766555632
75.0,47.66708328038129
76.0,42.583287542750924
77.0,50.88510720402178
78.0,39.93382632786745
79.0,56.37268331884326
80.0,50.17224648677308
81.0,26.801904104375012
82.0,53.37606112373774
83.0,30.578782901279176
84.0,50.112096926071104
85.0,53.47034905449655
86.0,43.904038784311126
87.0,43.696586245568064
88.0,33.96570508076623
89.0,47.79362437005429
90.0,50.693515340243984
91.0,62.666710123738135
92.0,56.21587470988213
93.0,50.98609548075049
94.0,41.755269779317125
95.0,49.460592266439896
96.0,34.53397765394421
97.0,63.92844392222471
98.0,58.00627318410069
99.0,38.9723076461066
100.0,36.51539957727266
101.0,65.4031524842102
102.0,59.423433714899176
103.0,53.04820809477748
104.0,53.75174940192125
105.0,38.60214150029399
106.0,60.71458227397069
107.0,35.42980665319404
108.0,53.29666024485696
109.0,50.63241276748053
110.0,51.1029649407516
111.0,58.47446895834774
112.0,59.926066602239
113.0,38.788446786720186
114.0,60.40981297912423
115.0,63.56298737235051
116.0,51.73740654171573
117.0,61.3494925543133
118.0,65.7855837086328
119.0,51.22678672388336
120.0,54.367210348712895
121.0,41.89533069311877
122.0,48.10927710944501
123.0,45.92426268623045
124.0,51.574168394757095
125.0,46.7098678383485
126.0,68.87384633989197
127.0,57.785410349103856
128.0,49.5151131071451
129.0,40.881349287797555
130.0,59.155417464871874
131.0,71.82607153675798
132.0,60.107159009182105
133.0,64.48270487610948
134.0,55.83484496943987
135.0,49.35601287951157
136.0,64.29792579516015
137.0,42.35545634397134
138.0,71.0198767328115
139.0,48.89297922722512
140.0,68.72702746846016
141.0,68.67336110699895
142.0,67.76163270798726
143.0,63.345804443197885
144.0,65.55890538953756
145.0,61.09183243472717
146.0,54.54924362796217
147.0,68.17549501155345
148.0,60.51393760485837
149.0,55.385115424892426
150.0,58.27784684323446
151.0,69.95447450556995
152.0,73.00176770256415
153.0,51.4009157004007
154.0,64.21998317460324
155.0,63.581553092541895
156.0,68.57461974025885
157.0,55.53145944648489
158.0,59.214719943713746
159.0,60.57728929230329
160.0,67.42645250929532
161.0,55.77205814259233
162.0,54.37279647385827
163.0,85.49628750257277
164.0,69.47880326856404
165.0,72.49085594607924
166.0,72.36915320081187
167.0,69.97672046572673
168.0,69.9115287078788
169.0,63.95939045599285
170.0,68.8758499097611
171.0,66.56111799550185
172.0,74.6496121946286
173.0,70.82841402612111
174.0,73.10808958933133
175.0,73.97174852053382
176.0,65.47900592574119
177.0,64.11908435663014
178.0,95.95010000573332
179.0,67.62818224493326
180.0,70.58088450060258
181.0,77.78660696431851
182.0,64.17194618980965
183.0,62.84946908082715
184.0,63.25125648071611
185.0,60.723327087069336
186.0,78.97514749618469
187.0,75.2952033916524
188.0,69.37281206899503
189.0,72.43402878152003
190.0,87.67246997925378
191.0,62.64122735078773
192.0,68.78770149983544
193.0,69.70795156532508
194.0,78.47990637912683
195.0,80.16389723352599
196.0,82.50760922136561
197.0,73.21374333315634
198.0,75.2967687374136
199.0,61.367771305193116
200.0,95.87883876879621
201.0,84.53676994113623
202.0,55.41834906420408
203.0,75.94170125861477
204.0,80.59598893110207
205.0,73.87256728257572
206.0,82.25157127877296
207.0,61.101250457429124
208.0,58.2460636039074
209.0,84.90501470496872
210.0,88.40412833686807
211.0,65.50436771780643
212.0,90.84533688505388
213.0,81.28148686035141
214.0,73.80986460240302
215.0,65.61122375775727
216.0,82.07835994569596
217.0,81.74139189169058
218.0,75.06661214526525
219.0,74.91920583607428
220.0,78.16317149398459
221.0,86.2469114459604
222.0,73.1235193295749
223.0,71.63839132561533
224.0,78.11168197570883
225.0,70.93406586260207
226.0,86.33255585747654
227.0,89.84117547666779
228.0,77.22899898371128
229.0,91.4776531951626
230.0,86.04164700088131
231.0,77.59671677865192
232.0,89.16310593295762
233.0,88.19847533629346
234.0,88.45152518263394
235.0,64.50931732830709
