@relation Dynamic_Log_Rate_s2_alpha0.1
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,32.79
1.00,70.47
2.00,16.88
3.00,15.72
4.00,46.69
5.00,1.05
6.00,13.76
7.00,61.80
8.00,1.04
9.00,19.64
10.00,32.25
11.00,7.78
12.00,55.90
13.00,19.51
14.00,33.79
15.00,49.98
16.00,1.00
17.00,15.63
18.00,23.73
19.00,1.00
20.00,1.00
21.00,26.99
22.00,16.54
23.00,17.07
24.00,26.14
25.00,74.16
26.00,15.14
27.00,1.00
28.00,1.00
29.00,51.01
30.00,42.11
31.00,44.63
32.00,5.69
33.00,24.35
34.00,28.15
35.00,18.07
36.00,30.87
37.00,61.00
38.00,4.20
39.00,14.10
40.00,6.79
41.00,26.45
42.00,1.00
43.00,1.00
44.00,1.00
45.00,1.00
46.00,10.00
47.00,8.96
48.00,56.49
49.00,44.42
50.00,16.40
51.00,7.85
52.00,1.00
53.00,11.44
54.00,34.77
55.00,21.79
56.00,1.00
57.00,40.77
58.00,4.16
59.00,23.28
60.00,11.65
61.00,24.61
62.00,39.36
63.00,1.00
64.00,1.00
65.00,57.10
66.00,1.00
67.00,21.96
68.00,26.74
69.00,25.60
70.00,16.58
71.00,51.29
72.00,1.00
73.00,48.87
74.00,43.33
75.00,17.53
76.00,26.98
77.00,46.88
78.00,1.00
79.00,41.01
80.00,32.64
81.00,1.00
82.00,62.22
83.00,65.52
84.00,20.97
85.00,14.25
86.00,37.14
87.00,55.50
88.00,1.00
89.00,1.00
90.00,43.97
91.00,1.00
92.00,1.00
93.00,35.96
94.00,20.59
95.00,52.24
96.00,14.62
97.00,30.58
98.00,18.26
99.00,68.90
100.00,56.82
101.00,93.60
102.00,29.66
103.00,1.00
104.00,38.44
105.00,66.11
106.00,46.18
107.00,10.33
108.00,1.00
109.00,10.67
110.00,1.00
111.00,31.80
112.00,1.00
113.00,35.43
114.00,1.00
115.00,19.08
116.00,39.75
117.00,15.91
118.00,30.85
119.00,48.32
120.00,45.90
121.00,1.43
122.00,1.00
123.00,1.00
124.00,37.92
125.00,56.64
126.00,58.51
127.00,15.68
128.00,17.76
129.00,11.95
130.00,30.52
131.00,10.74
132.00,1.00
133.00,6.43
134.00,21.73
135.00,31.74
