@relation Dynamic_Log_Rate_s2_alpha0.8
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,27.44
1.00,19.83
2.00,21.98
3.00,26.43
4.00,13.15
5.00,27.31
6.00,28.96
7.00,25.67
8.00,26.55
9.00,15.93
10.00,18.39
11.00,21.20
12.00,10.04
13.00,27.50
14.00,22.39
15.00,39.14
16.00,13.30
17.00,30.99
18.00,25.14
19.00,32.99
20.00,28.23
21.00,20.84
22.00,25.37
23.00,31.26
24.00,33.72
25.00,27.98
26.00,42.00
27.00,37.96
28.00,33.30
29.00,32.72
30.00,31.39
31.00,50.47
32.00,24.09
33.00,38.26
34.00,37.86
35.00,20.11
36.00,38.63
37.00,20.63
38.00,30.60
39.00,37.37
40.00,23.00
41.00,50.13
42.00,30.67
43.00,36.30
44.00,27.64
45.00,31.72
46.00,35.39
47.00,27.12
48.00,44.85
49.00,36.64
50.00,49.54
51.00,32.90
52.00,44.63
53.00,42.81
54.00,29.70
55.00,37.55
56.00,35.35
57.00,31.83
58.00,44.34
59.00,47.66
60.00,38.67
61.00,21.16
62.00,48.05
63.00,47.18
64.00,57.85
65.00,40.54
66.00,44.24
67.00,46.09
68.00,53.19
69.00,47.44
70.00,38.83
71.00,39.36
72.00,32.16
73.00,38.90
74.00,51.16
75.00,43.29
76.00,34.70
77.00,54.06
78.00,46.40
79.00,44.13
80.00,58.76
81.00,45.15
82.00,44.32
83.00,52.27
84.00,40.12
85.00,52.23
86.00,45.46
87.00,44.44
88.00,49.30
89.00,45.33
90.00,49.53
91.00,46.08
92.00,44.35
93.00,49.50
94.00,49.46
95.00,43.11
96.00,60.25
97.00,59.18
98.00,52.17
99.00,58.35
100.00,58.95
101.00,51.92
102.00,56.88
103.00,58.18
104.00,57.49
105.00,48.37
106.00,55.07
107.00,46.90
108.00,56.10
109.00,63.10
110.00,57.31
111.00,54.81
112.00,54.93
113.00,62.83
114.00,51.46
115.00,53.60
116.00,57.38
117.00,52.20
118.00,60.87
119.00,58.64
120.00,56.08
121.00,62.77
122.00,66.24
123.00,54.84
124.00,63.48
125.00,48.49
126.00,58.20
127.00,60.92
128.00,54.15
129.00,62.81
130.00,61.88
131.00,66.04
132.00,69.28
133.00,57.08
134.00,53.81
135.00,61.95
136.00,64.14
137.00,60.69
138.00,65.39
139.00,67.69
140.00,73.11
141.00,63.99
142.00,62.43
143.00,70.98
144.00,65.68
145.00,70.91
146.00,55.02
147.00,71.00
148.00,86.66
149.00,64.82
150.00,69.78
151.00,67.52
152.00,66.41
153.00,79.59
154.00,60.85
155.00,75.42
156.00,77.68
157.00,78.30
158.00,71.44
159.00,67.74
160.00,77.78
161.00,62.84
162.00,74.34
163.00,70.26
164.00,64.26
165.00,78.03
166.00,69.52
167.00,77.10
168.00,69.71
169.00,86.18
170.00,84.07
171.00,79.98
172.00,73.27
173.00,69.34
174.00,78.06
175.00,69.67
176.00,73.90
177.00,71.36
178.00,71.55
179.00,81.98
180.00,91.26
181.00,80.42
182.00,85.01
183.00,70.77
184.00,80.86
185.00,83.16
186.00,83.05
187.00,72.02
188.00,70.49
189.00,82.69
190.00,79.53
191.00,74.69
192.00,77.77
193.00,80.52
194.00,78.87
195.00,80.59
196.00,73.48
197.00,79.71
198.00,83.86
199.00,72.37
200.00,71.84
201.00,86.27
202.00,70.92
203.00,83.11
204.00,83.78
205.00,89.16
206.00,85.30
207.00,78.67
208.00,92.78
209.00,89.11
210.00,86.84
211.00,74.91
212.00,92.51
213.00,87.80
214.00,85.45
215.00,75.57
216.00,95.88
217.00,88.03
218.00,88.29
219.00,88.58
220.00,78.83
221.00,74.95
222.00,86.74
223.00,91.17
224.00,84.90
225.00,91.07
226.00,90.00
227.00,89.07
228.00,91.45
229.00,87.60
230.00,79.11
231.00,90.49
232.00,92.44
233.00,89.94
234.00,86.33
235.00,97.62
236.00,78.49
237.00,96.82
238.00,86.29
239.00,97.56
240.00,75.76
241.00,77.26
242.00,98.07
243.00,86.26
244.00,86.86
245.00,90.94
246.00,94.87
247.00,95.33
248.00,90.77
249.00,80.51
250.00,98.93
251.00,83.16
252.00,97.17
253.00,85.71
254.00,84.40
255.00,87.84
256.00,90.32
257.00,106.98
258.00,97.19
259.00,92.95
260.00,89.78
261.00,96.62
262.00,106.17
263.00,91.99
264.00,92.88
265.00,91.79
266.00,97.60
267.00,90.00
268.00,87.28
269.00,87.22
270.00,93.87
271.00,101.12
272.00,89.03
273.00,84.75
274.00,93.88
275.00,99.79
276.00,99.04
277.00,99.72
278.00,97.98
279.00,107.79
280.00,89.96
281.00,87.93
