@relation Dynamic_Log_Rate_s4_alpha0.3
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,41.43
1.00,10.14
2.00,45.23
3.00,18.11
4.00,16.67
5.00,1.00
6.00,65.98
7.00,60.35
8.00,11.59
9.00,1.00
10.00,1.00
11.00,13.88
12.00,50.58
13.00,15.14
14.00,42.00
15.00,9.23
16.00,50.84
17.00,9.16
18.00,1.00
19.00,31.31
20.00,51.14
21.00,32.68
22.00,1.00
23.00,51.78
24.00,2.54
25.00,1.00
26.00,1.00
27.00,33.61
28.00,40.85
29.00,6.60
30.00,26.51
31.00,18.11
32.00,45.38
33.00,8.60
34.00,2.23
35.00,40.53
36.00,1.00
37.00,51.58
38.00,1.00
39.00,25.42
40.00,49.73
41.00,1.00
42.00,23.87
43.00,39.66
44.00,13.34
45.00,46.35
46.00,17.25
47.00,7.14
48.00,13.29
49.00,50.72
50.00,21.00
51.00,9.65
52.00,32.58
53.00,18.09
54.00,2.28
55.00,7.02
56.00,8.74
57.00,19.66
58.00,33.53
59.00,42.87
60.00,1.00
61.00,41.77
62.00,30.73
63.00,56.43
64.00,32.43
65.00,46.74
66.00,39.10
67.00,60.89
68.00,65.12
69.00,7.06
70.00,78.79
71.00,9.42
72.00,44.55
73.00,30.56
74.00,40.97
75.00,15.05
76.00,24.79
77.00,36.45
78.00,65.49
79.00,53.83
80.00,10.53
81.00,20.54
82.00,38.13
83.00,40.29
84.00,47.72
85.00,36.77
86.00,17.40
87.00,30.15
88.00,57.05
89.00,41.02
90.00,11.75
91.00,1.00
92.00,75.09
93.00,57.88
94.00,15.36
95.00,25.26
96.00,41.97
97.00,25.79
98.00,28.45
99.00,12.33
100.00,28.22
101.00,26.97
102.00,50.96
103.00,4.31
104.00,38.73
105.00,7.44
106.00,29.23
107.00,40.11
108.00,46.02
109.00,24.26
110.00,1.00
111.00,43.50
112.00,30.27
113.00,8.22
114.00,42.45
115.00,67.59
116.00,49.96
117.00,49.05
118.00,1.00
119.00,69.86
120.00,27.18
121.00,32.37
122.00,16.94
123.00,54.11
124.00,47.89
125.00,58.15
126.00,37.70
127.00,35.10
128.00,33.42
129.00,1.00
130.00,34.65
131.00,51.25
132.00,31.14
133.00,28.15
134.00,40.73
135.00,62.20
136.00,56.25
137.00,14.92
138.00,55.27
139.00,48.86
140.00,55.61
141.00,27.12
142.00,57.23
143.00,15.87
144.00,28.86
145.00,46.31
146.00,42.96
147.00,63.88
148.00,32.55
149.00,55.58
150.00,52.58
151.00,61.36
152.00,39.08
153.00,40.26
154.00,69.25
155.00,68.68
156.00,72.08
157.00,69.07
158.00,18.06
159.00,56.54
160.00,97.74
161.00,1.00
162.00,43.45
163.00,1.00
164.00,29.40
165.00,9.81
166.00,48.24
167.00,18.67
168.00,23.48
169.00,70.70
170.00,30.19
171.00,1.00
172.00,64.20
173.00,75.77
174.00,77.42
175.00,43.50
176.00,1.00
177.00,93.39
178.00,35.51
179.00,39.65
180.00,87.44
181.00,48.82
182.00,15.90
183.00,21.98
184.00,69.71
185.00,53.82
186.00,61.37
187.00,52.18
188.00,64.16
189.00,57.74
190.00,9.84
191.00,44.70
