@relation Dynamic_Log_Rate_s4_alpha0.5
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,20.55
1.00,29.47
2.00,39.95
3.00,1.00
4.00,9.39
5.00,6.71
6.00,23.74
7.00,4.95
8.00,38.43
9.00,51.54
10.00,15.12
11.00,11.95
12.00,31.07
13.00,30.37
14.00,13.98
15.00,6.42
16.00,45.88
17.00,11.54
18.00,52.11
19.00,39.26
20.00,35.38
21.00,29.24
22.00,23.87
23.00,30.17
24.00,26.56
25.00,24.57
26.00,24.20
27.00,25.45
28.00,22.00
29.00,13.73
30.00,26.02
31.00,44.44
32.00,30.88
33.00,23.09
34.00,33.34
35.00,16.47
36.00,44.06
37.00,34.23
38.00,53.16
39.00,15.32
40.00,17.03
41.00,39.20
42.00,51.10
43.00,1.00
44.00,9.49
45.00,25.18
46.00,7.99
47.00,27.54
48.00,7.49
49.00,41.05
50.00,34.32
51.00,17.03
52.00,44.49
53.00,58.02
54.00,37.53
55.00,41.36
56.00,25.07
57.00,9.92
58.00,23.44
59.00,19.48
60.00,30.95
61.00,17.46
62.00,25.31
63.00,35.84
64.00,46.89
65.00,54.39
66.00,32.83
67.00,17.69
68.00,54.48
69.00,44.99
70.00,38.06
71.00,46.84
72.00,33.51
73.00,32.34
74.00,64.63
75.00,27.34
76.00,36.54
77.00,24.81
78.00,32.84
79.00,32.19
80.00,39.68
81.00,28.53
82.00,31.05
83.00,48.78
84.00,72.58
85.00,61.95
86.00,58.27
87.00,52.29
88.00,57.62
89.00,33.29
90.00,60.52
91.00,55.16
92.00,42.65
93.00,30.97
94.00,56.64
95.00,35.23
96.00,47.68
97.00,2.85
98.00,48.42
99.00,64.55
100.00,31.27
101.00,49.94
102.00,55.20
103.00,27.50
104.00,33.89
105.00,27.65
106.00,63.41
107.00,45.57
108.00,29.45
109.00,34.17
110.00,50.20
111.00,47.33
112.00,38.74
113.00,75.77
114.00,48.75
115.00,50.41
116.00,50.84
117.00,35.99
118.00,33.68
119.00,38.25
120.00,49.78
121.00,39.07
122.00,43.47
123.00,28.48
124.00,31.82
125.00,51.13
126.00,37.13
127.00,73.59
128.00,38.23
129.00,56.46
130.00,43.11
131.00,8.07
132.00,53.84
133.00,51.86
134.00,72.81
135.00,39.48
136.00,58.38
137.00,41.72
138.00,51.41
139.00,59.32
140.00,62.71
141.00,54.45
142.00,54.27
143.00,55.40
144.00,52.01
145.00,68.75
146.00,70.10
147.00,58.99
148.00,56.84
149.00,64.66
150.00,49.38
151.00,43.40
152.00,49.63
153.00,72.66
154.00,67.49
155.00,47.58
156.00,65.48
157.00,56.23
