@relation Dynamic_Log_Rate_s4_alpha0.9
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,21.47
1.00,20.66
2.00,21.60
3.00,23.77
4.00,21.42
5.00,16.51
6.00,17.65
7.00,26.45
8.00,24.12
9.00,24.39
10.00,21.88
11.00,18.26
12.00,25.22
13.00,26.79
14.00,25.48
15.00,21.74
16.00,16.97
17.00,27.79
18.00,26.34
19.00,27.06
20.00,29.24
21.00,28.05
22.00,32.00
23.00,30.58
24.00,27.37
25.00,25.05
26.00,33.10
27.00,28.61
28.00,26.25
29.00,37.83
30.00,34.57
31.00,32.75
32.00,33.63
33.00,33.07
34.00,33.23
35.00,28.91
36.00,30.07
37.00,34.92
38.00,33.94
39.00,36.68
40.00,36.30
41.00,35.77
42.00,34.51
43.00,34.43
44.00,38.03
45.00,33.80
46.00,42.09
47.00,41.92
48.00,40.79
49.00,38.00
50.00,40.37
51.00,42.02
52.00,42.72
53.00,42.75
54.00,37.71
55.00,36.89
56.00,40.12
57.00,39.61
58.00,44.97
59.00,45.03
60.00,41.26
61.00,43.17
62.00,47.50
63.00,42.65
64.00,44.86
65.00,44.85
66.00,50.60
67.00,42.04
68.00,44.38
69.00,44.55
70.00,49.26
71.00,43.18
72.00,48.23
73.00,51.13
74.00,50.67
75.00,53.70
76.00,50.19
77.00,54.42
78.00,47.88
79.00,51.16
80.00,46.83
81.00,49.84
82.00,51.99
83.00,48.20
84.00,52.91
85.00,54.84
86.00,48.99
87.00,53.46
88.00,54.80
89.00,55.64
90.00,60.68
91.00,52.63
92.00,53.27
93.00,59.10
94.00,59.59
95.00,59.19
96.00,60.06
97.00,59.34
98.00,52.97
99.00,59.23
100.00,58.80
101.00,57.74
102.00,58.57
103.00,57.61
104.00,63.38
105.00,64.31
106.00,58.85
107.00,58.11
108.00,60.73
109.00,63.28
110.00,57.66
111.00,57.40
112.00,64.14
113.00,55.77
114.00,67.29
115.00,60.08
116.00,67.67
117.00,61.82
118.00,64.13
119.00,65.85
120.00,65.15
121.00,63.40
122.00,64.62
123.00,65.15
124.00,63.40
125.00,67.07
126.00,69.52
127.00,64.64
128.00,70.28
129.00,68.74
130.00,67.46
131.00,70.80
132.00,70.37
133.00,74.08
134.00,67.97
135.00,71.19
136.00,76.60
137.00,62.14
138.00,65.90
139.00,76.97
140.00,74.30
141.00,74.88
142.00,78.96
143.00,74.34
144.00,74.56
145.00,75.14
146.00,72.90
147.00,72.60
148.00,75.83
149.00,77.23
150.00,70.05
151.00,74.46
152.00,73.56
153.00,73.53
154.00,79.24
155.00,74.91
156.00,75.60
157.00,74.00
158.00,80.24
159.00,82.75
160.00,73.54
161.00,83.46
162.00,80.03
163.00,79.75
164.00,73.79
165.00,80.10
166.00,76.94
167.00,71.93
168.00,82.81
169.00,80.43
170.00,78.05
171.00,84.72
172.00,84.31
