@relation Dynamic_Log_Rate_s4_alpha0.2
@attribute Time numeric
@attribute log_rate_msg_per_sec numeric
@data
0.00,6.77
1.00,8.79
2.00,52.55
3.00,39.10
4.00,24.61
5.00,44.58
6.00,24.96
7.00,1.00
8.00,56.53
9.00,42.82
10.00,61.21
11.00,6.12
12.00,36.41
13.00,1.00
14.00,23.36
15.00,75.27
16.00,26.34
17.00,23.40
18.00,29.12
19.00,8.58
20.00,9.15
21.00,13.64
22.00,8.72
23.00,10.75
24.00,20.56
25.00,44.38
26.00,38.86
27.00,37.04
28.00,11.29
29.00,3.42
30.00,25.11
31.00,40.96
32.00,1.00
33.00,1.00
34.00,17.69
35.00,21.01
36.00,34.54
37.00,74.64
38.00,62.21
39.00,69.07
40.00,1.82
41.00,35.69
42.00,22.44
43.00,44.78
44.00,13.99
45.00,51.42
46.00,12.44
47.00,86.46
48.00,23.03
49.00,28.49
50.00,53.14
51.00,11.33
52.00,19.58
53.00,43.67
54.00,9.36
55.00,1.00
56.00,2.08
57.00,34.97
58.00,20.29
59.00,40.82
60.00,39.49
61.00,17.09
62.00,27.72
63.00,10.00
64.00,15.00
65.00,53.73
66.00,33.04
67.00,38.92
68.00,15.83
69.00,1.81
70.00,13.34
71.00,14.77
72.00,6.15
73.00,1.00
74.00,1.00
75.00,59.44
76.00,32.76
77.00,11.32
78.00,17.68
79.00,12.19
80.00,8.16
81.00,49.36
82.00,33.57
83.00,56.77
84.00,32.99
85.00,9.79
86.00,58.63
87.00,20.08
88.00,49.34
89.00,1.00
90.00,20.44
91.00,25.57
92.00,37.82
93.00,33.16
94.00,56.98
95.00,49.27
96.00,31.75
97.00,74.36
98.00,47.47
99.00,39.94
100.00,82.84
101.00,9.99
102.00,86.42
103.00,7.78
104.00,73.56
105.00,32.45
106.00,33.94
107.00,3.25
108.00,11.01
109.00,64.64
110.00,1.00
111.00,45.69
112.00,30.88
113.00,70.79
114.00,1.00
115.00,16.60
116.00,45.07
117.00,49.92
118.00,66.78
119.00,70.65
120.00,33.03
121.00,23.56
122.00,43.17
123.00,72.02
124.00,67.00
125.00,3.68
126.00,47.17
127.00,1.00
128.00,65.85
129.00,66.27
130.00,15.56
131.00,47.86
132.00,80.35
133.00,75.91
134.00,30.16
135.00,39.16
136.00,3.80
137.00,40.35
138.00,23.35
139.00,33.13
140.00,27.97
141.00,59.68
142.00,28.22
143.00,24.63
144.00,16.63
145.00,30.15
146.00,1.00
147.00,31.20
148.00,1.00
149.00,24.10
150.00,5.21
151.00,17.72
152.00,66.70
153.00,13.44
154.00,1.00
155.00,15.83
156.00,18.09
157.00,43.21
158.00,1.00
159.00,8.32
160.00,19.72
161.00,11.29
162.00,51.45
163.00,52.86
164.00,28.62
165.00,30.78
166.00,58.72
167.00,12.06
168.00,42.33
169.00,7.67
170.00,35.53
171.00,64.39
172.00,24.23
173.00,29.89
174.00,7.99
175.00,19.50
176.00,7.95
177.00,49.86
178.00,29.56
179.00,16.23
180.00,16.02
181.00,21.40
182.00,48.31
183.00,47.44
184.00,47.88
185.00,13.42
186.00,65.30
187.00,7.41
188.00,43.89
189.00,1.00
190.00,45.85
191.00,1.00
192.00,48.50
193.00,62.28
194.00,41.58
195.00,18.54
196.00,5.82
197.00,65.74
198.00,19.04
199.00,25.90
200.00,49.83
201.00,50.95
202.00,55.33
203.00,9.68
204.00,28.21
205.00,35.93
206.00,61.03
207.00,52.19
208.00,38.01
209.00,14.79
210.00,40.23
211.00,1.00
212.00,11.43
213.00,17.28
214.00,27.48
215.00,19.22
216.00,49.89
217.00,16.17
218.00,56.48
219.00,67.93
220.00,18.18
221.00,40.60
222.00,44.39
223.00,19.62
224.00,1.00
225.00,44.46
226.00,5.56
227.00,47.88
228.00,2.54
229.00,28.75
230.00,66.98
231.00,67.85
232.00,79.65
233.00,65.87
234.00,26.76
235.00,25.05
236.00,10.35
237.00,13.76
238.00,19.50
239.00,47.75
240.00,1.00
241.00,1.00
242.00,49.14
243.00,23.51
244.00,35.36
245.00,38.80
246.00,44.52
247.00,77.44
248.00,77.31
249.00,52.03
250.00,65.34
251.00,5.63
252.00,24.22
253.00,64.61
254.00,1.00
255.00,24.53
256.00,58.99
257.00,42.06
258.00,1.00
259.00,1.00
260.00,44.96
261.00,21.59
262.00,17.93
263.00,68.65
264.00,50.44
265.00,36.41
266.00,22.77
267.00,50.45
268.00,62.95
269.00,15.99
270.00,22.87
271.00,15.69
272.00,51.29
273.00,89.17
274.00,53.81
275.00,55.70
276.00,37.64
277.00,24.32
278.00,22.26
279.00,12.69
280.00,61.55
281.00,54.79
282.00,72.52
283.00,50.31
284.00,81.86
285.00,38.49
286.00,60.21
287.00,20.07
288.00,1.00
289.00,31.46
290.00,33.26
291.00,1.00
292.00,17.09
293.00,1.00
294.00,82.86
295.00,38.58
296.00,26.32
297.00,24.36
298.00,46.45
299.00,9.09
300.00,32.12
301.00,13.09
302.00,64.87
303.00,63.65
304.00,75.81
305.00,62.69
306.00,10.96
307.00,11.61
308.00,58.71
309.00,16.11
310.00,46.94
311.00,14.88
312.00,77.27
313.00,72.89
314.00,97.16
315.00,6.84
316.00,45.59
317.00,30.02
318.00,43.09
319.00,50.80
320.00,1.00
321.00,69.53
322.00,4.50
323.00,20.45
324.00,44.54
325.00,79.11
326.00,38.36
327.00,24.81
328.00,33.00
329.00,68.22
330.00,32.36
331.00,23.25
332.00,36.85
333.00,37.62
334.00,30.12
335.00,33.75
336.00,63.73
337.00,37.43
338.00,26.58
339.00,1.00
340.00,88.33
341.00,50.77
342.00,15.43
343.00,89.45
344.00,37.40
345.00,29.19
346.00,40.36
347.00,75.81
348.00,13.89
349.00,60.22
350.00,4.92
351.00,64.94
352.00,24.58
353.00,32.87
354.00,38.52
355.00,55.10
356.00,30.29
357.00,45.84
358.00,14.27
359.00,28.83
360.00,16.45
361.00,40.12
362.00,1.43
363.00,73.52
364.00,39.45
365.00,25.56
366.00,35.42
367.00,15.69
368.00,40.06
369.00,28.96
370.00,77.57
371.00,18.46
372.00,30.03
373.00,56.25
374.00,38.19
375.00,73.10
376.00,53.13
377.00,46.86
378.00,59.29
379.00,28.46
380.00,32.23
381.00,53.55
382.00,17.14
383.00,55.22
384.00,17.37
385.00,18.28
386.00,87.54
387.00,56.89
388.00,59.57
389.00,18.21
390.00,45.25
391.00,46.21
392.00,7.58
393.00,38.92
394.00,41.03
395.00,1.00
396.00,64.58
397.00,70.46
398.00,27.76
399.00,78.99
400.00,38.55
401.00,40.46
402.00,43.09
403.00,54.33
404.00,43.35
405.00,41.77
406.00,16.78
407.00,36.77
408.00,38.31
409.00,4.85
410.00,48.00
411.00,30.34
412.00,32.92
413.00,24.60
414.00,30.20
415.00,74.41
416.00,1.00
417.00,46.95
418.00,33.97
419.00,13.36
420.00,25.77
421.00,19.31
422.00,87.95
423.00,1.00
424.00,1.00
425.00,37.83
426.00,1.00
427.00,31.83
