Time,log_rate_msg_per_sec
0.0,53.83459663230663
1.0,23.782212648665187
2.0,12.603373481641945
3.0,1.0
4.0,33.773367527162534
5.0,54.631898939090945
6.0,51.98432734145153
7.0,28.77339892266236
8.0,34.75086969766268
9.0,9.779767050693623
10.0,38.08782350320935
11.0,27.98201555453355
12.0,2.7530297950297467
13.0,23.811584887565388
14.0,25.385862723017258
15.0,43.345530715143674
16.0,1.0
17.0,15.10973857596754
18.0,45.369248755489124
19.0,31.668680868468147
20.0,1.0
21.0,38.18847600928654
22.0,1.0
23.0,24.574940189035694
24.0,29.83498118290421
25.0,30.400726301726337
26.0,22.66862691473528
27.0,9.481472431487283
28.0,1.0
29.0,30.924599564059623
30.0,21.18119007672531
31.0,3.4422993351590954
32.0,3.963596493073016
33.0,1.0
34.0,49.041132713024396
35.0,18.723067677426414
36.0,1.9213974287474187
37.0,27.037030624508162
38.0,1.0
39.0,1.0
40.0,56.809235322605
41.0,10.56285039177899
42.0,15.410818820220285
43.0,20.473483197808946
44.0,50.14513062248729
45.0,46.16898381796511
46.0,26.131141611760803
47.0,39.74435866927236
48.0,32.67962485005783
49.0,13.305041515853556
50.0,1.0
51.0,1.0
52.0,28.3683575214295
53.0,4.0060122640648395
54.0,1.1767243762320518
55.0,17.889637299419917
56.0,45.086188995261935
57.0,66.03317851096197
58.0,35.31185734278095
59.0,1.0
60.0,45.98465001937505
61.0,35.97589834463897
62.0,4.035141077591298
63.0,14.936042684710127
64.0,32.306896523151416
65.0,31.648077425535455
66.0,21.885335143029533
67.0,53.86686061559138
68.0,24.496745971423707
69.0,21.677024197699943
70.0,45.37579815154125
71.0,25.864941385949578
72.0,22.286347049886718
73.0,69.14559109838694
74.0,51.808894584970744
75.0,21.753062473372005
76.0,10.089397250824145
77.0,63.435850738789334
78.0,27.475305904173574
79.0,61.03040253509254
80.0,13.984035929424106
81.0,32.40427211987158
82.0,18.886813704209672
83.0,1.0
84.0,33.64864227158486
85.0,67.92810243159414
86.0,31.734450466488543
87.0,29.95339035751366
88.0,31.4838935594093
89.0,32.20507842532083
90.0,69.90054824133036
91.0,1.0
92.0,69.34643240037792
93.0,16.081104364229834
94.0,29.92576333776571
95.0,6.676008509074961
96.0,59.893005980371754
97.0,60.812957184917806
98.0,19.584615998140663
99.0,11.984856440194484
100.0,20.552778708779293
101.0,62.019372133314775
102.0,25.32230443920012
103.0,22.314629515583473
104.0,23.681136414036132
105.0,76.89718109842589
106.0,59.05566891843294
107.0,49.80654509819992
108.0,40.11243677734526
109.0,34.68327882554994
110.0,35.79827319455698
111.0,32.347606020069925
112.0,19.381819013526012
113.0,41.07511156489984
114.0,46.579636617460665
115.0,38.51248739864691
116.0,41.51901787405087
117.0,26.15389602965496
118.0,55.07175823125063
119.0,31.035583634498256
120.0,79.76263384205308
121.0,30.732638909807896
122.0,35.58549620482678
123.0,25.101428477573627
124.0,8.680753682353764
125.0,59.4465418385096
126.0,31.950818988131363
127.0,58.58761314005149
128.0,44.62551339540556
129.0,37.65721151221765
130.0,39.450008120349025
131.0,7.298694754140168
132.0,41.210248948840174
133.0,23.678786408938855
134.0,48.988511040523875
135.0,8.785149700606567
136.0,15.430289379757212
137.0,38.57960487376329
138.0,33.03615798172577
139.0,41.490872868659764
140.0,39.54526127772588
141.0,36.31074456716524
142.0,43.310668358083085
143.0,52.47247490057058
144.0,84.90193462686645
145.0,1.0
146.0,18.181874197686362
147.0,19.622270484378888
148.0,45.315699955296516
149.0,21.544984367733893
150.0,58.772426801004535
151.0,22.502803974268204
152.0,32.15209264874829
153.0,18.44063983510887
154.0,42.79017939247007
155.0,14.067488658242652
156.0,28.17934073091849
157.0,84.3876244187532
158.0,47.986443451114994
159.0,26.091227431373575
160.0,51.1419488476179
161.0,61.30589525831763
162.0,71.98909007760011
163.0,12.165932451861526
164.0,62.34144036388619
165.0,92.64670375038483
166.0,42.19175326938006
167.0,51.050930856396356
168.0,59.26167330828211
169.0,66.05796424087238
170.0,49.892176013988944
171.0,53.94755338971106
172.0,83.55363613022047
173.0,29.942930520053196
174.0,64.46751555638299
175.0,23.865978143613184
176.0,15.369655612137112
177.0,52.41739461417629
178.0,7.936619433601578
179.0,8.744437195726896
180.0,29.739784796875114
181.0,73.52833537167956
182.0,37.06853710691212
183.0,78.8735112176548
184.0,73.46794085344979
185.0,19.684493996108035
186.0,58.10663317903405
187.0,12.734176398017812
188.0,23.686878398964847
189.0,36.88521887688198
190.0,40.750733115629984
191.0,56.07693148107512
192.0,34.244692868057136
193.0,44.09113112355913
194.0,46.715631137168764
195.0,33.59580497263802
196.0,53.06993464043505
197.0,31.256937017081583
198.0,50.93635069985487
199.0,11.735592458970007
200.0,56.62739243212352
201.0,47.276091920942136
202.0,35.220290936213814
203.0,52.6158805268018
204.0,41.87496091119785
205.0,70.42379907083152
206.0,32.2623169106999
207.0,48.24938754114044
208.0,40.1583703794346
209.0,56.379718185736635
210.0,65.7853787852915
211.0,22.067932868622048
212.0,30.217548198102833
213.0,23.85829086723135
214.0,56.72225139195083
215.0,46.56626939281002
216.0,45.42092510463975
217.0,87.40982868725283
218.0,74.48744366738912
219.0,45.4294777874756
220.0,72.76166377947922
221.0,59.45186685824221
222.0,67.10785753708022
223.0,33.42406854845925
224.0,47.5795237468524
225.0,50.8449512261859
226.0,59.487663785866076
227.0,25.519085846527876
228.0,22.51877722664829
229.0,9.09355240538084
230.0,17.483121960264278
231.0,29.217318048501976
232.0,29.575451553016592
233.0,37.71249328446515
234.0,32.32457046901675
235.0,36.29952568983808
236.0,48.62090163741727
237.0,49.39056012079519
238.0,41.94207896292978
239.0,24.750223629112302
240.0,81.51871984245994
241.0,41.3188232625996
242.0,30.194219184863986
243.0,19.346857595501316
244.0,35.371313211467886
245.0,42.076184168748846
246.0,14.245382366992523
247.0,66.84529396448029
248.0,70.98723031169746
249.0,61.07718686356311
250.0,49.76829160201092
251.0,33.83767338117292
252.0,45.24680938318346
253.0,40.681207751732416
254.0,11.822003343225283
255.0,32.50501213450502
256.0,59.94253120946799
257.0,44.97912126505051
258.0,23.159625734589877
259.0,50.7892109326091
260.0,53.25572360797178
261.0,52.36824517706236
262.0,60.18537999557752
263.0,59.12369395662712
264.0,82.02841423935725
265.0,50.53462995857209
266.0,22.27703112595195
267.0,24.318745056844303
268.0,57.00714959285287
269.0,48.668020675140994
270.0,51.538647610227365
271.0,55.871957064259874
272.0,69.0677216989891
273.0,13.474849756376308
274.0,57.975871940125614
275.0,58.905999793765865
276.0,34.397021338775296
277.0,85.4671414515644
278.0,40.423138954847474
279.0,39.07059035299184
280.0,38.3014534235724
281.0,61.07722692729348
282.0,34.138258308061516
283.0,37.3177526682659
284.0,26.152336965724786
285.0,32.38070841112567
286.0,49.38826725705139
287.0,48.10589175619564
288.0,85.00010169475814
289.0,77.65183060238367
290.0,40.61842755715268
291.0,2.8316919592078307
292.0,33.24169240625798
293.0,1.0
294.0,46.46928681574004
295.0,44.702943813980895
296.0,29.500257663520664
297.0,19.334449258151658
298.0,49.26307788814842
299.0,57.89997773899115
300.0,55.47859053813607
301.0,75.78880711200276
302.0,22.222487647665346
303.0,44.898216216902135
304.0,59.262912325367395
305.0,72.92232832204351
306.0,47.25766222943427
307.0,73.88615810390164
308.0,78.19976352788728
309.0,50.03412579653508
310.0,87.88216358666087
311.0,22.27048091279246
312.0,73.35658164269614
313.0,42.59026537820455
314.0,58.577932199529684
315.0,66.71693222657883
316.0,46.73855009521956
317.0,42.407551948836264
318.0,52.259434538331185
319.0,75.44684737267197
320.0,41.521147725028555
321.0,33.64075427618194
322.0,45.52722607238041
323.0,62.77582750444837
324.0,48.218075341107266
325.0,24.49961827185463
326.0,60.528562791531535
327.0,62.56381386579452
328.0,64.23892407613681
329.0,6.8333478361238775
330.0,10.011694904439956
331.0,67.81597339382468
332.0,15.847691558441078
333.0,55.64735742090487
334.0,86.73045927281066
335.0,47.287394408394654
336.0,74.97130451394192
337.0,42.60378506953835
338.0,74.26827508495731
339.0,66.65419586818716
340.0,72.64933009838592
341.0,52.366976981010495
342.0,37.402736698251374
343.0,21.40202126034334
344.0,29.25190436602223
345.0,21.419004851888456
346.0,66.11374184658058
347.0,55.919816722317535
348.0,45.124733018759564
349.0,44.40136797907453
350.0,59.80597949070067
351.0,49.90776403544431
352.0,51.81361607534195
353.0,67.66839784807246
354.0,40.09692982522143
355.0,37.37750423568653
356.0,48.295830627763
357.0,58.84164881307471
358.0,46.02640620960429
359.0,69.63665270894904
360.0,70.79866061243614
361.0,79.34853896617479
362.0,63.379321749499326
363.0,51.70865202624822
364.0,92.46775659362166
365.0,45.7376488535488
366.0,80.93022950618494
367.0,14.76146329963234
368.0,70.73096747714888
369.0,22.036495347136007
370.0,54.39476569312927
371.0,64.122744170238
372.0,32.84076886683988
373.0,45.74204270838828
374.0,46.69236482866081
375.0,54.527678245791606
376.0,40.45211953818512
377.0,27.73979177479187
378.0,46.058705564651575
379.0,31.509714179176758
380.0,28.490282675084913
381.0,25.31803992047714
382.0,89.54119223365404
383.0,9.0160088132697
384.0,28.29968828664552
385.0,36.18505355909801
386.0,67.44221723807269
387.0,67.9080421871359
388.0,18.152819687878242
389.0,17.217835870698117
390.0,46.78519053498063
391.0,20.247686781547355
392.0,46.92712627046588
393.0,70.06842285765842
394.0,62.04394639451248
395.0,1.0
396.0,26.015567602660003
397.0,20.657613387136777
398.0,44.49040352915604
399.0,28.717489983841855
400.0,95.22921070244453
401.0,39.92828161166179
402.0,47.46075873482219
403.0,52.22463069097016
404.0,28.12718375602715
405.0,28.223865557495884
406.0,31.195342259800498
407.0,29.6921531587476
408.0,22.553468717193745
409.0,55.24550659173737
410.0,47.75777855508662
411.0,9.475375685184453
412.0,63.38965641764336
413.0,79.31029426714252
414.0,51.92545553558463
415.0,59.67062166787349
416.0,16.385314563285206
417.0,63.16023832209075
418.0,55.83544379050647
419.0,24.03923741287571
420.0,33.72367372160797
421.0,40.74966930737865
422.0,10.255332325789894
423.0,58.532454339761244
424.0,15.305076743523912
425.0,47.57214172630574
426.0,61.85509998057351
427.0,40.31707396690145
428.0,69.57361831045255
429.0,67.5229326124277
430.0,69.08187322239291
431.0,48.85115547298121
432.0,76.03328845054546
433.0,65.14509271920045
434.0,18.97589152186129
435.0,45.06174824509001
436.0,42.748742425294395
437.0,40.87865689162098
438.0,68.42585691822154
439.0,45.70956659468013
440.0,16.954342947284694
441.0,38.48088503581097
442.0,29.960930646372418
443.0,41.62978692130469
444.0,41.568681362550095
445.0,13.119114570853661
446.0,11.486462192354395
447.0,61.00052397436931
448.0,45.51107106343069
449.0,30.086729422352175
450.0,45.7080938164109
451.0,75.3383274950441
452.0,28.037125739451916
453.0,65.82177934575691
454.0,49.16748133497446
455.0,79.4376031251977
456.0,73.02447495669311
457.0,34.070673656806036
458.0,21.560987652080872
459.0,87.14173303316511
460.0,34.04922901712095
461.0,23.461186397496807
462.0,48.301443001866545
463.0,45.41921556823942
464.0,64.82049487152523
465.0,28.868442423666963
466.0,23.780762368888098
467.0,44.11268610847268
468.0,74.44678527333909
