Time,target_send_rate,total_file_size_bytes,total_dir_size_bytes
0.0000,10.0000,92147.6268,92147.6268
1.0000,10.0000,184295.2536,184295.2536
2.0000,10.0000,276442.8804,276442.8804
3.0000,16.7800,478045.0374,478045.0374
4.0000,15.2700,655270.1526,655270.1526
5.0000,10.0000,747417.7794,747417.7794
6.0000,10.0000,839565.4062,839565.4062
7.0000,10.0000,931713.0330,931713.0330
8.0000,10.0000,1023860.6598,1023860.6598
9.0000,10.0000,1116008.2866,1116008.2866
10.0000,10.0000,1208155.9134,1208155.9134
11.0000,10.0000,1300303.5402,1300303.5402
12.0000,10.0000,1392451.1670,1392451.1670
13.0000,10.0000,1484598.7938,1484598.7938
14.0000,15.1500,1659886.6608,1659886.6608
15.0000,10.0000,1752034.2876,1752034.2876
16.0000,10.1000,1845796.2882,1845796.2882
17.0000,20.4000,2105838.7692,2105838.7692
18.0000,10.0000,2197986.3960,2197986.3960
19.0000,10.0000,2290134.0228,2290134.0228
20.0000,18.2500,2515467.4716,2515467.4716
21.0000,10.0000,2607615.0984,2607615.0984
22.0000,21.1500,2879765.3814,2879765.3814
23.0000,22.3600,3171449.5848,3171449.5848
24.0000,10.0000,3263597.2116,3263597.2116
25.0000,10.0000,3355744.8384,3355744.8384
26.0000,10.0000,3447892.4652,3447892.4652
27.0000,33.4900,3919256.4504,3919256.4504
28.0000,17.6300,4134580.7826,4134580.7826
29.0000,15.6200,4317456.2058,4317456.2058
30.0000,25.8200,4664997.7356,4664997.7356
31.0000,10.0000,4757145.3624,4757145.3624
32.0000,24.3600,5081117.0376,5081117.0376
33.0000,10.0000,5173264.6644,5173264.6644
34.0000,40.0700,5750854.4322,5750854.4322
35.0000,10.0000,5843002.0590,5843002.0590
36.0000,22.4700,6136462.0734,6136462.0734
37.0000,17.3400,6347104.7226,6347104.7226
38.0000,10.0000,6439252.3494,6439252.3494
39.0000,10.0000,6531399.9762,6531399.9762
40.0000,12.7500,6667942.8768,6667942.8768
41.0000,11.4200,6783014.6088,6783014.6088
42.0000,34.6900,7273751.0772,7273751.0772
43.0000,15.9500,7461953.9334,7461953.9334
44.0000,22.3100,7752830.9502,7752830.9502
45.0000,10.0000,7844978.5770,7844978.5770
46.0000,16.5200,8042383.3626,8042383.3626
47.0000,33.1600,8508419.9148,8508419.9148
48.0000,10.0000,8600567.5416,8600567.5416
49.0000,21.8200,8883534.1278,8883534.1278
50.0000,10.0000,8975681.7546,8975681.7546
51.0000,34.0500,9456086.2314,9456086.2314
52.0000,13.0000,9596665.0662,9596665.0662
53.0000,23.2200,9902232.8826,9902232.8826
54.0000,32.1700,10352287.1358,10352287.1358
55.0000,18.5700,10582786.5798,10582786.5798
56.0000,24.1400,10903206.6336,10903206.6336
57.0000,16.9000,11106746.0388,11106746.0388
58.0000,29.7000,11516925.2646,11516925.2646
59.0000,11.2000,11628445.3746,11628445.3746
60.0000,10.0000,11720593.0014,11720593.0014
61.0000,13.2400,11865046.3326,11865046.3326
62.0000,18.4200,12093124.2162,12093124.2162
63.0000,28.9900,12491841.3894,12491841.3894
64.0000,10.5300,12592545.1962,12592545.1962
65.0000,18.7600,12826111.9500,12826111.9500
66.0000,18.0800,13048700.9634,13048700.9634
67.0000,21.5200,13326824.4288,13326824.4288
68.0000,29.7300,13737487.9662,13737487.9662
69.0000,23.9700,14055163.5846,14055163.5846
70.0000,29.1300,14456140.8804,14456140.8804
71.0000,10.0000,14548288.5072,14548288.5072
72.0000,25.4600,14890018.2924,14890018.2924
73.0000,12.5900,15023978.1954,15023978.1954
74.0000,35.3900,15526015.2786,15526015.2786
75.0000,14.4000,15689195.3436,15689195.3436
76.0000,22.1300,15977166.4878,15977166.4878
77.0000,19.6000,16224293.9802,16224293.9802
78.0000,25.8100,16571674.0728,16571674.0728
79.0000,40.7900,17160887.3304,17160887.3304
80.0000,13.4300,17308407.9714,17308407.9714
81.0000,32.5100,17763951.0948,17763951.0948
82.0000,31.6900,18206256.3552,18206256.3552
83.0000,24.2000,18527645.0328,18527645.0328
84.0000,21.4700,18804961.3116,18804961.3116
85.0000,24.9800,19138942.1034,19138942.1034
86.0000,22.2900,19429496.2452,19429496.2452
87.0000,32.6500,19887299.4918,19887299.4918
88.0000,25.3200,20226769.1538,20226769.1538
89.0000,28.2800,20614024.2744,20614024.2744
90.0000,15.9700,20802550.0050,20802550.0050
91.0000,31.8400,21247276.8258,21247276.8258
92.0000,30.7500,21674406.9744,21674406.9744
93.0000,22.2800,21964799.6790,21964799.6790
94.0000,30.5500,22388701.0800,22388701.0800
95.0000,28.9800,22787256.8154,22787256.8154
96.0000,33.6200,23260719.4860,23260719.4860
97.0000,31.6100,23701733.2476,23701733.2476
98.0000,40.9200,24293045.1906,24293045.1906
99.0000,23.8100,24608137.8114,24608137.8114
100.0000,36.7200,25131646.0638,25131646.0638
101.0000,37.8900,25674042.4872,25674042.4872
102.0000,39.5800,26243721.8244,26243721.8244
103.0000,45.4200,26907680.5794,26907680.5794
104.0000,32.0000,27354990.3978,27354990.3978
105.0000,20.5900,27618100.1886,27618100.1886
106.0000,39.7200,28190039.6484,28190039.6484
107.0000,31.1000,28622820.1044,28622820.1044
108.0000,35.1000,29120175.5040,29120175.5040
109.0000,39.5700,29689693.4034,29689693.4034
110.0000,28.5200,30080823.0204,30080823.0204
111.0000,38.2900,30629676.9378,30629676.9378
112.0000,30.3900,31050995.3412,31050995.3412
113.0000,34.3400,31536081.5016,31536081.5016
114.0000,34.7100,32027140.8444,32027140.8444
115.0000,27.9600,32409229.9692,32409229.9692
116.0000,21.4100,32685577.6236,32685577.6236
117.0000,26.9900,33052007.3244,33052007.3244
118.0000,32.8900,33513685.0680,33513685.0680
119.0000,28.1300,33898518.6282,33898518.6282
120.0000,37.4400,34433650.3704,34433650.3704
121.0000,37.1200,34963616.1168,34963616.1168
122.0000,27.1400,35332467.3780,35332467.3780
123.0000,48.4200,36044857.3410,36044857.3410
124.0000,44.2400,36689766.4878,36689766.4878
125.0000,41.6100,37292217.6090,37292217.6090
126.0000,17.2800,37501891.6338,37501891.6338
127.0000,24.7400,37831997.9292,37831997.9292
128.0000,38.3500,38381820.4710,38381820.4710
129.0000,44.6500,39033348.5496,39033348.5496
130.0000,45.2600,39694724.3070,39694724.3070
131.0000,51.0500,40449572.2956,40449572.2956
132.0000,40.7000,41037332.6172,41037332.6172
133.0000,39.3700,41603621.7696,41603621.7696
134.0000,53.6400,42400282.0344,42400282.0344
135.0000,35.8800,42910229.5482,42910229.5482
136.0000,40.6100,43496536.9332,43496536.9332
137.0000,46.8200,44183096.9184,44183096.9184
138.0000,38.0400,44727914.9022,44727914.9022
139.0000,42.4200,45343442.4492,45343442.4492
140.0000,34.0600,45824008.3638,45824008.3638
141.0000,36.2300,46339606.1856,46339606.1856
142.0000,35.0300,46835831.5242,46835831.5242
143.0000,49.2400,47561459.3508,47561459.3508
144.0000,46.1100,48236557.2840,48236557.2840
145.0000,42.2400,48849178.9590,48849178.9590
146.0000,30.8200,49277439.1686,49277439.1686
147.0000,35.0000,49773180.1950,49773180.1950
148.0000,40.9500,50364976.4502,50364976.4502
149.0000,49.7900,51099483.3318,51099483.3318
150.0000,45.7000,51767962.3332,51767962.3332
151.0000,29.4000,52173298.4382,52173298.4382
152.0000,39.3000,52738457.5290,52738457.5290
153.0000,43.1700,53366092.8780,53366092.8780
154.0000,43.8800,54005190.2796,54005190.2796
155.0000,45.3000,54667211.7864,54667211.7864
156.0000,38.4200,55218164.3898,55218164.3898
157.0000,34.1200,55699698.9282,55699698.9282
158.0000,40.6000,56285844.8760,56285844.8760
159.0000,58.4100,57159510.7614,57159510.7614
160.0000,34.8900,57653475.9768,57653475.9768
161.0000,56.0900,58489688.3946,58489688.3946
162.0000,49.7900,59224195.2762,59224195.2762
163.0000,55.7200,60054434.5116,60054434.5116
164.0000,29.0700,60454443.1836,60454443.1836
165.0000,49.7800,61188788.6274,61188788.6274
166.0000,43.6500,61824172.9698,61824172.9698
167.0000,43.7500,62461171.6860,62461171.6860
168.0000,48.9400,63181956.3918,63181956.3918
169.0000,54.8900,63998796.3264,63998796.3264
170.0000,50.8000,64749608.3808,64749608.3808
171.0000,47.0600,65440042.8630,65440042.8630
172.0000,49.4600,66169222.3116,66169222.3116
173.0000,51.1700,66926007.5484,66926007.5484
174.0000,46.0200,67599652.5450,67599652.5450
175.0000,60.9900,68514969.2694,68514969.2694
176.0000,57.5100,69374105.7924,69374105.7924
177.0000,47.2300,70067284.7094,70067284.7094
178.0000,46.7100,70752068.8842,70752068.8842
