Time,target_send_rate,total_file_size_bytes,total_dir_size_bytes
0.0000,38.1900,547239.5442,547239.5442
1.0000,30.5700,971463.8202,971463.8202
2.0000,10.0000,1063611.4470,1063611.4470
3.0000,10.0000,1155759.0738,1155759.0738
4.0000,10.0000,1247906.7006,1247906.7006
5.0000,10.0000,1340054.3274,1340054.3274
6.0000,10.0000,1432201.9542,1432201.9542
7.0000,15.3200,1610234.2566,1610234.2566
8.0000,10.0000,1702381.8834,1702381.8834
9.0000,10.0000,1794529.5102,1794529.5102
10.0000,10.0000,1886677.1370,1886677.1370
11.0000,10.0000,1978824.7638,1978824.7638
12.0000,10.0000,2070972.3906,2070972.3906
13.0000,33.2900,2539107.6282,2539107.6282
14.0000,10.0000,2631255.2550,2631255.2550
15.0000,47.6300,3330891.6666,3330891.6666
16.0000,29.9700,3745429.7010,3745429.7010
17.0000,10.0000,3837577.3278,3837577.3278
18.0000,10.0000,3929724.9546,3929724.9546
19.0000,10.0000,4021872.5814,4021872.5814
20.0000,48.6100,4737329.8542,4737329.8542
21.0000,49.6100,5468930.8632,5468930.8632
22.0000,10.0000,5561078.4900,5561078.4900
23.0000,10.0000,5653226.1168,5653226.1168
24.0000,10.0000,5745373.7436,5745373.7436
25.0000,10.0000,5837521.3704,5837521.3704
26.0000,24.7100,6167143.3536,6167143.3536
27.0000,17.0800,6373588.6314,6373588.6314
28.0000,10.0000,6465736.2582,6465736.2582
29.0000,10.0000,6557883.8850,6557883.8850
30.0000,10.0000,6650031.5118,6650031.5118
31.0000,10.0000,6742179.1386,6742179.1386
32.0000,17.9700,6962992.3410,6962992.3410
33.0000,10.0000,7055139.9678,7055139.9678
34.0000,10.0000,7147287.5946,7147287.5946
35.0000,16.9400,7351472.7492,7351472.7492
36.0000,10.0000,7443620.3760,7443620.3760
37.0000,10.0000,7535768.0028,7535768.0028
38.0000,10.0000,7627915.6296,7627915.6296
39.0000,39.7400,8200177.9644,8200177.9644
40.0000,10.0000,8292325.5912,8292325.5912
41.0000,30.1600,8709930.9354,8709930.9354
42.0000,10.0000,8802078.5622,8802078.5622
43.0000,10.0000,8894226.1890,8894226.1890
44.0000,10.0000,8986373.8158,8986373.8158
45.0000,20.9300,9254972.4768,9254972.4768
46.0000,46.1300,9930393.2844,9930393.2844
47.0000,22.9900,10232248.0416,10232248.0416
48.0000,28.9400,10630158.0276,10630158.0276
49.0000,25.4500,10971726.3750,10971726.3750
50.0000,10.0000,11063874.0018,11063874.0018
51.0000,19.9400,11316490.3644,11316490.3644
52.0000,24.5400,11643367.9122,11643367.9122
53.0000,13.9700,11799606.1710,11799606.1710
54.0000,10.0000,11891753.7978,11891753.7978
55.0000,31.1400,12325180.0032,12325180.0032
56.0000,27.3900,12698067.1986,12698067.1986
57.0000,10.0000,12790214.8254,12790214.8254
58.0000,23.2700,13096589.8284,13096589.8284
59.0000,37.3700,13630591.5090,13630591.5090
60.0000,48.4700,14343788.6586,14343788.6586
61.0000,28.8100,14739599.9592,14739599.9592
62.0000,10.0000,14831747.5860,14831747.5860
63.0000,48.5400,15546074.7972,15546074.7972
64.0000,10.0000,15638222.4240,15638222.4240
65.0000,10.0000,15730370.0508,15730370.0508
66.0000,10.0000,15822517.6776,15822517.6776
67.0000,10.0000,15914665.3044,15914665.3044
68.0000,13.1000,16056858.5130,16056858.5130
69.0000,32.3900,16510464.3882,16510464.3882
70.0000,10.0000,16602612.0150,16602612.0150
71.0000,20.2600,16860394.3728,16860394.3728
72.0000,10.0000,16952541.9996,16952541.9996
73.0000,10.0000,17044689.6264,17044689.6264
74.0000,10.0000,17136837.2532,17136837.2532
75.0000,10.0000,17228984.8800,17228984.8800
76.0000,10.0000,17321132.5068,17321132.5068
77.0000,10.0000,17413280.1336,17413280.1336
78.0000,10.0000,17505427.7604,17505427.7604
79.0000,59.0600,18389587.0740,18389587.0740
80.0000,10.0000,18481734.7008,18481734.7008
81.0000,10.0000,18573882.3276,18573882.3276
82.0000,23.3100,18880903.0806,18880903.0806
83.0000,47.4000,19576826.4330,19576826.4330
84.0000,26.2000,19930502.5824,19930502.5824
85.0000,11.4700,20046381.5010,20046381.5010
86.0000,40.1700,20625585.6420,20625585.6420
87.0000,10.0000,20717733.2688,20717733.2688
88.0000,14.8600,20888339.4528,20888339.4528
89.0000,40.0300,21465283.4712,21465283.4712
90.0000,10.0000,21557431.0980,21557431.0980
91.0000,10.0000,21649578.7248,21649578.7248
92.0000,26.1200,22001963.3754,22001963.3754
93.0000,12.9100,22141089.2742,22141089.2742
94.0000,47.1000,22832169.5058,22832169.5058
