time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,rotated_total_dir_size_bytes
2020-01-01 00:00:00,0.0000,29.5100,407111.9160,407111.9160,407111.9160
2020-01-01 00:01:00,1.0000,10.0000,92147.6268,499259.5428,499259.5428
2020-01-01 00:02:00,2.0000,10.0000,92147.6268,591407.1696,591407.1696
2020-01-01 00:03:00,3.0000,10.0000,92147.6268,683554.7964,683554.7964
2020-01-01 00:04:00,4.0000,10.0000,92147.6268,775702.4232,775702.4232
2020-01-01 00:05:00,5.0000,12.7500,136542.9006,912245.3238,912245.3238
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,1004392.9506,1004392.9506
2020-01-01 00:07:00,7.0000,10.0000,92147.6268,1096540.5774,1096540.5774
2020-01-01 00:08:00,8.0000,17.0000,205153.7790,1301694.3564,1301694.3564
2020-01-01 00:09:00,9.0000,29.8200,412116.4740,1713810.8304,1713810.8304
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,1805958.4572,1805958.4572
2020-01-01 00:11:00,11.0000,10.0000,92147.6268,1898106.0840,1898106.0840
2020-01-01 00:12:00,12.0000,21.3500,275379.0300,2173485.1140,2173485.1140
2020-01-01 00:13:00,13.0000,38.4300,551114.0406,2724599.1546,2724599.1546
2020-01-01 00:14:00,14.0000,10.0000,92147.6268,2816746.7814,2816746.7814
2020-01-01 00:15:00,15.0000,44.0900,642487.5864,3459234.3678,3459234.3678
2020-01-01 00:16:00,16.0000,29.0000,398878.6104,3858112.9782,3858112.9782
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,3950260.6050,3950260.6050
2020-01-01 00:18:00,18.0000,25.4400,341406.9102,4291667.5152,4291667.5152
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,4383815.1420,4383815.1420
2020-01-01 00:20:00,20.0000,10.0000,92147.6268,4475962.7688,4475962.7688
2020-01-01 00:21:00,21.0000,12.2900,129116.7822,4605079.5510,4605079.5510
2020-01-01 00:22:00,22.0000,10.0000,92147.6268,4697227.1778,4697227.1778
2020-01-01 00:23:00,23.0000,27.0400,367236.8880,5064464.0658,5064464.0658
2020-01-01 00:24:00,24.0000,43.0200,625213.7886,5689677.8544,5689677.8544
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,5781825.4812,5781825.4812
2020-01-01 00:26:00,26.0000,10.0000,92147.6268,5873973.1080,5873973.1080
2020-01-01 00:27:00,27.0000,20.8500,267307.1622,6141280.2702,6141280.2702
2020-01-01 00:28:00,28.0000,10.0000,92147.6268,6233427.8970,6233427.8970
2020-01-01 00:29:00,29.0000,19.6900,248580.4284,6482008.3254,6482008.3254
2020-01-01 00:30:00,30.0000,10.0000,92147.6268,6574155.9522,6574155.9522
2020-01-01 00:31:00,31.0000,23.9400,317191.3062,6891347.2584,6891347.2584
2020-01-01 00:32:00,32.0000,13.4300,147520.6410,7038867.8994,7038867.8994
2020-01-01 00:33:00,33.0000,14.9800,172543.4322,7211411.3316,7211411.3316
2020-01-01 00:34:00,34.0000,10.0000,92147.6268,7303558.9584,7303558.9584
2020-01-01 00:35:00,35.0000,19.5100,245674.5558,7549233.5142,7549233.5142
2020-01-01 00:36:00,36.0000,21.5800,279092.0892,7828325.6034,7828325.6034
2020-01-01 00:37:00,37.0000,10.0000,92147.6268,7920473.2302,7920473.2302
2020-01-01 00:38:00,38.0000,10.0000,92147.6268,8012620.8570,8012620.8570
2020-01-01 00:39:00,39.0000,10.0000,92147.6268,8104768.4838,8104768.4838
2020-01-01 00:40:00,40.0000,10.0000,92147.6268,8196916.1106,8196916.1106
2020-01-01 00:41:00,41.0000,33.8900,477821.4792,8674737.5898,8674737.5898
2020-01-01 00:42:00,42.0000,39.0600,561284.5944,9236022.1842,9236022.1842
2020-01-01 00:43:00,43.0000,21.8700,283773.7728,9519795.9570,9519795.9570
2020-01-01 00:44:00,44.0000,10.0000,92147.6268,9611943.5838,9611943.5838
2020-01-01 00:45:00,45.0000,31.6800,442143.8226,10054087.4064,10054087.4064
2020-01-01 00:46:00,46.0000,14.0400,157368.3204,10211455.7268,10211455.7268
2020-01-01 00:47:00,47.0000,10.0000,92147.6268,10303603.3536,10303603.3536
2020-01-01 00:48:00,48.0000,10.0000,92147.6268,10395750.9804,10395750.9804
2020-01-01 00:49:00,49.0000,19.1100,239217.0618,10634968.0422,10634968.0422
2020-01-01 00:50:00,50.0000,10.0000,92147.6268,10727115.6690,10727115.6690
2020-01-01 00:51:00,51.0000,43.2700,629249.7228,11356365.3918,11356365.3918
2020-01-01 00:52:00,52.0000,37.4200,534808.8672,11891174.2590,11891174.2590
2020-01-01 00:53:00,53.0000,10.0000,92147.6268,11983321.8858,11983321.8858
2020-01-01 00:54:00,54.0000,50.5700,747098.9952,12730420.8810,12730420.8810
2020-01-01 00:55:00,55.0000,10.0000,92147.6268,12822568.5078,12822568.5078
2020-01-01 00:56:00,56.0000,13.3500,146229.1422,12968797.6500,12968797.6500
2020-01-01 00:57:00,57.0000,49.8300,735152.6310,13703950.2810,13703950.2810
2020-01-01 00:58:00,58.0000,10.0000,92147.6268,13796097.9078,13796097.9078
2020-01-01 00:59:00,59.0000,14.9900,172704.8694,13968802.7772,13968802.7772
2020-01-01 01:00:00,60.0000,10.0000,92147.6268,14060950.4040,14060950.4040
2020-01-01 01:01:00,61.0000,24.4800,325908.9240,14386859.3280,14386859.3280
2020-01-01 01:02:00,62.0000,15.9400,188041.4184,14574900.7464,14574900.7464
2020-01-01 01:03:00,63.0000,10.0000,92147.6268,14667048.3732,14667048.3732
2020-01-01 01:04:00,64.0000,10.0000,92147.6268,14759196.0000,14759196.0000
2020-01-01 01:05:00,65.0000,22.7800,298464.5724,15057660.5724,15057660.5724
2020-01-01 01:06:00,66.0000,13.2600,144776.2062,15202436.7786,15202436.7786
2020-01-01 01:07:00,67.0000,10.0000,92147.6268,15294584.4054,15294584.4054
2020-01-01 01:08:00,68.0000,40.3300,581787.1392,15876371.5446,15876371.5446
2020-01-01 01:09:00,69.0000,10.0000,92147.6268,15968519.1714,15968519.1714
2020-01-01 01:10:00,70.0000,10.0000,92147.6268,16060666.7982,16060666.7982
2020-01-01 01:11:00,71.0000,15.6300,183036.8604,16243703.6586,16243703.6586
2020-01-01 01:12:00,72.0000,11.7900,121044.9144,16364748.5730,16364748.5730
2020-01-01 01:13:00,73.0000,10.0000,92147.6268,16456896.1998,16456896.1998
2020-01-01 01:14:00,74.0000,21.7300,281513.6496,16738409.8494,16738409.8494
2020-01-01 01:15:00,75.0000,10.0000,92147.6268,16830557.4762,16830557.4762
2020-01-01 01:16:00,76.0000,10.0000,92147.6268,16922705.1030,16922705.1030
2020-01-01 01:17:00,77.0000,15.4800,180615.3000,17103320.4030,17103320.4030
2020-01-01 01:18:00,78.0000,17.4800,212902.7718,17316223.1748,17316223.1748
2020-01-01 01:19:00,79.0000,10.0000,92147.6268,17408370.8016,17408370.8016
2020-01-01 01:20:00,80.0000,10.0000,92147.6268,17500518.4284,17500518.4284
2020-01-01 01:21:00,81.0000,10.0000,92147.6268,17592666.0552,17592666.0552
2020-01-01 01:22:00,82.0000,17.6600,215808.6444,17808474.6996,17808474.6996
2020-01-01 01:23:00,83.0000,10.0000,92147.6268,17900622.3264,17900622.3264
2020-01-01 01:24:00,84.0000,36.4500,519149.4432,18419771.7696,18419771.7696
2020-01-01 01:25:00,85.0000,21.8100,282805.1490,18702576.9186,18702576.9186
2020-01-01 01:26:00,86.0000,10.0000,92147.6268,18794724.5454,18794724.5454
2020-01-01 01:27:00,87.0000,13.1200,142516.0830,18937240.6284,18937240.6284
2020-01-01 01:28:00,88.0000,10.0000,92147.6268,19029388.2552,19029388.2552
2020-01-01 01:29:00,89.0000,41.5200,600998.1846,19630386.4398,19630386.4398
2020-01-01 01:30:00,90.0000,53.6800,797306.0142,20427692.4540,20427692.4540
2020-01-01 01:31:00,91.0000,10.0000,92147.6268,20519840.0808,20519840.0808
2020-01-01 01:32:00,92.0000,13.4100,147197.7666,20667037.8474,20667037.8474
2020-01-01 01:33:00,93.0000,10.0200,92470.5018,20759508.3492,20759508.3492
2020-01-01 01:34:00,94.0000,15.4600,180292.4256,20939800.7748,20939800.7748
2020-01-01 01:35:00,95.0000,19.4900,245351.6814,21185152.4562,21185152.4562
2020-01-01 01:36:00,96.0000,43.6200,634900.0302,21820052.4864,21820052.4864
2020-01-01 01:37:00,97.0000,24.5200,326554.6734,22146607.1598,22146607.1598
2020-01-01 01:38:00,98.0000,19.9200,252293.4876,22398900.6474,22398900.6474
2020-01-01 01:39:00,99.0000,15.3900,179162.3640,22578063.0114,22578063.0114
2020-01-01 01:40:00,100.0000,46.8900,687690.0468,23265753.0582,23265753.0582
2020-01-01 01:41:00,101.0000,10.0000,92147.6268,23357900.6850,23357900.6850
2020-01-01 01:42:00,102.0000,37.2700,532387.3068,23890287.9918,23890287.9918
2020-01-01 01:43:00,103.0000,10.0000,92147.6268,23982435.6186,23982435.6186
2020-01-01 01:44:00,104.0000,10.0000,92147.6268,24074583.2454,24074583.2454
2020-01-01 01:45:00,105.0000,20.6900,264724.1646,24339307.4100,24339307.4100
2020-01-01 01:46:00,106.0000,14.1400,158982.6936,24498290.1036,24498290.1036
2020-01-01 01:47:00,107.0000,10.0000,92147.6268,24590437.7304,24590437.7304
2020-01-01 01:48:00,108.0000,14.1800,159628.4430,24750066.1734,24750066.1734
2020-01-01 01:49:00,109.0000,10.0000,92147.6268,24842213.8002,24842213.8002
2020-01-01 01:50:00,110.0000,10.0000,92147.6268,24934361.4270,24934361.4270
2020-01-01 01:51:00,111.0000,10.0000,92147.6268,25026509.0538,25026509.0538
2020-01-01 01:52:00,112.0000,22.7300,297657.3858,25324166.4396,25324166.4396
2020-01-01 01:53:00,113.0000,10.0000,92147.6268,25416314.0664,25416314.0664
2020-01-01 01:54:00,114.0000,10.0000,92147.6268,25508461.6932,25508461.6932
2020-01-01 01:55:00,115.0000,12.4700,132022.6548,25640484.3480,25640484.3480
2020-01-01 01:56:00,116.0000,45.5400,665896.0032,26306380.3512,26306380.3512
2020-01-01 01:57:00,117.0000,29.7500,410986.4124,26717366.7636,26717366.7636
2020-01-01 01:58:00,118.0000,21.0100,269890.1598,26987256.9234,26987256.9234
2020-01-01 01:59:00,119.0000,43.1000,626505.2874,27613762.2108,27613762.2108
2020-01-01 02:00:00,120.0000,10.0000,92147.6268,27705909.8376,27705909.8376
2020-01-01 02:01:00,121.0000,10.0000,92147.6268,27798057.4644,27798057.4644
2020-01-01 02:02:00,122.0000,10.0000,92147.6268,27890205.0912,27890205.0912
2020-01-01 02:03:00,123.0000,35.6300,505911.5802,28396116.6714,28396116.6714
2020-01-01 02:04:00,124.0000,10.1500,94569.1872,28490685.8586,28490685.8586
2020-01-01 02:05:00,125.0000,21.1700,272473.1580,28763159.0166,28763159.0166
2020-01-01 02:06:00,126.0000,49.6500,732246.7584,29495405.7750,29495405.7750
2020-01-01 02:07:00,127.0000,20.7400,265531.3512,29760937.1262,29760937.1262
2020-01-01 02:08:00,128.0000,53.1500,788749.8342,30549686.9604,30549686.9604
2020-01-01 02:09:00,129.0000,42.7600,621016.4172,31170703.3776,31170703.3776
2020-01-01 02:10:00,130.0000,36.8000,524799.7512,31695503.1288,31695503.1288
2020-01-01 02:11:00,131.0000,10.0000,92147.6268,31787650.7556,31787650.7556
2020-01-01 02:12:00,132.0000,16.0100,189171.4800,31976822.2356,31976822.2356
2020-01-01 02:13:00,133.0000,46.7500,685429.9242,32662252.1598,32662252.1598
2020-01-01 02:14:00,134.0000,15.8700,186911.3568,32849163.5166,32849163.5166
2020-01-01 02:15:00,135.0000,50.6100,747744.7446,33596908.2612,33596908.2612
2020-01-01 02:16:00,136.0000,10.0000,92147.6268,33689055.8880,33689055.8880
2020-01-01 02:17:00,137.0000,33.1900,466520.8644,34155576.7524,34155576.7524
2020-01-01 02:18:00,138.0000,23.9900,317998.4934,34473575.2458,34473575.2458
2020-01-01 02:19:00,139.0000,65.5100,988286.4108,35461861.6566,35461861.6566
2020-01-01 02:20:00,140.0000,36.5300,520440.9426,35982302.5992,35982302.5992
2020-01-01 02:21:00,141.0000,18.6400,231629.5056,36213932.1048,36213932.1048
2020-01-01 02:22:00,142.0000,19.3100,242445.8088,36456377.9136,36456377.9136
2020-01-01 02:23:00,143.0000,10.0000,92147.6268,36548525.5404,36548525.5404
2020-01-01 02:24:00,144.0000,10.4700,99735.1830,36648260.7234,36648260.7234
2020-01-01 02:25:00,145.0000,26.9000,364976.7648,37013237.4882,37013237.4882
2020-01-01 02:26:00,146.0000,55.0800,819907.2444,37833144.7326,37833144.7326
2020-01-01 02:27:00,147.0000,43.4300,631832.7204,38464977.4530,38464977.4530
2020-01-01 02:28:00,148.0000,10.0000,92147.6268,38557125.0798,38557125.0798
2020-01-01 02:29:00,149.0000,10.0000,92147.6268,38649272.7066,38649272.7066
2020-01-01 02:30:00,150.0000,16.7100,200472.0954,38849744.8020,38849744.8020
2020-01-01 02:31:00,151.0000,23.1800,304922.0670,39154666.8690,39154666.8690
2020-01-01 02:32:00,152.0000,21.6900,280867.9002,39435534.7692,39435534.7692
2020-01-01 02:33:00,153.0000,10.0000,92147.6268,39527682.3960,39527682.3960
2020-01-01 02:34:00,154.0000,61.4800,923227.1550,40450909.5510,40450909.5510
2020-01-01 02:35:00,155.0000,10.0000,92147.6268,40543057.1778,40543057.1778
2020-01-01 02:36:00,156.0000,11.8800,122497.8504,40665555.0282,40665555.0282
2020-01-01 02:37:00,157.0000,31.0900,432619.0188,41098174.0470,41098174.0470
2020-01-01 02:38:00,158.0000,10.0000,92147.6268,41190321.6738,41190321.6738
2020-01-01 02:39:00,159.0000,37.0800,529319.9970,41719641.6708,41719641.6708
2020-01-01 02:40:00,160.0000,10.0000,92147.6268,41811789.2976,41811789.2976
2020-01-01 02:41:00,161.0000,49.4600,729179.4486,42540968.7462,42540968.7462
2020-01-01 02:42:00,162.0000,21.8900,284096.6478,42825065.3940,42825065.3940
2020-01-01 02:43:00,163.0000,23.0200,302339.0694,43127404.4634,43127404.4634
2020-01-01 02:44:00,164.0000,10.0000,92147.6268,43219552.0902,43219552.0902
2020-01-01 02:45:00,165.0000,22.0000,285872.4588,43505424.5490,43505424.5490
2020-01-01 02:46:00,166.0000,10.0000,92147.6268,43597572.1758,43597572.1758
2020-01-01 02:47:00,167.0000,11.8200,121529.2266,43719101.4024,43719101.4024
2020-01-01 02:48:00,168.0000,10.8700,106192.6770,43825294.0794,43825294.0794
2020-01-01 02:49:00,169.0000,47.5100,697699.1634,44522993.2428,44522993.2428
2020-01-01 02:50:00,170.0000,10.0000,92147.6268,44615140.8696,44615140.8696
2020-01-01 02:51:00,171.0000,10.0000,92147.6268,44707288.4964,44707288.4964
2020-01-01 02:52:00,172.0000,39.0600,561284.5944,45268573.0908,45268573.0908
2020-01-01 02:53:00,173.0000,32.2700,451668.6270,45720241.7178,45720241.7178
2020-01-01 02:54:00,174.0000,23.3300,307343.6274,46027585.3452,46027585.3452
2020-01-01 02:55:00,175.0000,10.0000,92147.6268,46119732.9720,46119732.9720
2020-01-01 02:56:00,176.0000,10.0000,92147.6268,46211880.5988,46211880.5988
2020-01-01 02:57:00,177.0000,10.0000,92147.6268,46304028.2256,46304028.2256
2020-01-01 02:58:00,178.0000,48.9300,720623.2686,47024651.4942,47024651.4942
2020-01-01 02:59:00,179.0000,40.6700,587276.0094,47611927.5036,47611927.5036
2020-01-01 03:00:00,180.0000,10.0000,92147.6268,47704075.1304,47704075.1304
2020-01-01 03:01:00,181.0000,32.5100,455543.1234,48159618.2538,48159618.2538
2020-01-01 03:02:00,182.0000,27.2500,370627.0722,48530245.3260,48530245.3260
2020-01-01 03:03:00,183.0000,20.2000,256813.7340,48787059.0600,48787059.0600
2020-01-01 03:04:00,184.0000,28.4700,390322.4304,49177381.4904,49177381.4904
2020-01-01 03:05:00,185.0000,10.0000,92147.6268,49269529.1172,49269529.1172
2020-01-01 03:06:00,186.0000,39.6600,570970.8360,49840499.9532,49840499.9532
2020-01-01 03:07:00,187.0000,41.3300,597930.8748,50438430.8280,50438430.8280
2020-01-01 03:08:00,188.0000,34.5900,489122.0946,50927552.9226,50927552.9226
2020-01-01 03:09:00,189.0000,39.2700,564674.7786,51492227.7012,51492227.7012
2020-01-01 03:10:00,190.0000,18.9100,235988.3142,51728216.0154,51728216.0154
2020-01-01 03:11:00,191.0000,32.4800,455058.8118,52183274.8272,52183274.8272
2020-01-01 03:12:00,192.0000,50.3700,743870.2482,52927145.0754,52927145.0754
2020-01-01 03:13:00,193.0000,29.6400,409210.6014,53336355.6768,53336355.6768
2020-01-01 03:14:00,194.0000,13.6700,151395.1380,53487750.8148,53487750.8148
2020-01-01 03:15:00,195.0000,10.0000,92147.6268,53579898.4416,53579898.4416
2020-01-01 03:16:00,196.0000,41.1900,595670.7522,54175569.1938,54175569.1938
2020-01-01 03:17:00,197.0000,24.6500,328653.3588,54504222.5526,54504222.5526
2020-01-01 03:18:00,198.0000,10.0000,92147.6268,54596370.1794,54596370.1794
2020-01-01 03:19:00,199.0000,23.0400,302661.9438,54899032.1232,54899032.1232
2020-01-01 03:20:00,200.0000,10.0000,92147.6268,54991179.7500,54991179.7500
2020-01-01 03:21:00,201.0000,34.5400,488314.9080,55479494.6580,55479494.6580
2020-01-01 03:22:00,202.0000,62.1000,933236.2710,56412730.9290,56412730.9290
2020-01-01 03:23:00,203.0000,41.3000,597446.5632,57010177.4922,57010177.4922
2020-01-01 03:24:00,204.0000,10.0000,92147.6268,57102325.1190,57102325.1190
2020-01-01 03:25:00,205.0000,20.0200,253907.8614,57356232.9804,57356232.9804
2020-01-01 03:26:00,206.0000,10.0000,92147.6268,57448380.6072,57448380.6072
2020-01-01 03:27:00,207.0000,10.0000,92147.6268,57540528.2340,57540528.2340
2020-01-01 03:28:00,208.0000,10.0000,92147.6268,57632675.8608,57632675.8608
2020-01-01 03:29:00,209.0000,45.3400,662667.2562,58295343.1170,58295343.1170
2020-01-01 03:30:00,210.0000,21.5700,278930.6520,58574273.7690,58574273.7690
2020-01-01 03:31:00,211.0000,41.1200,594540.6906,59168814.4596,59168814.4596
2020-01-01 03:32:00,212.0000,29.4600,406304.7288,59575119.1884,59575119.1884
2020-01-01 03:33:00,213.0000,57.0800,852194.7168,60427313.9052,60427313.9052
2020-01-01 03:34:00,214.0000,10.0000,92147.6268,60519461.5320,60519461.5320
2020-01-01 03:35:00,215.0000,10.0000,92147.6268,60611609.1588,60611609.1588
2020-01-01 03:36:00,216.0000,41.1000,594217.8156,61205826.9744,61205826.9744
2020-01-01 03:37:00,217.0000,10.0000,92147.6268,61297974.6012,61297974.6012
2020-01-01 03:38:00,218.0000,42.2700,613105.9866,61911080.5878,61911080.5878
2020-01-01 03:39:00,219.0000,20.8700,267630.0372,62178710.6250,62178710.6250
2020-01-01 03:40:00,220.0000,10.0000,92147.6268,62270858.2518,62270858.2518
2020-01-01 03:41:00,221.0000,18.0300,221781.8268,62492640.0786,62492640.0786
2020-01-01 03:42:00,222.0000,41.6800,603581.1828,63096221.2614,63096221.2614
2020-01-01 03:43:00,223.0000,10.0000,92147.6268,63188368.8882,63188368.8882
2020-01-01 03:44:00,224.0000,48.3800,711744.2136,63900113.1018,63900113.1018
2020-01-01 03:45:00,225.0000,14.5300,165278.7510,64065391.8528,64065391.8528
2020-01-01 03:46:00,226.0000,21.0800,271020.2214,64336412.0742,64336412.0742
2020-01-01 03:47:00,227.0000,10.0000,92147.6268,64428559.7010,64428559.7010
2020-01-01 03:48:00,228.0000,10.0000,92147.6268,64520707.3278,64520707.3278
2020-01-01 03:49:00,229.0000,10.0000,92147.6268,64612854.9546,64612854.9546
2020-01-01 03:50:00,230.0000,10.0000,92147.6268,64705002.5814,64705002.5814
2020-01-01 03:51:00,231.0000,60.1200,901271.6742,65606274.2556,65606274.2556
2020-01-01 03:52:00,232.0000,10.0000,92147.6268,65698421.8824,65698421.8824
2020-01-01 03:53:00,233.0000,20.5600,262625.4786,65961047.3610,65961047.3610
2020-01-01 03:54:00,234.0000,10.0000,92147.6268,66053194.9878,66053194.9878
2020-01-01 03:55:00,235.0000,10.0000,92147.6268,66145342.6146,66145342.6146
2020-01-01 03:56:00,236.0000,15.8100,185942.7330,66331285.3476,66331285.3476
2020-01-01 03:57:00,237.0000,27.2600,370788.5100,66702073.8576,66702073.8576
2020-01-01 03:58:00,238.0000,12.1300,126533.7846,66828607.6422,66828607.6422
2020-01-01 03:59:00,239.0000,23.6700,312832.4976,67141440.1398,67141440.1398
2020-01-01 04:00:00,240.0000,10.0000,92147.6268,67233587.7666,67233587.7666
2020-01-01 04:01:00,241.0000,10.0000,92147.6268,67325735.3934,67325735.3934
