time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,rotated_total_dir_size_bytes
2020-01-01 00:00:00,0.0000,10.0000,92147.6268,92147.6268,92147.6268
2020-01-01 00:01:00,1.0000,10.0000,92147.6268,184295.2536,184295.2536
2020-01-01 00:02:00,2.0000,24.2600,322357.3020,506652.5556,506652.5556
2020-01-01 00:03:00,3.0000,26.6600,361102.2684,867754.8240,867754.8240
2020-01-01 00:04:00,4.0000,10.0000,92147.6268,959902.4508,959902.4508
2020-01-01 00:05:00,5.0000,17.0600,206122.4028,1166024.8536,1166024.8536
2020-01-01 00:06:00,6.0000,10.0000,92147.6268,1258172.4804,1258172.4804
2020-01-01 00:07:00,7.0000,10.0000,92147.6268,1350320.1072,1350320.1072
2020-01-01 00:08:00,8.0000,10.0000,92147.6268,1442467.7340,1442467.7340
2020-01-01 00:09:00,9.0000,13.5400,149296.4520,1591764.1860,1591764.1860
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,1683911.8128,1683911.8128
2020-01-01 00:11:00,11.0000,10.0000,92147.6268,1776059.4396,1776059.4396
2020-01-01 00:12:00,12.0000,14.6200,166731.6870,1942791.1266,1942791.1266
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,2034938.7534,2034938.7534
2020-01-01 00:14:00,14.0000,10.0000,92147.6268,2127086.3802,2127086.3802
2020-01-01 00:15:00,15.0000,12.5300,132991.2792,2260077.6594,2260077.6594
2020-01-01 00:16:00,16.0000,10.0000,92147.6268,2352225.2862,2352225.2862
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,2444372.9130,2444372.9130
2020-01-01 00:18:00,18.0000,10.0000,92147.6268,2536520.5398,2536520.5398
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,2628668.1666,2628668.1666
2020-01-01 00:20:00,20.0000,10.0000,92147.6268,2720815.7934,2720815.7934
2020-01-01 00:21:00,21.0000,10.0000,92147.6268,2812963.4202,2812963.4202
2020-01-01 00:22:00,22.0000,16.7200,200633.5326,3013596.9528,3013596.9528
2020-01-01 00:23:00,23.0000,10.0000,92147.6268,3105744.5796,3105744.5796
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,3197892.2064,3197892.2064
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,3290039.8332,3290039.8332
2020-01-01 00:26:00,26.0000,10.0000,92147.6268,3382187.4600,3382187.4600
2020-01-01 00:27:00,27.0000,10.0000,92147.6268,3474335.0868,3474335.0868
2020-01-01 00:28:00,28.0000,10.0000,92147.6268,3566482.7136,3566482.7136
2020-01-01 00:29:00,29.0000,20.1300,255683.6724,3822166.3860,3822166.3860
2020-01-01 00:30:00,30.0000,10.0000,92147.6268,3914314.0128,3914314.0128
2020-01-01 00:31:00,31.0000,10.0000,92147.6268,4006461.6396,4006461.6396
2020-01-01 00:32:00,32.0000,14.1400,158982.6936,4165444.3332,4165444.3332
2020-01-01 00:33:00,33.0000,10.0000,92147.6268,4257591.9600,4257591.9600
2020-01-01 00:34:00,34.0000,36.1800,514790.6346,4772382.5946,4772382.5946
2020-01-01 00:35:00,35.0000,10.0000,92147.6268,4864530.2214,4864530.2214
2020-01-01 00:36:00,36.0000,20.3800,259719.6066,5124249.8280,5124249.8280
2020-01-01 00:37:00,37.0000,24.4100,324778.8624,5449028.6904,5449028.6904
2020-01-01 00:38:00,38.0000,14.4300,163664.3772,5612693.0676,5612693.0676
2020-01-01 00:39:00,39.0000,10.0000,92147.6268,5704840.6944,5704840.6944
2020-01-01 00:40:00,40.0000,10.0000,92147.6268,5796988.3212,5796988.3212
2020-01-01 00:41:00,41.0000,29.5500,407757.6654,6204745.9866,6204745.9866
2020-01-01 00:42:00,42.0000,58.8700,881092.0038,7085837.9904,7085837.9904
