time_stamp,Time,target_send_rate,increase_size_bytes,total_file_size_bytes,rotated_total_dir_size_bytes
2020-01-01 00:00:00,0.0000,24.2100,321550.1148,321550.1148,321550.1148
2020-01-01 00:01:00,1.0000,20.6800,264562.7268,586112.8416,586112.8416
2020-01-01 00:02:00,2.0000,10.0000,92147.6268,678260.4684,678260.4684
2020-01-01 00:03:00,3.0000,18.0600,222266.1390,900526.6074,900526.6074
2020-01-01 00:04:00,4.0000,17.9500,220490.3280,1121016.9354,1121016.9354
2020-01-01 00:05:00,5.0000,10.0000,92147.6268,1213164.5622,1213164.5622
2020-01-01 00:06:00,6.0000,24.2500,322195.8648,1535360.4270,1535360.4270
2020-01-01 00:07:00,7.0000,22.4200,292652.8278,1828013.2548,1828013.2548
2020-01-01 00:08:00,8.0000,17.1300,207252.4644,2035265.7192,2035265.7192
2020-01-01 00:09:00,9.0000,10.0000,92147.6268,2127413.3460,2127413.3460
2020-01-01 00:10:00,10.0000,10.0000,92147.6268,2219560.9728,2219560.9728
2020-01-01 00:11:00,11.0000,48.3900,711905.6508,2931466.6236,2931466.6236
2020-01-01 00:12:00,12.0000,23.6700,312832.4976,3244299.1212,3244299.1212
2020-01-01 00:13:00,13.0000,10.0000,92147.6268,3336446.7480,3336446.7480
2020-01-01 00:14:00,14.0000,59.4300,890132.4960,4226579.2440,4226579.2440
2020-01-01 00:15:00,15.0000,10.0000,92147.6268,4318726.8708,4318726.8708
2020-01-01 00:16:00,16.0000,10.0000,92147.6268,4410874.4976,4410874.4976
2020-01-01 00:17:00,17.0000,10.0000,92147.6268,4503022.1244,4503022.1244
2020-01-01 00:18:00,18.0000,28.9500,398071.4238,4901093.5482,4901093.5482
2020-01-01 00:19:00,19.0000,10.0000,92147.6268,4993241.1750,4993241.1750
2020-01-01 00:20:00,20.0000,34.4800,487346.2836,5480587.4586,5480587.4586
2020-01-01 00:21:00,21.0000,10.0000,92147.6268,5572735.0854,5572735.0854
2020-01-01 00:22:00,22.0000,10.0000,92147.6268,5664882.7122,5664882.7122
2020-01-01 00:23:00,23.0000,10.0000,92147.6268,5757030.3390,5757030.3390
2020-01-01 00:24:00,24.0000,10.0000,92147.6268,5849177.9658,5849177.9658
2020-01-01 00:25:00,25.0000,10.0000,92147.6268,5941325.5926,5941325.5926
2020-01-01 00:26:00,26.0000,10.0000,92147.6268,6033473.2194,6033473.2194
2020-01-01 00:27:00,27.0000,10.0000,92147.6268,6125620.8462,6125620.8462
2020-01-01 00:28:00,28.0000,10.0000,92147.6268,6217768.4730,6217768.4730
2020-01-01 00:29:00,29.0000,10.0000,92147.6268,6309916.0998,6309916.0998
2020-01-01 00:30:00,30.0000,23.1200,303953.4426,6613869.5424,6613869.5424
2020-01-01 00:31:00,31.0000,10.0000,92147.6268,6706017.1692,6706017.1692
2020-01-01 00:32:00,32.0000,10.0000,92147.6268,6798164.7960,6798164.7960
2020-01-01 00:33:00,33.0000,10.0000,92147.6268,6890312.4228,6890312.4228
2020-01-01 00:34:00,34.0000,10.0000,92147.6268,6982460.0496,6982460.0496
2020-01-01 00:35:00,35.0000,10.0000,92147.6268,7074607.6764,7074607.6764
2020-01-01 00:36:00,36.0000,37.6200,538037.6148,7612645.2912,7612645.2912
2020-01-01 00:37:00,37.0000,10.0000,92147.6268,7704792.9180,7704792.9180
2020-01-01 00:38:00,38.0000,22.1500,288294.0192,7993086.9372,7993086.9372
2020-01-01 00:39:00,39.0000,10.0000,92147.6268,8085234.5640,8085234.5640
2020-01-01 00:40:00,40.0000,10.0000,92147.6268,8177382.1908,8177382.1908
2020-01-01 00:41:00,41.0000,25.4900,342214.0974,8519596.2882,8519596.2882
2020-01-01 00:42:00,42.0000,10.0000,92147.6268,8611743.9150,8611743.9150
2020-01-01 00:43:00,43.0000,10.0000,92147.6268,8703891.5418,8703891.5418
2020-01-01 00:44:00,44.0000,32.9100,462000.6180,9165892.1598,9165892.1598
