@relation Dynamic_Log_Rate_s5_alpha0.5
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,18.08
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,46.55
12.00,10.00
13.00,10.00
14.00,10.00
15.00,10.00
16.00,10.00
17.00,10.00
18.00,10.00
19.00,10.00
20.00,10.00
21.00,10.00
22.00,10.00
23.00,20.10
24.00,10.00
25.00,10.00
26.00,18.95
27.00,11.59
28.00,10.00
29.00,10.00
30.00,10.00
31.00,10.00
32.00,10.00
33.00,10.00
34.00,21.81
35.00,31.02
36.00,10.00
37.00,10.00
38.00,13.10
39.00,36.44
40.00,10.00
41.00,10.00
42.00,10.00
43.00,10.00
44.00,38.97
45.00,10.00
46.00,10.00
47.00,10.00
48.00,10.00
49.00,10.00
50.00,37.40
51.00,10.00
52.00,10.00
53.00,28.19
54.00,16.14
55.00,14.32
56.00,10.00
57.00,14.91
58.00,23.30
59.00,10.00
60.00,17.92
61.00,26.97
62.00,17.00
63.00,18.10
64.00,28.94
65.00,10.24
66.00,20.94
67.00,10.00
68.00,37.93
69.00,42.74
70.00,21.32
71.00,12.32
72.00,18.20
73.00,10.00
74.00,10.00
75.00,24.97
76.00,19.93
77.00,10.00
78.00,35.53
79.00,24.82
80.00,21.51
81.00,36.40
82.00,17.15
83.00,14.47
84.00,10.00
85.00,28.70
86.00,10.00
87.00,10.00
88.00,30.76
89.00,27.71
90.00,25.78
91.00,13.25
92.00,30.11
93.00,27.69
94.00,15.74
95.00,17.57
96.00,26.35
97.00,19.63
98.00,13.22
99.00,32.94
100.00,10.00
101.00,31.90
102.00,24.12
103.00,23.31
104.00,37.31
105.00,34.26
106.00,38.78
107.00,30.81
108.00,34.04
109.00,16.00
110.00,16.40
111.00,21.91
112.00,23.07
113.00,10.00
114.00,28.20
115.00,16.79
116.00,23.10
117.00,39.83
118.00,65.06
119.00,27.70
120.00,38.85
121.00,20.47
122.00,12.01
123.00,16.77
124.00,19.01
125.00,40.29
126.00,42.72
127.00,41.18
128.00,37.09
129.00,34.47
130.00,33.47
131.00,25.55
132.00,10.00
133.00,10.77
134.00,40.22
135.00,15.76
136.00,10.00
137.00,24.85
138.00,25.32
139.00,52.06
140.00,51.65
141.00,23.29
142.00,57.01
143.00,24.80
144.00,28.07
145.00,34.15
146.00,10.00
147.00,53.95
148.00,68.99
149.00,10.00
150.00,14.27
151.00,45.56
152.00,27.23
153.00,25.48
154.00,46.58
155.00,37.44
156.00,27.85
157.00,41.08
158.00,22.49
159.00,34.69
160.00,57.58
161.00,25.07
162.00,37.30
163.00,17.85
164.00,39.57
165.00,63.91
166.00,24.15
167.00,49.76
168.00,28.14
169.00,29.82
170.00,10.00
171.00,10.50
172.00,71.86
173.00,18.39
174.00,54.92
175.00,30.27
176.00,33.15
177.00,52.75
178.00,41.91
179.00,10.62
180.00,48.80
181.00,60.94
182.00,37.85
183.00,25.49
184.00,10.00
185.00,13.04
186.00,52.17
187.00,47.97
188.00,40.84
189.00,51.68
190.00,38.14
191.00,58.60
192.00,67.71
193.00,54.60
194.00,36.98
195.00,61.44
196.00,68.33
197.00,40.78
198.00,39.69
199.00,29.73
200.00,69.16
201.00,35.75
202.00,31.62
203.00,55.51
204.00,33.15
205.00,39.62
206.00,31.29
207.00,38.99
208.00,34.02
209.00,40.83
210.00,10.00
211.00,36.26
212.00,49.80
213.00,75.13
214.00,39.49
215.00,26.68
216.00,16.75
217.00,25.33
218.00,32.09
219.00,28.76
220.00,79.45
221.00,19.27
222.00,17.34
223.00,16.96
224.00,63.15
225.00,48.38
226.00,41.66
227.00,47.65
228.00,39.79
229.00,52.26
230.00,49.94
231.00,52.07
232.00,36.07
233.00,44.98
234.00,66.14
235.00,54.45
236.00,29.77
237.00,67.06
238.00,24.47
239.00,58.46
240.00,60.24
241.00,13.52
242.00,45.60
243.00,22.69
244.00,52.76
245.00,42.33
246.00,56.24
247.00,30.40
248.00,39.09
249.00,33.74
250.00,28.52
251.00,63.38
252.00,41.79
253.00,51.56
254.00,39.52
255.00,30.68
256.00,24.57
257.00,77.48
258.00,51.05
259.00,47.73
260.00,51.32
261.00,37.40
262.00,27.30
263.00,28.24
264.00,74.58
265.00,43.74
266.00,27.14
