@relation Dynamic_Log_Rate_s4_alpha0.3
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,24.26
3.00,26.66
4.00,10.00
5.00,17.06
6.00,10.00
7.00,10.00
8.00,10.00
9.00,13.54
10.00,10.00
11.00,10.00
12.00,14.62
13.00,10.00
14.00,10.00
15.00,12.53
16.00,10.00
17.00,10.00
18.00,10.00
19.00,10.00
20.00,10.00
21.00,10.00
22.00,16.72
23.00,10.00
24.00,10.00
25.00,10.00
26.00,10.00
27.00,10.00
28.00,10.00
29.00,20.13
30.00,10.00
31.00,10.00
32.00,14.14
33.00,10.00
34.00,36.18
35.00,10.00
36.00,20.38
37.00,24.41
38.00,14.43
39.00,10.00
40.00,10.00
41.00,29.55
42.00,58.87
43.00,34.96
44.00,10.00
45.00,20.31
46.00,10.00
47.00,10.00
48.00,18.21
49.00,10.00
50.00,10.00
51.00,35.11
52.00,55.97
53.00,14.10
54.00,10.00
55.00,24.27
56.00,53.39
57.00,17.03
58.00,25.26
59.00,10.00
60.00,10.00
61.00,10.00
62.00,32.11
63.00,10.00
64.00,10.00
65.00,19.92
66.00,29.87
67.00,10.00
68.00,26.99
69.00,20.06
70.00,10.00
71.00,10.00
72.00,10.00
73.00,29.96
74.00,10.00
75.00,13.10
76.00,10.00
77.00,37.49
78.00,28.60
79.00,17.37
80.00,31.74
81.00,10.00
82.00,10.00
83.00,27.26
84.00,24.15
85.00,10.00
86.00,17.53
87.00,16.35
88.00,18.47
89.00,10.00
90.00,27.42
91.00,11.07
92.00,10.00
93.00,33.18
94.00,10.00
95.00,46.17
96.00,11.39
97.00,29.22
98.00,47.24
99.00,35.21
100.00,10.00
101.00,44.38
102.00,10.00
103.00,10.00
104.00,10.00
105.00,52.33
106.00,14.33
107.00,10.00
108.00,29.03
109.00,47.53
110.00,15.28
111.00,24.37
112.00,33.83
113.00,25.71
114.00,54.20
115.00,10.00
116.00,20.83
117.00,10.00
118.00,10.88
119.00,10.00
120.00,42.92
121.00,10.00
122.00,66.79
123.00,10.00
124.00,36.78
125.00,10.00
126.00,10.00
127.00,39.51
128.00,10.00
129.00,19.03
130.00,25.49
131.00,20.50
132.00,13.14
133.00,32.28
134.00,62.83
135.00,47.75
136.00,41.95
137.00,45.48
138.00,10.00
139.00,79.71
140.00,33.02
141.00,19.08
142.00,10.00
143.00,10.48
144.00,27.39
145.00,24.29
146.00,20.02
147.00,24.09
148.00,10.00
149.00,29.37
150.00,21.28
151.00,24.00
152.00,45.33
153.00,10.00
154.00,10.00
155.00,10.00
156.00,10.00
157.00,18.04
158.00,16.30
159.00,10.00
160.00,10.00
161.00,53.66
162.00,33.36
163.00,18.32
164.00,26.78
165.00,10.00
166.00,10.00
167.00,10.00
168.00,53.11
169.00,63.91
170.00,26.13
171.00,10.00
172.00,10.00
173.00,46.75
174.00,10.23
175.00,18.64
176.00,31.46
177.00,46.95
178.00,17.89
179.00,10.00
180.00,10.00
181.00,10.00
182.00,50.86
183.00,44.72
184.00,38.84
185.00,32.11
186.00,33.14
187.00,35.69
188.00,35.10
189.00,10.00
190.00,37.19
191.00,10.00
192.00,56.24
193.00,22.45
194.00,40.08
195.00,35.89
196.00,27.67
197.00,10.00
198.00,28.97
199.00,10.00
200.00,10.00
201.00,28.05
202.00,10.00
203.00,38.51
204.00,45.67
205.00,41.21
206.00,47.55
207.00,34.84
208.00,24.96
209.00,10.00
210.00,15.38
211.00,46.18
212.00,41.90
213.00,16.69
214.00,13.44
215.00,29.71
216.00,10.00
217.00,10.00
218.00,44.96
219.00,27.18
220.00,36.61
221.00,16.74
222.00,54.49
223.00,30.62
224.00,12.02
225.00,10.00
226.00,41.50
227.00,10.00
228.00,28.93
229.00,29.33
230.00,10.00
231.00,10.00
232.00,17.20
233.00,21.23
234.00,10.00
235.00,19.41
236.00,29.49
237.00,35.27
238.00,23.82
239.00,35.68
240.00,10.00
241.00,24.69
242.00,43.54
243.00,41.23
244.00,10.00
245.00,47.19
246.00,10.00
247.00,54.56
248.00,37.22
249.00,30.95
250.00,19.30
251.00,21.52
252.00,27.43
253.00,10.00
254.00,10.00
255.00,10.00
256.00,29.63
257.00,31.48
258.00,30.20
259.00,43.03
260.00,21.38
261.00,30.99
262.00,10.00
263.00,33.59
264.00,10.00
265.00,10.00
266.00,35.22
267.00,31.39
268.00,45.15
269.00,29.33
270.00,23.81
271.00,51.88
272.00,24.30
273.00,53.78
274.00,33.16
275.00,12.07
276.00,41.78
277.00,60.39
278.00,17.74
279.00,10.00
280.00,43.56
281.00,33.31
282.00,64.60
283.00,55.53
284.00,36.65
285.00,10.00
286.00,32.69
287.00,30.53
288.00,10.00
289.00,10.00
290.00,38.04
291.00,10.00
292.00,21.71
293.00,10.00
294.00,10.00
295.00,52.03
296.00,41.82
297.00,65.95
298.00,10.00
299.00,31.86
300.00,54.57
301.00,10.00
302.00,22.22
303.00,25.21
304.00,10.24
305.00,26.93
306.00,35.01
307.00,39.29
308.00,18.32
309.00,55.01
310.00,54.85
311.00,84.57
312.00,38.48
313.00,11.67
314.00,23.00
315.00,18.30
316.00,54.94
317.00,10.00
318.00,63.86
319.00,10.00
320.00,11.21
321.00,13.70
322.00,48.98
323.00,39.47
324.00,10.00
325.00,40.44
326.00,44.36
327.00,10.00
328.00,43.84
329.00,10.00
330.00,37.12
331.00,10.00
332.00,42.96
333.00,40.17
334.00,27.61
335.00,45.13
336.00,33.28
337.00,34.94
338.00,58.28
339.00,43.88
340.00,10.00
341.00,32.86
342.00,34.65
343.00,75.60
344.00,16.58
345.00,10.00
346.00,33.47
