@relation Dynamic_Log_Rate_s4_alpha0.5
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,35.57
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,10.00
8.00,32.37
9.00,11.54
10.00,11.86
11.00,10.00
12.00,10.00
13.00,15.87
14.00,10.00
15.00,10.00
16.00,10.00
17.00,10.00
18.00,10.00
19.00,10.00
20.00,10.00
21.00,10.00
22.00,10.00
23.00,10.00
24.00,10.00
25.00,10.00
26.00,18.95
27.00,11.37
28.00,10.00
29.00,10.00
30.00,10.00
31.00,10.00
32.00,10.00
33.00,28.48
34.00,49.65
35.00,10.00
36.00,13.78
37.00,10.00
38.00,30.07
39.00,10.00
40.00,20.19
41.00,34.09
42.00,10.00
43.00,19.49
44.00,10.00
45.00,10.00
46.00,12.73
47.00,27.47
48.00,20.21
49.00,10.00
50.00,26.26
51.00,10.00
52.00,10.00
53.00,15.20
54.00,31.23
55.00,24.30
56.00,12.08
57.00,28.54
58.00,10.00
59.00,10.00
60.00,10.00
61.00,33.24
62.00,19.08
63.00,33.73
64.00,10.00
65.00,10.00
66.00,10.00
67.00,10.00
68.00,10.00
69.00,19.63
70.00,48.60
71.00,10.00
72.00,19.09
73.00,29.87
74.00,10.00
75.00,20.84
76.00,10.00
77.00,28.65
78.00,10.00
79.00,57.57
80.00,31.64
81.00,12.32
82.00,13.90
83.00,21.36
84.00,10.00
85.00,21.37
86.00,10.00
87.00,10.00
88.00,10.00
89.00,20.41
90.00,10.00
91.00,14.45
92.00,10.00
93.00,30.39
94.00,39.46
95.00,18.94
96.00,10.68
97.00,42.99
98.00,10.00
99.00,19.38
100.00,32.41
101.00,21.45
102.00,45.29
103.00,37.99
104.00,10.00
105.00,11.97
106.00,28.42
107.00,27.62
108.00,47.30
109.00,10.00
110.00,54.33
111.00,10.00
112.00,19.73
113.00,31.52
114.00,25.49
115.00,41.18
116.00,15.98
117.00,10.00
118.00,34.44
119.00,17.49
120.00,23.00
121.00,33.39
122.00,38.61
123.00,41.96
124.00,36.48
125.00,43.01
126.00,36.20
127.00,29.02
128.00,36.61
129.00,26.71
130.00,35.79
131.00,30.88
132.00,15.92
133.00,40.20
134.00,31.44
135.00,32.34
136.00,16.99
137.00,49.06
138.00,26.67
139.00,10.00
140.00,18.33
141.00,10.00
142.00,19.32
143.00,28.38
144.00,46.80
145.00,25.75
146.00,41.27
147.00,47.12
148.00,67.88
149.00,36.67
150.00,36.06
151.00,41.58
152.00,23.93
153.00,10.00
154.00,35.19
155.00,54.37
156.00,12.47
157.00,35.31
158.00,65.47
159.00,52.32
160.00,52.76
161.00,10.07
162.00,20.55
163.00,48.94
164.00,24.41
165.00,25.71
166.00,53.97
167.00,65.22
168.00,40.44
169.00,56.63
170.00,26.36
171.00,22.64
172.00,45.70
173.00,17.01
174.00,42.32
175.00,18.43
176.00,61.83
177.00,49.18
178.00,20.85
179.00,38.03
180.00,34.55
181.00,32.57
182.00,50.26
183.00,69.97
184.00,20.09
185.00,45.79
186.00,23.85
187.00,37.26
188.00,41.98
189.00,27.81
190.00,57.84
191.00,30.56
192.00,32.93
193.00,25.66
194.00,51.75
195.00,24.04
196.00,39.79
197.00,57.36
198.00,15.74
199.00,29.58
200.00,39.04
201.00,33.53
202.00,36.13
203.00,34.67
204.00,45.03
205.00,10.00
206.00,59.35
207.00,75.49
208.00,41.97
209.00,35.61
210.00,59.39
211.00,27.59
212.00,58.58
213.00,59.72
214.00,10.00
215.00,35.15
216.00,10.92
217.00,10.00
218.00,32.19
219.00,49.91
220.00,38.11
221.00,53.50
222.00,46.66
223.00,17.35
224.00,61.68
225.00,23.62
226.00,10.00
227.00,49.59
228.00,41.30
229.00,30.92
230.00,74.06
231.00,37.57
232.00,69.52
233.00,63.48
234.00,42.14
235.00,37.35
236.00,24.78
237.00,46.75
238.00,52.07
239.00,35.24
240.00,69.36
241.00,67.23
242.00,43.49
243.00,49.23
244.00,51.33
245.00,49.29
246.00,50.52
247.00,56.40
248.00,44.20
249.00,53.97
250.00,30.74
251.00,40.13
252.00,42.21
253.00,36.13
254.00,44.14
255.00,59.74
256.00,31.02
257.00,41.11
258.00,50.09
259.00,38.56
260.00,24.29
261.00,27.80
262.00,63.48
263.00,54.57
264.00,45.25
265.00,59.43
266.00,37.55
267.00,78.01
268.00,48.95
269.00,44.10
270.00,47.22
271.00,50.74
272.00,38.67
273.00,58.61
274.00,72.48
275.00,52.90
276.00,47.30
277.00,53.23
278.00,56.34
279.00,11.35
280.00,32.86
281.00,69.23
282.00,35.82
283.00,34.90
284.00,59.98
285.00,13.68
286.00,90.08
287.00,66.21
288.00,20.58
289.00,64.44
290.00,41.93
291.00,57.74
292.00,41.51
293.00,59.11
294.00,35.49
295.00,33.51
296.00,67.25
297.00,44.41
298.00,58.82
299.00,39.53
300.00,40.97
301.00,41.33
302.00,50.63
303.00,49.49
304.00,24.99
305.00,80.48
306.00,64.54
307.00,26.54
308.00,54.34
309.00,60.92
310.00,47.14
311.00,37.75
312.00,67.04
313.00,35.58
314.00,51.23
315.00,71.03
