@relation Dynamic_Log_Rate_s2_alpha0.4
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.54
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,15.85
12.00,10.31
13.00,10.00
14.00,14.29
15.00,10.00
16.00,10.00
17.00,45.28
18.00,10.00
19.00,10.00
20.00,24.70
21.00,21.69
22.00,10.00
23.00,12.16
24.00,10.00
25.00,10.00
26.00,10.00
27.00,10.00
28.00,10.00
29.00,10.37
30.00,19.35
31.00,10.00
32.00,10.00
33.00,10.00
34.00,56.42
35.00,10.00
36.00,10.00
37.00,14.63
38.00,12.64
39.00,18.53
40.00,39.13
41.00,16.42
42.00,10.00
43.00,10.00
44.00,34.98
45.00,10.00
46.00,10.00
47.00,10.00
48.00,29.93
49.00,16.77
50.00,10.00
51.00,10.00
52.00,11.66
53.00,10.00
54.00,10.00
55.00,46.56
56.00,15.32
57.00,33.10
58.00,10.00
59.00,15.11
60.00,10.00
61.00,17.77
62.00,19.02
63.00,23.24
64.00,10.00
65.00,32.12
66.00,10.00
67.00,10.00
68.00,19.50
69.00,33.37
70.00,32.12
71.00,20.80
72.00,19.18
73.00,10.00
74.00,12.62
75.00,18.99
76.00,10.00
77.00,10.00
78.00,16.72
79.00,23.69
80.00,29.25
81.00,10.00
82.00,26.68
83.00,10.00
84.00,28.95
85.00,10.00
86.00,21.48
87.00,16.27
88.00,12.87
89.00,24.22
90.00,10.00
91.00,10.00
92.00,30.20
93.00,10.00
94.00,10.00
95.00,37.70
96.00,20.12
97.00,10.00
98.00,12.55
99.00,15.31
100.00,41.67
101.00,15.83
102.00,42.00
103.00,36.02
104.00,31.30
105.00,69.51
106.00,10.00
107.00,10.00
108.00,10.00
109.00,22.82
110.00,43.95
111.00,30.07
112.00,13.17
113.00,13.14
114.00,10.00
115.00,12.98
116.00,17.45
117.00,29.01
118.00,39.37
119.00,15.24
120.00,10.00
121.00,37.16
122.00,41.37
123.00,40.44
124.00,29.36
125.00,39.04
126.00,41.10
127.00,42.37
128.00,52.37
129.00,10.00
130.00,39.47
131.00,21.18
132.00,34.91
133.00,15.54
134.00,49.21
135.00,10.00
136.00,29.56
137.00,10.00
138.00,50.81
139.00,10.00
140.00,41.30
141.00,20.37
142.00,23.58
143.00,38.74
144.00,60.53
145.00,18.33
146.00,42.21
147.00,17.36
148.00,32.68
149.00,44.10
150.00,43.70
151.00,35.73
152.00,22.44
153.00,38.70
154.00,52.85
155.00,19.25
156.00,29.58
157.00,34.59
158.00,10.00
159.00,21.43
160.00,10.00
161.00,64.08
162.00,66.17
163.00,19.46
164.00,10.00
165.00,62.55
166.00,35.47
167.00,22.85
168.00,45.21
169.00,29.75
170.00,35.69
171.00,24.19
172.00,14.92
173.00,10.00
174.00,52.37
175.00,66.89
176.00,10.00
177.00,27.39
178.00,14.84
179.00,26.61
180.00,16.93
181.00,10.00
182.00,10.00
183.00,10.00
184.00,29.48
185.00,36.40
186.00,15.43
187.00,26.08
188.00,49.16
189.00,37.51
190.00,29.32
191.00,10.00
192.00,10.00
193.00,41.06
194.00,16.12
195.00,10.56
196.00,16.52
197.00,34.79
198.00,45.29
199.00,37.95
200.00,27.82
201.00,16.53
202.00,24.30
203.00,41.96
204.00,45.91
205.00,28.00
206.00,52.33
207.00,10.00
208.00,48.50
209.00,36.60
210.00,29.86
211.00,31.31
212.00,56.41
213.00,31.62
214.00,51.37
215.00,29.38
216.00,19.59
217.00,65.04
218.00,41.26
219.00,49.35
220.00,40.55
221.00,41.05
222.00,52.40
223.00,18.85
224.00,10.00
225.00,36.24
226.00,50.08
227.00,31.05
228.00,40.38
229.00,21.97
230.00,10.00
231.00,48.08
232.00,38.68
233.00,10.00
234.00,22.84
235.00,29.28
236.00,10.00
237.00,17.33
238.00,10.00
239.00,33.48
240.00,36.96
241.00,28.71
242.00,33.26
243.00,59.82
244.00,39.97
245.00,10.00
246.00,78.45
247.00,45.86
248.00,12.97
249.00,72.13
250.00,14.38
251.00,12.78
252.00,49.93
253.00,37.43
254.00,24.81
255.00,14.21
256.00,43.87
257.00,37.18
258.00,22.91
259.00,54.26
260.00,38.06
261.00,39.81
262.00,37.39
263.00,32.01
264.00,36.25
265.00,46.32
266.00,32.77
267.00,42.94
268.00,62.02
269.00,10.00
270.00,62.06
271.00,34.36
272.00,56.53
273.00,29.32
274.00,32.19
275.00,46.89
276.00,75.32
277.00,67.55
278.00,63.44
279.00,40.05
280.00,24.23
281.00,38.69
282.00,45.05
283.00,40.68
284.00,78.02
285.00,28.13
286.00,55.54
287.00,25.78
288.00,27.85
289.00,13.18
290.00,48.80
291.00,11.00
292.00,17.76
293.00,63.34
294.00,60.77
295.00,56.51
296.00,43.02
297.00,26.51
298.00,54.00
299.00,42.42
300.00,10.00
301.00,10.00
302.00,45.50
303.00,14.35
304.00,25.94
305.00,30.42
306.00,50.40
307.00,12.62
308.00,26.34
309.00,63.90
310.00,42.55
311.00,53.03
312.00,29.30
313.00,70.06
314.00,35.40
315.00,43.82
316.00,28.46
317.00,32.74
318.00,50.30
319.00,42.06
320.00,22.91
321.00,69.57
322.00,25.03
323.00,53.03
324.00,63.48
325.00,62.95
326.00,28.06
327.00,25.45
328.00,50.81
329.00,22.24
330.00,44.07
331.00,30.30
332.00,57.06
333.00,36.95
334.00,54.77
335.00,45.99
336.00,30.92
337.00,39.99
338.00,47.64
339.00,75.63
340.00,38.85
341.00,10.00
342.00,15.18
343.00,31.42
344.00,31.00
345.00,60.67
346.00,17.02
