@relation Dynamic_Log_Rate_s5_alpha0.7
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,10.00
3.00,10.00
4.00,12.33
5.00,10.00
6.00,10.00
7.00,10.00
8.00,19.00
9.00,19.54
10.00,10.00
11.00,10.00
12.00,10.00
13.00,10.00
14.00,15.74
15.00,10.00
16.00,11.87
17.00,10.00
18.00,10.00
19.00,10.00
20.00,25.47
21.00,14.17
22.00,16.04
23.00,10.00
24.00,10.00
25.00,13.56
26.00,12.68
27.00,16.46
28.00,27.56
29.00,30.69
30.00,10.00
31.00,12.59
32.00,20.06
33.00,19.15
34.00,14.04
35.00,10.00
36.00,10.00
37.00,10.00
38.00,10.00
39.00,10.91
40.00,13.39
41.00,10.00
42.00,10.00
43.00,13.45
44.00,28.46
45.00,10.00
46.00,19.32
47.00,10.00
48.00,15.68
49.00,22.76
50.00,18.16
51.00,10.00
52.00,21.75
53.00,10.00
54.00,20.07
55.00,28.50
56.00,12.79
57.00,10.00
58.00,24.50
59.00,28.29
60.00,21.92
61.00,15.75
62.00,15.18
63.00,16.11
64.00,10.00
65.00,21.72
66.00,10.00
67.00,25.32
68.00,15.51
69.00,22.67
70.00,29.49
71.00,10.00
72.00,11.19
73.00,22.25
74.00,16.03
75.00,25.81
76.00,15.86
77.00,21.30
78.00,16.86
79.00,17.29
80.00,20.73
81.00,19.22
82.00,33.34
83.00,20.30
84.00,10.00
85.00,33.49
86.00,28.07
87.00,38.41
88.00,14.18
89.00,31.93
90.00,44.12
91.00,26.36
92.00,26.49
93.00,23.83
94.00,56.98
95.00,30.46
96.00,13.90
97.00,22.25
98.00,18.81
99.00,33.53
100.00,53.02
101.00,42.43
102.00,39.86
103.00,23.07
104.00,41.14
105.00,21.62
106.00,19.74
107.00,44.73
108.00,43.03
109.00,23.28
110.00,28.44
111.00,43.67
112.00,25.58
113.00,42.75
114.00,26.28
115.00,29.83
116.00,28.50
117.00,46.68
118.00,45.75
119.00,49.28
120.00,20.35
121.00,25.84
122.00,41.13
123.00,51.39
124.00,32.54
125.00,42.22
126.00,27.85
127.00,44.56
128.00,35.33
129.00,39.13
130.00,29.51
131.00,53.37
132.00,58.24
133.00,44.18
134.00,33.19
135.00,38.52
136.00,49.66
137.00,40.23
138.00,57.79
139.00,27.75
140.00,41.60
141.00,23.95
142.00,52.91
143.00,28.00
144.00,41.49
145.00,30.43
146.00,48.91
147.00,43.90
148.00,46.47
149.00,48.78
150.00,49.81
151.00,44.95
152.00,28.88
153.00,38.71
154.00,51.14
155.00,47.99
156.00,37.04
157.00,59.86
158.00,50.13
159.00,53.34
160.00,53.93
161.00,48.03
162.00,51.45
163.00,36.11
164.00,46.59
165.00,51.71
166.00,34.13
167.00,56.63
168.00,54.93
169.00,36.55
170.00,47.00
171.00,53.94
172.00,49.36
173.00,62.14
174.00,38.31
175.00,47.88
176.00,49.03
177.00,63.50
178.00,41.73
179.00,53.58
180.00,47.67
181.00,40.75
182.00,56.72
183.00,45.82
184.00,65.69
185.00,53.87
186.00,61.40
187.00,56.85
188.00,54.80
189.00,52.54
190.00,52.81
191.00,37.79
192.00,69.01
193.00,51.97
194.00,63.23
195.00,61.79
196.00,52.48
197.00,49.38
198.00,41.48
199.00,52.94
200.00,47.65
201.00,57.29
202.00,48.54
203.00,58.09
204.00,53.44
205.00,46.43
206.00,51.00
207.00,69.94
208.00,54.38
209.00,60.54
210.00,45.16
211.00,54.34
212.00,43.60
213.00,63.38
214.00,67.24
215.00,58.19
216.00,49.03
217.00,56.58
218.00,58.93
219.00,48.95
220.00,52.18
221.00,34.74
222.00,60.43
223.00,47.58
224.00,58.09
225.00,83.73
226.00,60.00
227.00,62.80
228.00,62.32
229.00,60.34
230.00,65.87
231.00,64.62
232.00,62.80
233.00,63.06
234.00,81.43
235.00,53.00
236.00,50.64
237.00,46.78
238.00,81.14
239.00,61.46
240.00,55.97
241.00,55.79
242.00,40.42
243.00,64.18
244.00,52.24
245.00,61.05
246.00,70.53
247.00,61.65
248.00,50.66
249.00,58.95
250.00,54.65
251.00,64.70
252.00,54.09
253.00,61.30
254.00,48.91
255.00,50.08
256.00,45.83
257.00,57.72
258.00,75.96
259.00,70.28
260.00,66.44
261.00,54.25
262.00,65.90
263.00,51.28
264.00,89.11
265.00,66.16
266.00,63.31
267.00,68.32
268.00,57.85
269.00,73.70
270.00,58.82
271.00,59.02
272.00,73.53
273.00,66.75
274.00,72.33
275.00,69.46
276.00,73.95
277.00,61.63
278.00,48.56
279.00,71.45
280.00,80.07
281.00,88.08
282.00,57.11
283.00,56.51
284.00,64.16
285.00,64.12
286.00,85.14
287.00,66.29
288.00,63.91
289.00,63.02
290.00,72.17
291.00,75.49
292.00,66.10
293.00,73.14
294.00,63.01
295.00,62.80
296.00,78.97
297.00,73.37
298.00,65.50
299.00,62.82
300.00,68.29
301.00,68.17
302.00,74.96
303.00,67.09
304.00,68.50
305.00,66.49
306.00,72.77
307.00,82.87
308.00,76.41
309.00,88.50
310.00,62.00
311.00,69.69
312.00,84.60
313.00,80.21
314.00,61.90
315.00,66.21
316.00,92.44
317.00,64.86
318.00,72.29
319.00,62.39
320.00,78.77
321.00,66.23
322.00,76.94
323.00,75.68
324.00,69.24
325.00,55.02
326.00,67.56
327.00,66.73
328.00,64.67
329.00,59.31
330.00,70.97
331.00,63.99
332.00,66.74
333.00,63.83
334.00,60.35
335.00,59.42
336.00,84.23
337.00,57.27
338.00,63.17
339.00,62.64
340.00,73.43
341.00,76.80
342.00,62.94
343.00,77.98
344.00,75.79
345.00,74.24
346.00,77.88
