@relation Dynamic_Log_Rate_s1_alpha0.6
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.97
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,19.34
8.00,10.00
9.00,21.19
10.00,11.96
11.00,10.00
12.00,10.19
13.00,24.69
14.00,10.00
15.00,10.19
16.00,10.00
17.00,10.00
18.00,10.00
19.00,19.01
20.00,10.00
21.00,10.00
22.00,10.00
23.00,34.45
24.00,10.00
25.00,10.00
26.00,16.16
27.00,10.00
28.00,10.00
29.00,10.00
30.00,10.00
31.00,10.00
32.00,10.00
33.00,10.00
34.00,10.00
35.00,10.00
36.00,10.00
37.00,19.34
38.00,20.26
39.00,22.92
40.00,10.00
41.00,10.09
42.00,21.47
43.00,22.27
44.00,10.00
45.00,10.66
46.00,22.53
47.00,33.88
48.00,38.31
49.00,10.00
50.00,21.26
51.00,17.69
52.00,16.32
53.00,11.18
54.00,30.89
55.00,10.00
56.00,23.64
57.00,16.48
58.00,10.00
59.00,10.00
60.00,10.00
61.00,10.00
62.00,10.00
63.00,20.67
64.00,24.80
65.00,13.54
66.00,10.00
67.00,40.39
68.00,11.85
69.00,28.07
70.00,29.03
71.00,26.22
72.00,19.65
73.00,28.65
74.00,34.72
75.00,10.00
76.00,35.26
77.00,19.10
78.00,20.81
79.00,40.64
80.00,18.71
81.00,12.32
82.00,10.00
83.00,11.85
84.00,22.98
85.00,31.92
86.00,10.00
87.00,23.79
88.00,33.23
89.00,24.74
90.00,19.78
91.00,38.81
92.00,10.00
93.00,10.00
94.00,12.02
95.00,22.16
96.00,19.01
97.00,19.19
98.00,23.95
99.00,11.04
100.00,21.54
101.00,10.00
102.00,27.02
103.00,36.84
104.00,25.80
105.00,38.46
106.00,38.38
107.00,19.34
108.00,10.00
109.00,35.75
110.00,28.76
111.00,23.65
112.00,28.90
113.00,20.64
114.00,24.08
115.00,32.39
116.00,17.94
117.00,49.31
118.00,27.90
119.00,31.23
120.00,24.61
121.00,38.32
122.00,17.01
123.00,14.60
124.00,21.84
125.00,36.72
126.00,34.28
127.00,28.97
128.00,48.41
129.00,36.00
130.00,36.19
131.00,54.33
132.00,20.68
133.00,36.17
134.00,13.37
135.00,22.90
136.00,50.61
137.00,11.55
138.00,56.01
139.00,36.95
140.00,40.33
141.00,33.87
142.00,40.84
143.00,20.36
144.00,34.01
145.00,46.96
146.00,26.83
147.00,46.92
148.00,20.45
149.00,49.20
150.00,52.59
151.00,51.99
152.00,28.36
153.00,38.25
154.00,27.87
155.00,24.49
156.00,31.83
157.00,45.09
158.00,54.15
159.00,42.12
160.00,43.42
161.00,35.11
162.00,45.30
163.00,46.87
164.00,44.38
165.00,37.01
166.00,29.27
167.00,65.60
168.00,42.58
169.00,48.28
170.00,51.68
171.00,36.75
172.00,31.41
173.00,66.24
174.00,33.62
175.00,50.06
176.00,38.16
177.00,55.06
178.00,25.89
179.00,44.04
180.00,42.60
181.00,53.47
182.00,40.52
183.00,39.82
184.00,64.75
185.00,43.69
186.00,58.01
187.00,49.94
188.00,46.27
189.00,32.55
190.00,33.95
191.00,35.93
192.00,43.39
193.00,56.86
194.00,29.64
195.00,39.03
196.00,28.30
197.00,39.13
198.00,46.22
199.00,50.71
200.00,29.38
201.00,13.56
202.00,28.16
203.00,45.57
204.00,32.00
205.00,42.96
206.00,51.90
207.00,42.34
208.00,56.69
209.00,55.40
210.00,36.89
211.00,57.17
212.00,22.12
213.00,44.18
214.00,54.84
215.00,42.35
216.00,55.93
217.00,52.30
218.00,53.75
219.00,64.76
220.00,50.29
221.00,41.05
222.00,50.59
223.00,50.59
224.00,33.23
225.00,58.34
226.00,18.20
227.00,51.76
228.00,62.01
229.00,50.82
230.00,39.67
231.00,70.72
232.00,57.24
233.00,59.92
234.00,55.58
235.00,47.33
236.00,45.49
237.00,71.01
238.00,59.19
239.00,54.26
240.00,23.37
241.00,57.56
242.00,65.73
243.00,43.85
244.00,51.40
245.00,59.78
246.00,57.51
247.00,45.04
248.00,74.69
249.00,39.54
250.00,25.62
251.00,44.45
252.00,67.51
253.00,53.72
254.00,69.61
255.00,51.88
256.00,58.19
257.00,41.30
258.00,56.30
259.00,57.02
260.00,59.97
261.00,67.92
262.00,43.60
263.00,51.55
264.00,52.18
265.00,56.04
266.00,50.52
267.00,60.24
268.00,46.38
269.00,56.20
270.00,50.19
271.00,51.68
272.00,70.12
273.00,57.25
274.00,64.52
275.00,57.62
276.00,62.47
277.00,52.22
278.00,46.44
279.00,62.37
280.00,53.33
281.00,55.95
282.00,57.90
283.00,42.36
284.00,71.47
285.00,46.04
286.00,77.05
287.00,46.81
288.00,50.84
289.00,74.82
290.00,52.69
291.00,67.69
292.00,51.66
293.00,63.89
294.00,63.25
295.00,57.34
296.00,59.03
297.00,60.29
298.00,30.13
299.00,58.64
300.00,60.74
301.00,49.27
302.00,64.25
303.00,58.82
304.00,69.46
305.00,60.40
306.00,48.13
307.00,39.13
308.00,44.77
309.00,69.41
310.00,56.88
311.00,57.66
312.00,55.63
313.00,45.01
314.00,59.39
315.00,64.53
316.00,36.52
317.00,39.64
318.00,63.14
319.00,76.62
320.00,61.38
321.00,41.41
322.00,46.18
323.00,59.98
324.00,52.96
325.00,62.89
326.00,66.00
327.00,70.85
328.00,50.65
329.00,61.50
330.00,67.18
331.00,66.91
332.00,41.55
333.00,51.85
334.00,67.10
335.00,62.30
336.00,80.98
337.00,64.36
338.00,64.32
339.00,62.29
340.00,51.22
341.00,62.80
342.00,56.40
343.00,65.84
344.00,64.39
345.00,63.41
346.00,54.49
347.00,55.39
348.00,51.87
349.00,58.23
350.00,69.44
351.00,55.05
352.00,66.93
353.00,60.32
354.00,75.41
355.00,69.38
356.00,40.79
357.00,54.11
358.00,70.68
359.00,60.20
360.00,56.04
361.00,66.77
362.00,49.54
363.00,72.14
364.00,65.87
365.00,53.61
366.00,60.09
367.00,70.69
368.00,39.39
369.00,65.33
370.00,57.91
371.00,76.69
372.00,75.88
373.00,64.53
374.00,52.03
375.00,53.19
376.00,42.32
377.00,64.33
378.00,44.47
379.00,64.18
380.00,72.34
381.00,30.78
382.00,69.35
383.00,56.12
384.00,59.80
385.00,74.48
386.00,71.87
387.00,49.22
388.00,52.56
389.00,75.15
390.00,67.35
391.00,44.49
392.00,75.37
393.00,58.85
394.00,50.30
395.00,65.55
396.00,63.99
397.00,62.85
398.00,67.68
399.00,82.42
400.00,61.89
401.00,57.32
402.00,56.23
403.00,44.25
404.00,71.64
405.00,67.62
406.00,71.42
407.00,60.13
408.00,51.06
409.00,42.58
410.00,71.11
411.00,48.04
412.00,76.46
413.00,57.41
414.00,31.95
415.00,55.04
416.00,47.97
417.00,73.52
418.00,46.29
419.00,55.73
420.00,32.83
421.00,48.48
422.00,65.96
423.00,46.44
424.00,63.96
425.00,55.99
426.00,72.12
427.00,48.59
428.00,63.54
429.00,64.08
