@relation Dynamic_Log_Rate_s4_alpha0.4
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,14.14
3.00,10.00
4.00,48.96
5.00,18.39
6.00,10.00
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,10.00
12.00,10.00
13.00,10.00
14.00,13.66
15.00,20.74
16.00,10.00
17.00,10.00
18.00,10.36
19.00,29.74
20.00,10.00
21.00,10.00
22.00,10.00
23.00,10.00
24.00,43.77
25.00,10.00
26.00,24.83
27.00,10.00
28.00,11.17
29.00,10.00
30.00,10.00
31.00,12.15
32.00,10.00
33.00,10.00
34.00,14.29
35.00,13.87
36.00,10.00
37.00,10.41
38.00,14.85
39.00,10.26
40.00,26.96
41.00,10.00
42.00,10.00
43.00,10.00
44.00,18.01
45.00,27.84
46.00,49.01
47.00,10.00
48.00,17.11
49.00,10.00
50.00,17.78
51.00,39.05
52.00,10.00
53.00,10.43
54.00,21.16
55.00,15.93
56.00,29.55
57.00,14.50
58.00,10.00
59.00,10.00
60.00,18.84
61.00,12.54
62.00,10.00
63.00,10.00
64.00,16.49
65.00,32.20
66.00,10.07
67.00,10.00
68.00,15.81
69.00,21.53
70.00,10.00
71.00,10.00
72.00,10.00
73.00,10.00
74.00,26.50
75.00,10.00
76.00,10.00
77.00,10.00
78.00,10.00
79.00,10.00
80.00,10.00
81.00,10.00
82.00,45.36
83.00,25.65
84.00,11.45
85.00,10.00
86.00,39.65
87.00,41.35
88.00,10.00
89.00,10.00
90.00,14.67
91.00,23.10
92.00,10.00
93.00,22.51
94.00,10.00
95.00,19.94
96.00,32.78
97.00,31.01
98.00,10.00
99.00,10.00
100.00,37.14
101.00,24.99
102.00,39.07
103.00,10.00
104.00,15.94
105.00,10.00
106.00,37.38
107.00,20.92
108.00,22.78
109.00,22.77
110.00,44.73
111.00,10.00
112.00,27.67
113.00,29.16
114.00,19.52
115.00,10.00
116.00,48.29
117.00,10.00
118.00,10.00
119.00,10.00
120.00,25.05
121.00,57.89
122.00,12.46
123.00,32.55
124.00,30.28
125.00,30.91
126.00,10.00
127.00,12.09
128.00,29.45
129.00,10.00
130.00,10.00
131.00,10.00
132.00,30.45
133.00,17.24
134.00,11.63
135.00,26.07
136.00,38.20
137.00,11.80
138.00,18.44
139.00,42.67
140.00,16.00
141.00,14.33
142.00,10.00
143.00,38.43
144.00,10.00
145.00,28.58
146.00,19.89
147.00,10.89
148.00,27.25
149.00,29.95
150.00,53.08
151.00,53.26
152.00,12.78
153.00,64.03
154.00,48.41
155.00,19.76
156.00,53.27
157.00,23.05
158.00,51.50
159.00,42.30
160.00,14.10
161.00,27.66
162.00,81.02
163.00,25.53
164.00,18.37
165.00,20.70
166.00,27.71
167.00,16.82
168.00,30.56
169.00,37.21
170.00,49.31
171.00,35.13
172.00,27.14
173.00,19.48
174.00,53.25
175.00,53.42
176.00,15.16
177.00,55.18
178.00,30.82
179.00,23.99
180.00,44.86
181.00,23.80
182.00,20.25
183.00,18.84
184.00,24.45
185.00,10.00
186.00,39.33
187.00,28.00
188.00,22.14
189.00,42.29
190.00,16.76
191.00,55.56
192.00,20.40
193.00,29.87
194.00,41.17
195.00,14.88
196.00,50.07
197.00,26.73
198.00,19.95
199.00,37.85
200.00,12.80
201.00,38.34
202.00,21.96
203.00,38.66
204.00,36.92
205.00,10.00
206.00,30.37
207.00,35.85
208.00,40.72
209.00,31.03
210.00,37.17
211.00,10.00
212.00,10.00
213.00,43.60
214.00,29.22
215.00,35.06
216.00,42.42
217.00,29.35
218.00,33.91
219.00,38.58
220.00,11.55
221.00,42.18
222.00,25.85
223.00,22.11
224.00,10.00
225.00,41.96
226.00,27.62
227.00,24.90
228.00,15.88
229.00,14.13
230.00,38.90
231.00,33.77
232.00,10.10
233.00,18.36
234.00,39.49
235.00,29.17
236.00,25.68
237.00,24.91
238.00,10.00
239.00,36.77
240.00,30.89
241.00,26.31
242.00,33.32
243.00,28.33
244.00,19.97
245.00,29.46
246.00,17.52
247.00,52.27
248.00,22.34
249.00,59.49
250.00,45.79
251.00,14.47
252.00,35.88
253.00,55.85
254.00,74.22
255.00,51.04
256.00,62.77
257.00,35.88
258.00,39.07
259.00,31.10
260.00,21.63
261.00,52.21
262.00,22.00
263.00,36.37
264.00,23.45
265.00,17.12
266.00,34.20
267.00,39.31
268.00,37.76
269.00,23.04
270.00,40.81
271.00,67.01
272.00,30.62
273.00,40.49
274.00,44.81
275.00,33.76
276.00,16.63
277.00,20.75
278.00,41.69
279.00,51.89
280.00,49.29
281.00,13.44
282.00,39.71
283.00,44.10
284.00,42.31
285.00,66.30
286.00,47.72
287.00,20.69
288.00,28.45
289.00,31.84
290.00,53.90
291.00,23.03
292.00,31.69
293.00,73.06
294.00,10.00
295.00,52.03
296.00,25.71
297.00,38.03
298.00,49.03
299.00,10.00
300.00,45.82
301.00,37.57
302.00,10.00
303.00,52.53
304.00,46.03
305.00,37.80
306.00,65.62
307.00,49.83
308.00,53.75
309.00,69.05
310.00,15.42
311.00,13.26
312.00,40.18
313.00,10.75
314.00,73.71
315.00,48.83
316.00,10.00
317.00,38.16
318.00,10.00
319.00,27.94
320.00,71.48
321.00,57.52
322.00,64.85
323.00,47.34
324.00,56.87
325.00,10.00
326.00,46.98
327.00,55.98
328.00,40.97
329.00,66.32
330.00,36.30
331.00,39.79
332.00,69.29
333.00,53.12
334.00,52.09
335.00,37.88
336.00,34.70
337.00,10.71
338.00,35.21
339.00,51.55
340.00,43.14
341.00,44.64
342.00,42.93
343.00,13.49
344.00,16.56
345.00,10.00
346.00,13.49
