@relation Dynamic_Log_Rate_s2_alpha0.7
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,12.42
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,20.24
8.00,12.21
9.00,10.00
10.00,14.02
11.00,10.00
12.00,10.00
13.00,10.00
14.00,10.00
15.00,10.00
16.00,10.00
17.00,10.00
18.00,10.00
19.00,15.69
20.00,10.00
21.00,10.00
22.00,10.00
23.00,20.22
24.00,10.00
25.00,10.00
26.00,10.07
27.00,10.00
28.00,10.00
29.00,10.00
30.00,10.00
31.00,14.07
32.00,10.00
33.00,16.02
34.00,10.00
35.00,19.86
36.00,18.71
37.00,10.00
38.00,10.69
39.00,15.65
40.00,10.87
41.00,19.27
42.00,10.31
43.00,15.02
44.00,10.00
45.00,13.04
46.00,21.24
47.00,22.84
48.00,10.00
49.00,10.00
50.00,11.30
51.00,10.43
52.00,11.42
53.00,31.99
54.00,27.32
55.00,10.00
56.00,10.00
57.00,14.55
58.00,19.99
59.00,20.23
60.00,28.47
61.00,29.12
62.00,26.08
63.00,36.26
64.00,17.79
65.00,21.62
66.00,27.24
67.00,16.14
68.00,12.94
69.00,16.20
70.00,37.79
71.00,28.17
72.00,31.04
73.00,29.76
74.00,20.35
75.00,13.89
76.00,34.41
77.00,20.16
78.00,26.35
79.00,24.39
80.00,15.12
81.00,13.06
82.00,34.85
83.00,24.92
84.00,27.88
85.00,18.60
86.00,26.34
87.00,32.10
88.00,26.37
89.00,25.65
90.00,29.68
91.00,25.81
92.00,46.16
93.00,26.43
94.00,23.51
95.00,22.16
96.00,24.54
97.00,15.34
98.00,32.30
99.00,22.34
100.00,41.74
101.00,14.44
102.00,42.18
103.00,33.89
104.00,44.97
105.00,49.52
106.00,32.00
107.00,25.01
108.00,34.87
109.00,24.05
110.00,33.97
111.00,25.84
112.00,20.70
113.00,19.67
114.00,26.23
115.00,25.74
116.00,30.51
117.00,41.88
118.00,39.93
119.00,17.43
120.00,41.45
121.00,37.98
122.00,30.88
123.00,27.50
124.00,24.19
125.00,24.31
126.00,31.74
127.00,47.50
128.00,39.71
129.00,41.98
130.00,33.18
131.00,32.40
132.00,47.43
133.00,41.43
134.00,47.27
135.00,42.31
136.00,37.34
137.00,47.70
138.00,38.00
139.00,43.00
140.00,44.75
141.00,33.72
142.00,35.98
143.00,41.97
144.00,58.33
145.00,43.52
146.00,43.69
147.00,27.97
148.00,23.59
149.00,51.78
150.00,36.98
151.00,51.51
152.00,42.84
153.00,55.81
154.00,60.16
155.00,32.30
156.00,44.24
157.00,30.31
158.00,28.59
159.00,50.63
160.00,51.02
161.00,53.98
162.00,39.93
163.00,41.71
164.00,51.20
165.00,41.14
166.00,39.01
167.00,35.91
168.00,49.90
169.00,52.22
170.00,30.40
171.00,36.06
172.00,51.71
173.00,59.42
174.00,61.17
175.00,67.24
176.00,64.89
177.00,56.74
178.00,71.45
179.00,62.94
180.00,68.53
181.00,41.38
182.00,65.29
183.00,51.42
184.00,56.54
185.00,56.39
186.00,56.48
187.00,55.30
188.00,56.79
189.00,40.70
190.00,62.75
191.00,52.20
192.00,60.47
193.00,74.12
194.00,63.52
195.00,57.60
196.00,48.21
197.00,49.50
198.00,61.33
199.00,42.09
200.00,48.20
201.00,44.64
202.00,65.66
203.00,51.98
204.00,60.81
205.00,62.24
206.00,77.50
207.00,47.44
208.00,56.02
209.00,51.02
210.00,68.70
211.00,64.14
212.00,68.40
213.00,41.46
214.00,56.18
215.00,46.95
216.00,56.78
217.00,60.16
218.00,71.78
219.00,45.97
220.00,54.56
221.00,72.84
222.00,69.98
223.00,64.93
224.00,58.90
225.00,54.81
226.00,61.98
227.00,66.55
228.00,67.95
229.00,56.85
230.00,54.77
231.00,60.44
232.00,63.70
233.00,64.27
234.00,65.88
235.00,54.57
236.00,60.27
237.00,50.69
238.00,71.40
239.00,80.06
240.00,49.72
241.00,67.37
242.00,70.94
243.00,64.39
244.00,58.37
245.00,68.12
246.00,56.16
247.00,54.99
248.00,47.75
249.00,73.47
250.00,50.60
251.00,66.27
252.00,59.20
253.00,77.41
254.00,64.03
255.00,66.96
256.00,57.52
257.00,51.88
258.00,62.69
259.00,67.94
260.00,71.76
261.00,71.70
262.00,76.32
263.00,66.05
264.00,58.11
265.00,66.19
266.00,59.78
267.00,52.35
268.00,70.86
269.00,75.50
270.00,72.04
271.00,70.33
272.00,59.93
273.00,55.57
274.00,72.72
275.00,62.25
276.00,58.82
277.00,51.25
278.00,63.79
279.00,67.25
280.00,74.01
281.00,64.15
282.00,68.60
283.00,58.08
284.00,67.02
285.00,59.66
286.00,66.22
287.00,65.66
288.00,67.43
289.00,79.27
290.00,68.73
291.00,79.16
292.00,55.21
293.00,61.07
294.00,63.58
295.00,68.54
296.00,67.07
297.00,78.39
298.00,61.56
299.00,86.69
300.00,58.88
301.00,65.64
302.00,67.91
303.00,64.41
304.00,54.34
305.00,79.27
306.00,63.91
307.00,75.52
308.00,75.79
309.00,82.60
310.00,64.13
311.00,72.02
312.00,61.97
313.00,63.23
314.00,57.36
315.00,69.45
316.00,91.49
317.00,50.33
318.00,70.17
319.00,74.58
320.00,79.87
321.00,55.28
322.00,59.82
323.00,56.93
324.00,67.65
325.00,61.92
326.00,61.22
327.00,80.00
328.00,79.63
329.00,80.01
330.00,70.38
331.00,61.61
332.00,87.35
333.00,77.75
334.00,75.65
335.00,59.06
336.00,62.32
337.00,58.12
338.00,78.12
339.00,69.55
340.00,60.73
341.00,58.86
342.00,77.97
343.00,67.61
344.00,59.89
345.00,66.80
346.00,61.85
347.00,83.27
348.00,75.86
349.00,85.76
350.00,89.10
351.00,58.06
352.00,86.17
353.00,67.09
354.00,67.05
355.00,80.78
356.00,78.41
357.00,87.05
358.00,76.86
359.00,71.69
360.00,56.08
361.00,69.17
362.00,76.20
363.00,59.48
364.00,76.44
365.00,91.00
366.00,72.08
367.00,68.42
368.00,57.79
369.00,62.09
370.00,62.04
371.00,54.01
372.00,76.27
373.00,56.81
374.00,71.06
375.00,71.04
376.00,65.15
377.00,77.39
378.00,63.70
379.00,65.08
380.00,53.67
381.00,58.66
382.00,73.74
383.00,74.69
384.00,77.40
385.00,52.11
386.00,57.61
387.00,77.15
388.00,81.15
389.00,62.96
390.00,58.09
391.00,83.34
392.00,88.23
393.00,76.10
394.00,78.26
395.00,66.79
396.00,66.55
397.00,76.15
398.00,63.49
399.00,67.94
400.00,83.86
401.00,62.78
402.00,87.05
403.00,72.32
404.00,65.77
405.00,65.64
406.00,63.53
407.00,76.44
408.00,68.40
409.00,73.69
410.00,63.66
411.00,56.67
412.00,81.67
413.00,42.21
414.00,66.23
415.00,73.25
416.00,63.56
417.00,58.86
418.00,57.02
419.00,84.74
420.00,65.86
421.00,69.52
422.00,78.70
423.00,59.09
424.00,70.45
425.00,68.89
426.00,66.55
427.00,70.69
428.00,65.90
429.00,57.65
430.00,58.79
431.00,60.85
432.00,57.01
433.00,72.51
434.00,71.42
435.00,88.96
436.00,51.98
437.00,88.81
438.00,71.02
439.00,73.71
440.00,67.95
441.00,59.92
442.00,51.64
443.00,70.18
444.00,61.77
445.00,57.83
446.00,57.68
447.00,63.61
448.00,47.24
449.00,73.95
450.00,61.98
451.00,65.27
452.00,63.57
453.00,65.84
454.00,65.22
455.00,57.63
456.00,76.08
457.00,64.70
458.00,73.93
459.00,62.59
460.00,50.50
461.00,59.48
462.00,46.83
463.00,55.71
464.00,72.34
465.00,58.91
466.00,66.51
467.00,71.47
468.00,58.42
469.00,55.11
470.00,53.39
471.00,65.26
472.00,52.96
473.00,38.77
474.00,61.56
475.00,55.94
476.00,69.50
477.00,72.34
478.00,51.22
479.00,67.47
480.00,59.74
481.00,65.62
482.00,60.66
483.00,59.92
484.00,47.62
485.00,49.64
486.00,63.30
487.00,67.14
488.00,60.10
489.00,69.20
490.00,62.36
491.00,56.20
492.00,76.85
493.00,60.38
494.00,60.02
495.00,52.25
496.00,50.42
497.00,35.89
498.00,55.78
499.00,55.15
500.00,54.71
501.00,62.19
502.00,60.26
503.00,62.02
504.00,53.11
505.00,66.47
506.00,57.98
507.00,53.66
508.00,50.04
509.00,54.48
510.00,61.38
511.00,60.36
512.00,66.27
513.00,52.00
514.00,44.32
515.00,55.42
516.00,57.74
517.00,57.98
518.00,63.73
519.00,51.07
520.00,49.01
521.00,44.28
522.00,53.87
523.00,36.49
524.00,55.30
525.00,56.98
526.00,67.54
527.00,62.42
528.00,64.96
529.00,57.33
530.00,62.49
531.00,49.15
