@relation Dynamic_Log_Rate_s2_alpha0.3
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,29.51
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,12.75
6.00,10.00
7.00,10.00
8.00,17.00
9.00,29.82
10.00,10.00
11.00,10.00
12.00,21.35
13.00,38.43
14.00,10.00
15.00,44.09
16.00,29.00
17.00,10.00
18.00,25.44
19.00,10.00
20.00,10.00
21.00,12.29
22.00,10.00
23.00,27.04
24.00,43.02
25.00,10.00
26.00,10.00
27.00,20.85
28.00,10.00
29.00,19.69
30.00,10.00
31.00,23.94
32.00,13.43
33.00,14.98
34.00,10.00
35.00,19.51
36.00,21.58
37.00,10.00
38.00,10.00
39.00,10.00
40.00,10.00
41.00,33.89
42.00,39.06
43.00,21.87
44.00,10.00
45.00,31.68
46.00,14.04
47.00,10.00
48.00,10.00
49.00,19.11
50.00,10.00
51.00,43.27
52.00,37.42
53.00,10.00
54.00,50.57
55.00,10.00
56.00,13.35
57.00,49.83
58.00,10.00
59.00,14.99
60.00,10.00
61.00,24.48
62.00,15.94
63.00,10.00
64.00,10.00
65.00,22.78
66.00,13.26
67.00,10.00
68.00,40.33
69.00,10.00
70.00,10.00
71.00,15.63
72.00,11.79
73.00,10.00
74.00,21.73
75.00,10.00
76.00,10.00
77.00,15.48
78.00,17.48
79.00,10.00
80.00,10.00
81.00,10.00
82.00,17.66
83.00,10.00
84.00,36.45
85.00,21.81
86.00,10.00
87.00,13.12
88.00,10.00
89.00,41.52
90.00,53.68
91.00,10.00
92.00,13.41
93.00,10.02
94.00,15.46
95.00,19.49
96.00,43.62
97.00,24.52
98.00,19.92
99.00,15.39
100.00,46.89
101.00,10.00
102.00,37.27
103.00,10.00
104.00,10.00
105.00,20.69
106.00,14.14
107.00,10.00
108.00,14.18
109.00,10.00
110.00,10.00
111.00,10.00
112.00,22.73
113.00,10.00
114.00,10.00
115.00,12.47
116.00,45.54
117.00,29.75
118.00,21.01
119.00,43.10
120.00,10.00
121.00,10.00
122.00,10.00
123.00,35.63
124.00,10.15
125.00,21.17
126.00,49.65
127.00,20.74
128.00,53.15
129.00,42.76
130.00,36.80
131.00,10.00
132.00,16.01
133.00,46.75
134.00,15.87
135.00,50.61
136.00,10.00
137.00,33.19
138.00,23.99
139.00,65.51
140.00,36.53
141.00,18.64
142.00,19.31
143.00,10.00
144.00,10.47
145.00,26.90
146.00,55.08
147.00,43.43
148.00,10.00
149.00,10.00
150.00,16.71
151.00,23.18
152.00,21.69
153.00,10.00
154.00,61.48
155.00,10.00
156.00,11.88
157.00,31.09
158.00,10.00
159.00,37.08
160.00,10.00
161.00,49.46
162.00,21.89
163.00,23.02
164.00,10.00
165.00,22.00
166.00,10.00
167.00,11.82
168.00,10.87
169.00,47.51
170.00,10.00
171.00,10.00
172.00,39.06
173.00,32.27
174.00,23.33
175.00,10.00
176.00,10.00
177.00,10.00
178.00,48.93
179.00,40.67
180.00,10.00
181.00,32.51
182.00,27.25
183.00,20.20
184.00,28.47
185.00,10.00
186.00,39.66
187.00,41.33
188.00,34.59
189.00,39.27
190.00,18.91
191.00,32.48
192.00,50.37
193.00,29.64
194.00,13.67
195.00,10.00
196.00,41.19
197.00,24.65
198.00,10.00
199.00,23.04
200.00,10.00
201.00,34.54
202.00,62.10
203.00,41.30
204.00,10.00
205.00,20.02
206.00,10.00
207.00,10.00
208.00,10.00
209.00,45.34
210.00,21.57
211.00,41.12
212.00,29.46
213.00,57.08
214.00,10.00
215.00,10.00
216.00,41.10
217.00,10.00
218.00,42.27
219.00,20.87
220.00,10.00
221.00,18.03
222.00,41.68
223.00,10.00
224.00,48.38
225.00,14.53
226.00,21.08
227.00,10.00
228.00,10.00
229.00,10.00
230.00,10.00
231.00,60.12
232.00,10.00
233.00,20.56
234.00,10.00
235.00,10.00
236.00,15.81
237.00,27.26
238.00,12.13
239.00,23.67
240.00,10.00
241.00,10.00
242.00,14.31
243.00,51.85
244.00,25.08
245.00,12.92
246.00,10.00
247.00,10.00
248.00,29.47
249.00,15.86
250.00,36.08
251.00,10.00
252.00,10.00
253.00,36.13
254.00,10.00
255.00,10.00
256.00,45.72
257.00,42.83
258.00,42.10
259.00,10.00
260.00,30.82
261.00,23.07
262.00,20.03
263.00,45.69
264.00,27.49
265.00,47.88
266.00,46.25
267.00,34.65
268.00,67.56
269.00,36.46
270.00,10.00
271.00,27.59
272.00,40.46
273.00,10.00
274.00,35.86
275.00,10.00
276.00,10.07
277.00,28.24
278.00,12.96
279.00,33.35
280.00,68.05
281.00,57.97
282.00,16.81
283.00,11.00
284.00,51.29
285.00,10.00
286.00,27.58
287.00,55.04
288.00,15.36
289.00,50.63
290.00,52.29
291.00,10.00
292.00,16.20
293.00,37.30
294.00,37.95
295.00,12.00
296.00,10.00
297.00,80.55
298.00,29.73
299.00,51.41
300.00,28.13
301.00,17.56
302.00,10.00
303.00,35.78
304.00,52.20
305.00,39.46
306.00,10.00
307.00,34.87
308.00,10.00
309.00,47.68
310.00,62.46
311.00,40.14
312.00,41.21
313.00,33.45
314.00,10.00
315.00,32.90
316.00,56.96
317.00,10.00
318.00,35.57
319.00,15.88
320.00,35.96
321.00,57.74
322.00,20.37
323.00,46.31
324.00,10.00
