@relation Dynamic_Log_Rate_s5_alpha0.1
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,33.94
1.00,21.13
2.00,31.64
3.00,31.60
4.00,10.00
5.00,10.00
6.00,14.78
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,41.71
12.00,10.00
13.00,10.00
14.00,18.85
15.00,10.00
16.00,10.00
17.00,10.00
18.00,11.74
19.00,16.81
20.00,10.00
21.00,13.31
22.00,10.00
23.00,10.00
24.00,10.00
25.00,36.78
26.00,40.54
27.00,96.77
28.00,10.00
29.00,10.00
30.00,10.00
31.00,17.68
32.00,11.45
33.00,10.00
34.00,10.00
35.00,30.39
36.00,10.00
37.00,10.00
38.00,10.00
39.00,10.00
40.00,15.23
41.00,20.45
42.00,10.00
43.00,10.00
44.00,10.00
45.00,10.00
46.00,16.64
47.00,20.30
48.00,10.00
49.00,10.00
50.00,10.00
51.00,14.85
52.00,10.00
53.00,10.00
54.00,22.72
55.00,46.98
56.00,42.49
57.00,10.00
58.00,10.00
59.00,10.00
60.00,10.00
61.00,36.56
62.00,10.00
63.00,10.00
64.00,10.00
65.00,10.00
66.00,10.00
67.00,14.78
68.00,10.00
69.00,10.00
70.00,10.00
71.00,62.12
72.00,10.00
73.00,37.31
74.00,35.70
75.00,10.00
76.00,14.84
77.00,10.00
78.00,27.93
79.00,10.00
80.00,29.45
81.00,10.00
82.00,23.78
83.00,16.66
84.00,10.00
85.00,10.00
86.00,25.09
87.00,10.00
88.00,23.50
89.00,10.00
90.00,10.00
91.00,13.78
92.00,10.00
93.00,10.00
94.00,17.01
95.00,10.00
96.00,44.76
97.00,21.52
98.00,49.87
99.00,33.87
100.00,10.74
101.00,10.00
102.00,10.00
103.00,10.00
104.00,10.00
105.00,12.60
106.00,21.82
107.00,24.53
108.00,10.00
109.00,10.00
110.00,19.03
111.00,12.77
112.00,10.00
113.00,10.00
114.00,10.00
115.00,10.00
116.00,29.26
117.00,10.00
118.00,28.62
119.00,20.51
120.00,10.00
121.00,10.00
122.00,10.00
123.00,42.63
124.00,24.01
125.00,10.00
126.00,50.47
127.00,10.00
128.00,10.00
129.00,10.00
130.00,30.11
131.00,10.00
132.00,67.96
133.00,25.53
134.00,10.00
135.00,10.00
136.00,10.00
137.00,18.04
138.00,11.58
139.00,10.00
140.00,20.24
141.00,47.85
142.00,10.00
143.00,14.29
144.00,10.00
145.00,26.41
146.00,27.64
147.00,19.82
148.00,29.28
149.00,10.00
150.00,16.25
151.00,10.00
152.00,10.00
153.00,11.93
154.00,13.76
155.00,10.00
156.00,10.00
157.00,18.57
158.00,10.00
159.00,10.00
160.00,18.52
161.00,41.54
162.00,53.52
163.00,10.00
164.00,34.12
165.00,10.00
166.00,10.00
167.00,10.00
168.00,10.00
169.00,10.00
170.00,20.92
171.00,10.00
172.00,10.00
173.00,10.00
174.00,10.00
175.00,10.00
176.00,10.53
177.00,10.00
178.00,18.92
179.00,10.00
180.00,25.00
181.00,10.00
182.00,10.00
183.00,20.85
184.00,10.00
185.00,32.01
186.00,29.84
187.00,34.65
188.00,10.00
189.00,10.00
190.00,10.00
191.00,10.00
192.00,29.99
193.00,10.00
194.00,19.39
195.00,10.00
196.00,10.00
197.00,15.50
198.00,28.03
199.00,10.00
200.00,15.71
201.00,13.80
202.00,28.63
203.00,55.84
204.00,25.92
205.00,10.00
206.00,28.20
207.00,26.85
208.00,10.00
209.00,23.36
210.00,10.00
211.00,10.00
212.00,31.58
213.00,10.22
214.00,10.00
215.00,10.00
216.00,21.64
