@relation Dynamic_Log_Rate_s1_alpha1.0
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,10.00
12.00,10.00
13.00,10.00
14.00,10.00
15.00,10.00
16.00,10.00
17.00,10.00
18.00,10.00
19.00,10.00
20.00,10.00
21.00,10.15
22.00,10.58
23.00,11.02
24.00,11.45
25.00,11.89
26.00,12.32
27.00,12.75
28.00,13.19
29.00,13.62
30.00,14.05
31.00,14.49
32.00,14.92
33.00,15.35
34.00,15.78
35.00,16.21
36.00,16.64
37.00,17.07
38.00,17.50
39.00,17.93
40.00,18.36
41.00,18.79
42.00,19.22
43.00,19.65
44.00,20.08
45.00,20.51
46.00,20.94
47.00,21.36
48.00,21.79
49.00,22.22
50.00,22.64
51.00,23.07
52.00,23.50
53.00,23.92
54.00,24.34
55.00,24.77
56.00,25.19
57.00,25.62
58.00,26.04
59.00,26.46
60.00,26.88
61.00,27.30
62.00,27.72
63.00,28.14
64.00,28.56
65.00,28.98
66.00,29.40
67.00,29.82
68.00,30.24
69.00,30.65
70.00,31.07
71.00,31.49
72.00,31.90
73.00,32.32
74.00,32.73
75.00,33.14
76.00,33.56
77.00,33.97
78.00,34.38
79.00,34.79
80.00,35.20
81.00,35.61
82.00,36.02
83.00,36.43
84.00,36.84
85.00,37.24
86.00,37.65
87.00,38.06
88.00,38.46
89.00,38.86
90.00,39.27
91.00,39.67
92.00,40.07
93.00,40.47
94.00,40.87
95.00,41.27
96.00,41.67
97.00,42.07
98.00,42.47
99.00,42.87
100.00,43.26
101.00,43.66
102.00,44.05
103.00,44.44
104.00,44.84
105.00,45.23
106.00,45.62
107.00,46.01
108.00,46.40
109.00,46.79
110.00,47.17
111.00,47.56
112.00,47.95
113.00,48.33
114.00,48.72
115.00,49.10
116.00,49.48
117.00,49.86
118.00,50.24
119.00,50.62
120.00,51.00
121.00,51.38
122.00,51.75
123.00,52.13
124.00,52.50
125.00,52.88
126.00,53.25
127.00,53.62
128.00,53.99
129.00,54.36
130.00,54.73
131.00,55.10
132.00,55.46
133.00,55.83
134.00,56.19
135.00,56.56
136.00,56.92
137.00,57.28
138.00,57.64
139.00,58.00
140.00,58.36
141.00,58.71
142.00,59.07
143.00,59.42
144.00,59.78
145.00,60.13
146.00,60.48
147.00,60.83
148.00,61.18
149.00,61.53
150.00,61.88
151.00,62.22
152.00,62.57
153.00,62.91
154.00,63.25
155.00,63.59
156.00,63.93
157.00,64.27
158.00,64.61
159.00,64.94
160.00,65.28
161.00,65.61
162.00,65.94
163.00,66.28
164.00,66.61
165.00,66.93
166.00,67.26
167.00,67.59
168.00,67.91
169.00,68.24
170.00,68.56
171.00,68.88
172.00,69.20
173.00,69.52
174.00,69.84
175.00,70.15
176.00,70.47
177.00,70.78
178.00,71.09
179.00,71.40
180.00,71.71
181.00,72.02
182.00,72.33
183.00,72.63
184.00,72.93
185.00,73.24
186.00,73.54
187.00,73.84
188.00,74.14
189.00,74.43
190.00,74.73
191.00,75.02
192.00,75.31
193.00,75.61
194.00,75.90
195.00,76.18
196.00,76.47
197.00,76.76
198.00,77.04
199.00,77.32
200.00,77.60
201.00,77.88
202.00,78.16
203.00,78.44
204.00,78.71
205.00,78.99
206.00,79.26
207.00,79.53
208.00,79.80
209.00,80.07
210.00,80.34
211.00,80.60
212.00,80.86
213.00,81.13
214.00,81.39
215.00,81.64
216.00,81.90
217.00,82.16
218.00,82.41
219.00,82.66
220.00,82.92
221.00,83.16
222.00,83.41
223.00,83.66
224.00,83.90
225.00,84.15
226.00,84.39
227.00,84.63
228.00,84.87
229.00,85.10
230.00,85.34
231.00,85.57
232.00,85.80
233.00,86.04
234.00,86.26
235.00,86.49
236.00,86.72
237.00,86.94
238.00,87.16
239.00,87.38
240.00,87.60
241.00,87.82
242.00,88.04
243.00,88.25
244.00,88.46
245.00,88.67
246.00,88.88
247.00,89.09
248.00,89.29
249.00,89.50
250.00,89.70
251.00,89.90
252.00,90.10
253.00,90.30
254.00,90.49
255.00,90.69
256.00,90.88
257.00,91.07
258.00,91.26
259.00,91.45
260.00,91.63
261.00,91.81
262.00,92.00
263.00,92.18
264.00,92.35
265.00,92.53
266.00,92.71
267.00,92.88
268.00,93.05
269.00,93.22
270.00,93.39
271.00,93.55
272.00,93.72
273.00,93.88
274.00,94.04
275.00,94.20
276.00,94.36
277.00,94.51
278.00,94.67
279.00,94.82
280.00,94.97
281.00,95.12
282.00,95.26
283.00,95.41
284.00,95.55
285.00,95.69
286.00,95.83
287.00,95.97
288.00,96.11
289.00,96.24
290.00,96.37
291.00,96.50
292.00,96.63
293.00,96.76
294.00,96.88
295.00,97.00
296.00,97.13
297.00,97.25
298.00,97.36
299.00,97.48
300.00,97.59
301.00,97.70
302.00,97.81
303.00,97.92
304.00,98.03
305.00,98.13
306.00,98.24
307.00,98.34
308.00,98.44
309.00,98.53
310.00,98.63
311.00,98.72
312.00,98.81
313.00,98.90
314.00,98.99
315.00,99.08
316.00,99.16
317.00,99.25
318.00,99.33
319.00,99.40
320.00,99.48
321.00,99.56
322.00,99.63
323.00,99.70
324.00,99.77
325.00,99.84
326.00,99.90
327.00,99.97
328.00,100.03
329.00,100.09
330.00,100.14
331.00,100.20
332.00,100.25
333.00,100.31
334.00,100.36
335.00,100.41
336.00,100.45
337.00,100.50
338.00,100.54
339.00,100.58
340.00,100.62
341.00,100.66
342.00,100.69
343.00,100.73
344.00,100.76
345.00,100.79
346.00,100.81
