@relation Dynamic_Log_Rate_s1_alpha0.9
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,10.00
3.00,10.00
4.00,10.00
5.00,10.00
6.00,10.00
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,10.00
12.00,10.00
13.00,10.00
14.00,10.00
15.00,10.00
16.00,10.55
17.00,10.08
18.00,10.00
19.00,10.00
20.00,10.50
21.00,11.63
22.00,10.00
23.00,11.52
24.00,10.00
25.00,10.00
26.00,16.57
27.00,11.83
28.00,16.97
29.00,13.65
30.00,10.06
31.00,14.08
32.00,15.00
33.00,13.87
34.00,14.75
35.00,13.25
36.00,14.28
37.00,18.49
38.00,17.93
39.00,10.00
40.00,15.74
41.00,16.51
42.00,10.94
43.00,16.66
44.00,12.21
45.00,18.54
46.00,11.97
47.00,19.68
48.00,19.85
49.00,21.00
50.00,19.06
51.00,22.58
52.00,19.19
53.00,21.40
54.00,23.88
55.00,29.68
56.00,20.39
57.00,23.08
58.00,25.82
59.00,21.91
60.00,27.98
61.00,26.94
62.00,23.06
63.00,29.52
64.00,28.01
65.00,29.41
66.00,20.60
67.00,28.26
68.00,22.07
69.00,25.01
70.00,24.76
71.00,26.45
72.00,30.20
73.00,29.02
74.00,26.25
75.00,28.89
76.00,29.39
77.00,34.16
78.00,31.20
79.00,31.13
80.00,35.50
81.00,29.11
82.00,32.21
83.00,35.67
84.00,32.71
85.00,32.40
86.00,32.53
87.00,33.00
88.00,33.94
89.00,33.97
90.00,34.18
91.00,34.27
92.00,35.13
93.00,43.65
94.00,36.74
95.00,38.92
96.00,37.47
97.00,38.88
98.00,38.01
99.00,40.33
100.00,37.52
101.00,43.59
102.00,44.36
103.00,39.18
104.00,43.22
105.00,46.84
106.00,37.66
107.00,42.26
108.00,41.34
109.00,43.24
110.00,40.24
111.00,42.16
112.00,39.13
113.00,38.15
114.00,43.66
115.00,44.13
116.00,42.68
117.00,42.99
118.00,43.41
119.00,44.52
120.00,53.03
121.00,49.07
122.00,47.38
123.00,44.63
124.00,51.47
125.00,46.28
126.00,48.12
127.00,48.81
128.00,49.97
129.00,45.23
130.00,51.59
131.00,46.25
132.00,50.52
133.00,52.09
134.00,48.93
135.00,50.90
136.00,55.80
137.00,56.46
138.00,50.32
139.00,56.99
140.00,50.33
141.00,58.12
142.00,50.30
143.00,55.55
144.00,51.53
145.00,54.53
146.00,57.04
147.00,57.14
148.00,54.71
149.00,54.33
150.00,54.93
151.00,48.95
152.00,50.20
153.00,58.11
154.00,54.37
155.00,58.15
156.00,54.65
157.00,57.48
158.00,56.98
159.00,60.82
160.00,63.00
161.00,59.21
162.00,55.78
163.00,58.74
164.00,54.90
165.00,62.72
166.00,67.68
167.00,60.58
168.00,63.69
169.00,59.87
170.00,62.47
171.00,63.32
172.00,65.66
173.00,65.50
174.00,61.90
175.00,68.40
176.00,64.92
177.00,67.78
178.00,67.94
179.00,61.32
180.00,63.65
181.00,62.96
182.00,68.69
183.00,64.02
184.00,68.64
185.00,64.09
186.00,66.31
187.00,67.92
188.00,63.75
189.00,65.53
190.00,64.35
191.00,67.31
192.00,66.23
193.00,70.14
194.00,65.75
195.00,68.23
196.00,65.86
197.00,68.56
198.00,71.47
199.00,66.36
200.00,73.03
201.00,71.98
202.00,73.20
203.00,72.01
204.00,74.74
205.00,70.09
206.00,74.94
207.00,73.32
208.00,68.17
209.00,73.52
210.00,74.42
211.00,71.35
212.00,74.17
213.00,75.00
214.00,74.32
215.00,76.41
216.00,72.36
217.00,74.70
218.00,79.27
219.00,74.97
220.00,78.29
221.00,77.03
222.00,71.63
223.00,78.40
224.00,72.92
225.00,75.08
226.00,71.51
227.00,73.50
228.00,77.77
229.00,80.13
230.00,78.92
231.00,74.20
232.00,82.33
233.00,81.86
234.00,78.18
235.00,76.72
236.00,73.87
237.00,74.89
238.00,79.16
239.00,76.09
240.00,76.26
241.00,85.08
242.00,77.12
243.00,71.72
244.00,76.70
245.00,84.24
246.00,76.03
247.00,76.54
248.00,86.40
249.00,86.75
250.00,77.53
251.00,82.98
252.00,80.87
253.00,82.02
254.00,81.61
255.00,80.42
256.00,78.37
257.00,83.70
258.00,86.74
259.00,78.73
260.00,83.22
261.00,80.12
262.00,85.50
263.00,86.09
264.00,83.87
265.00,77.09
266.00,87.16
267.00,82.65
268.00,83.51
269.00,81.61
270.00,84.70
271.00,83.79
272.00,81.42
273.00,86.27
274.00,84.34
275.00,86.16
276.00,88.67
277.00,81.54
278.00,84.71
279.00,86.39
280.00,83.46
281.00,84.24
282.00,85.99
283.00,80.76
284.00,84.61
285.00,89.66
286.00,86.34
287.00,88.00
288.00,85.65
289.00,82.25
290.00,86.57
291.00,82.22
292.00,86.01
293.00,82.44
294.00,83.97
295.00,87.06
296.00,85.62
297.00,89.62
298.00,89.90
299.00,91.00
300.00,87.35
301.00,87.74
302.00,91.35
303.00,93.48
304.00,87.25
305.00,88.67
306.00,83.42
307.00,89.31
308.00,89.78
309.00,90.02
310.00,87.81
311.00,89.41
312.00,89.10
313.00,85.26
314.00,88.84
315.00,86.31
316.00,97.71
317.00,90.19
318.00,90.22
319.00,89.20
320.00,96.13
321.00,89.00
322.00,82.63
323.00,96.87
324.00,91.51
325.00,94.27
326.00,90.42
327.00,89.44
328.00,87.15
329.00,90.64
330.00,89.03
331.00,85.43
332.00,91.16
333.00,94.83
334.00,90.46
335.00,94.27
336.00,95.39
337.00,95.04
338.00,89.49
339.00,93.74
340.00,94.53
341.00,84.27
342.00,87.69
343.00,84.39
344.00,90.73
345.00,93.75
346.00,86.61
