@relation Dynamic_Log_Rate_s3_alpha0.5
@attribute Time numeric
@attribute target_send_rate numeric
@data
0.00,10.00
1.00,10.00
2.00,10.00
3.00,10.57
4.00,26.02
5.00,10.00
6.00,23.84
7.00,10.00
8.00,10.00
9.00,10.00
10.00,10.00
11.00,17.08
12.00,10.00
13.00,31.30
14.00,10.00
15.00,10.00
16.00,10.00
17.00,10.00
18.00,26.37
19.00,10.00
20.00,17.54
21.00,10.00
22.00,26.12
23.00,10.00
24.00,10.00
25.00,10.00
26.00,10.00
27.00,10.00
28.00,10.00
29.00,10.00
30.00,10.00
31.00,32.26
32.00,10.00
33.00,10.00
34.00,10.00
35.00,10.00
36.00,10.00
37.00,43.87
38.00,20.24
39.00,34.25
40.00,11.30
41.00,10.00
42.00,23.99
43.00,23.75
44.00,10.00
45.00,17.03
46.00,10.00
47.00,16.19
48.00,31.05
49.00,10.00
50.00,28.03
51.00,16.27
52.00,22.29
53.00,10.00
54.00,13.91
55.00,10.00
56.00,10.00
57.00,10.00
58.00,68.69
59.00,10.00
60.00,10.00
61.00,10.00
62.00,10.00
63.00,17.55
64.00,10.00
65.00,28.90
66.00,10.00
67.00,16.90
68.00,10.00
69.00,10.00
70.00,33.43
71.00,21.45
72.00,28.90
73.00,33.25
74.00,10.00
75.00,31.91
76.00,48.80
77.00,27.63
78.00,40.12
79.00,15.74
80.00,10.00
81.00,10.00
82.00,27.43
83.00,18.19
84.00,38.61
85.00,18.78
86.00,22.86
87.00,16.85
88.00,14.14
89.00,21.76
90.00,10.00
91.00,35.03
92.00,36.37
93.00,10.00
94.00,25.33
95.00,23.27
96.00,17.10
97.00,10.00
98.00,10.00
99.00,35.34
100.00,28.46
101.00,32.12
102.00,10.00
103.00,16.88
104.00,10.00
105.00,10.00
106.00,37.65
107.00,24.00
108.00,15.99
109.00,25.77
110.00,10.00
111.00,27.06
112.00,28.93
113.00,10.00
114.00,31.70
115.00,14.78
116.00,26.49
117.00,11.09
118.00,48.98
119.00,24.46
120.00,39.05
121.00,24.13
122.00,15.98
123.00,32.78
124.00,32.30
125.00,20.27
126.00,10.00
127.00,16.62
128.00,26.77
129.00,28.25
130.00,23.01
131.00,10.00
132.00,10.00
133.00,54.19
134.00,26.17
135.00,26.12
136.00,14.21
137.00,10.00
138.00,33.15
139.00,10.00
140.00,43.56
141.00,34.34
142.00,24.64
143.00,18.88
144.00,42.87
145.00,40.03
146.00,13.96
147.00,61.09
148.00,16.96
149.00,13.29
150.00,30.19
151.00,27.19
152.00,35.89
153.00,10.00
154.00,21.15
155.00,31.93
156.00,34.11
157.00,38.98
158.00,42.04
159.00,59.15
160.00,10.00
161.00,10.00
162.00,24.12
163.00,36.84
164.00,23.61
165.00,46.04
166.00,11.40
167.00,32.97
168.00,40.10
169.00,22.66
170.00,48.51
171.00,73.54
172.00,41.88
173.00,52.93
174.00,58.30
175.00,34.10
176.00,22.54
177.00,63.11
178.00,51.48
179.00,21.05
180.00,10.00
181.00,33.26
182.00,43.09
183.00,10.52
184.00,55.83
185.00,31.59
186.00,35.54
187.00,42.80
188.00,24.60
189.00,45.44
190.00,49.90
191.00,32.77
192.00,46.38
193.00,35.26
194.00,72.86
195.00,35.11
196.00,36.70
197.00,41.43
198.00,41.00
199.00,29.58
200.00,49.70
201.00,39.11
202.00,53.18
203.00,39.59
204.00,34.85
205.00,37.67
206.00,37.65
207.00,33.61
208.00,59.08
209.00,76.62
210.00,74.55
211.00,50.89
212.00,37.38
213.00,26.53
214.00,36.37
215.00,33.07
216.00,48.70
217.00,53.83
218.00,38.25
219.00,54.94
220.00,24.44
221.00,62.30
222.00,27.61
223.00,47.55
224.00,39.53
225.00,53.37
226.00,58.14
227.00,55.32
228.00,61.56
229.00,49.70
230.00,34.61
231.00,50.22
232.00,49.70
233.00,50.06
234.00,49.35
235.00,47.84
236.00,60.93
237.00,47.31
238.00,48.29
239.00,69.18
240.00,44.04
241.00,52.69
242.00,51.36
243.00,54.93
244.00,52.39
245.00,37.26
246.00,46.84
247.00,10.00
248.00,55.82
249.00,55.66
250.00,39.02
251.00,31.12
252.00,47.52
253.00,52.24
254.00,32.34
255.00,54.53
256.00,67.31
257.00,45.33
258.00,29.48
259.00,57.93
260.00,77.64
261.00,34.17
262.00,32.20
263.00,65.03
264.00,62.04
265.00,43.79
266.00,41.55
267.00,41.95
268.00,39.97
269.00,72.01
270.00,56.48
271.00,61.26
272.00,38.78
273.00,27.85
274.00,44.73
275.00,52.86
276.00,65.53
277.00,54.85
278.00,60.26
279.00,22.73
280.00,57.53
281.00,79.17
282.00,46.28
283.00,44.43
284.00,42.74
285.00,50.60
286.00,44.35
287.00,39.22
288.00,53.81
289.00,55.49
290.00,85.13
291.00,42.48
292.00,49.53
293.00,40.27
294.00,57.92
295.00,57.90
296.00,67.24
297.00,41.87
298.00,59.00
299.00,33.72
300.00,41.25
301.00,29.67
302.00,26.87
303.00,33.03
304.00,68.60
305.00,56.05
306.00,59.32
307.00,67.28
308.00,37.39
309.00,55.97
310.00,40.60
311.00,41.56
312.00,50.78
313.00,44.22
314.00,59.26
315.00,46.04
316.00,66.12
317.00,53.93
318.00,51.00
319.00,58.90
320.00,57.88
321.00,72.47
322.00,37.53
323.00,46.15
324.00,43.75
325.00,38.15
326.00,22.58
327.00,42.73
328.00,51.25
329.00,60.23
330.00,32.34
331.00,55.79
332.00,66.75
333.00,47.01
334.00,59.06
335.00,73.12
336.00,58.31
337.00,47.13
338.00,28.80
339.00,47.66
340.00,55.61
341.00,58.10
342.00,76.84
343.00,42.14
344.00,71.39
345.00,53.80
346.00,55.82
