@relation 'total_s1_dynamic_rate_d10_alpha0.6_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,10.9700,107807.0508
1.0000,10.0000,199954.6776
2.0000,10.0000,292102.3044
3.0000,10.0000,384249.9312
4.0000,10.0000,476397.5580
5.0000,10.0000,568545.1848
6.0000,10.0000,660692.8116
7.0000,19.3400,903622.9326
8.0000,10.0000,995770.5594
9.0000,21.1900,1268566.5918
10.0000,11.9600,1392355.9410
11.0000,10.0000,1484503.5678
12.0000,10.1900,1579718.5044
13.0000,24.6900,1909017.6126
14.0000,10.0000,2001165.2394
15.0000,10.1900,2096380.1760
16.0000,10.0000,2188527.8028
17.0000,10.0000,2280675.4296
18.0000,10.0000,2372823.0564
19.0000,19.0100,2610425.7444
20.0000,10.0000,2702573.3712
21.0000,10.0000,2794720.9980
22.0000,10.0000,2886868.6248
23.0000,34.4500,3373730.5962
24.0000,10.0000,3465878.2230
25.0000,10.0000,3558025.8498
26.0000,16.1600,3749618.8902
27.0000,10.0000,3841766.5170
28.0000,10.0000,3933914.1438
29.0000,10.0000,4026061.7706
30.0000,10.0000,4118209.3974
31.0000,10.0000,4210357.0242
32.0000,10.0000,4302504.6510
33.0000,10.0000,4394652.2778
34.0000,10.0000,4486799.9046
35.0000,10.0000,4578947.5314
36.0000,10.0000,4671095.1582
37.0000,19.3400,4914025.2792
38.0000,20.2600,5171807.6370
39.0000,22.9200,5472532.3326
40.0000,10.0000,5564679.9594
41.0000,10.0900,5658280.5228
42.0000,21.4700,5935596.8016
43.0000,22.2700,6225828.0690
44.0000,10.0000,6317975.6958
45.0000,10.6600,6420778.1886
46.0000,22.5300,6715206.8274
47.0000,33.8800,7192866.8694
48.0000,38.3100,7742043.6618
49.0000,10.0000,7834191.2886
50.0000,21.2600,8108117.3826
51.0000,17.6900,8324410.3392
52.0000,16.3200,8518586.3772
53.0000,11.1800,8629783.6128
54.0000,30.8900,9059173.8840
55.0000,10.0000,9151321.5108
56.0000,23.6400,9463669.6962
57.0000,16.4800,9660428.7324
58.0000,10.0000,9752576.3592
59.0000,10.0000,9844723.9860
60.0000,10.0000,9936871.6128
61.0000,10.0000,10029019.2396
62.0000,10.0000,10121166.8664
63.0000,20.6700,10385568.1560
64.0000,24.8000,10716643.0752
65.0000,13.5400,10865939.5272
66.0000,10.0000,10958087.1540
