@relation 'total_s3_dynamic_rate_d10_alpha0.4_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,10.0000,92147.6268
1.0000,10.0000,184295.2536
2.0000,10.0000,276442.8804
3.0000,10.0000,368590.5072
4.0000,10.0000,460738.1340
5.0000,29.8000,872531.7330
6.0000,10.0000,964679.3598
7.0000,10.0000,1056826.9866
8.0000,10.0000,1148974.6134
9.0000,23.1300,1453089.4938
10.0000,10.0000,1545237.1206
11.0000,10.0000,1637384.7474
12.0000,10.0000,1729532.3742
13.0000,10.0000,1821680.0010
14.0000,10.0000,1913827.6278
15.0000,10.0000,2005975.2546
16.0000,51.2500,2764051.9902
17.0000,10.0000,2856199.6170
18.0000,10.0000,2948347.2438
19.0000,10.0000,3040494.8706
20.0000,10.0000,3132642.4974
21.0000,18.3200,3359106.0078
22.0000,10.0000,3451253.6346
23.0000,10.0000,3543401.2614
24.0000,10.0000,3635548.8882
25.0000,10.0000,3727696.5150
26.0000,23.9700,4045372.1334
27.0000,13.0800,4187242.4670
28.0000,10.0000,4279390.0938
29.0000,10.0000,4371537.7206
30.0000,10.0000,4463685.3474
31.0000,10.0000,4555832.9742
32.0000,21.3400,4831050.5670
33.0000,24.6200,5159219.6136
34.0000,21.6500,5439441.7644
35.0000,10.0000,5531589.3912
36.0000,10.0000,5623737.0180
37.0000,10.0000,5715884.6448
38.0000,10.0000,5808032.2716
39.0000,39.7900,6381101.7930
40.0000,30.5900,6805648.9434
41.0000,30.8000,7233586.2786
42.0000,11.3500,7347527.9490
43.0000,10.0000,7439675.5758
44.0000,10.0000,7531823.2026
45.0000,10.0000,7623970.8294
46.0000,10.0000,7716118.4562
47.0000,11.8500,7838131.9944
48.0000,10.0000,7930279.6212
49.0000,10.0000,8022427.2480
50.0000,10.0000,8114574.8748
51.0000,27.2400,8485040.5098
52.0000,30.0200,8900385.7308
53.0000,10.0000,8992533.3576
54.0000,12.9800,9132789.3174
55.0000,34.5400,9621104.2254
56.0000,26.5700,9980753.5572
57.0000,13.5800,10130695.7586
58.0000,23.9100,10447402.7526
59.0000,24.3600,10771374.4278
60.0000,10.0000,10863522.0546
61.0000,44.1600,11507139.7026
62.0000,10.0000,11599287.3294
63.0000,10.0000,11691434.9562
64.0000,35.5600,12196216.4748
65.0000,10.0000,12288364.1016
66.0000,10.0000,12380511.7284
67.0000,15.7800,12565970.1492
68.0000,23.3800,12874120.9632
69.0000,43.0200,13499334.7518
70.0000,10.0000,13591482.3786
71.0000,28.2000,13977446.0004
72.0000,24.4400,14302709.1750
73.0000,33.3400,14771651.5998
74.0000,20.5100,15033469.8918
75.0000,25.3600,15373585.3032
76.0000,12.8600,15511904.0148
77.0000,33.1500,15977779.1298
78.0000,10.0000,16069926.7566
79.0000,10.0000,16162074.3834
80.0000,11.0100,16270527.1836
81.0000,17.3800,16481815.5822
82.0000,35.4600,16984982.7270
83.0000,49.0800,17708027.5560
84.0000,15.3400,17886382.7328
85.0000,22.8000,18185170.1802
86.0000,11.6800,18304439.2836
87.0000,10.0000,18396586.9104
88.0000,19.0000,18634028.1612
89.0000,16.7800,18835630.3182
90.0000,35.5100,19339604.6496
91.0000,23.6200,19651629.9606
92.0000,10.0000,19743777.5874
93.0000,19.3200,19986384.8334
94.0000,10.0000,20078532.4602
95.0000,40.4300,20661933.9726
96.0000,36.0200,21174141.6096
97.0000,10.0000,21266289.2364
98.0000,28.6500,21659517.5394
99.0000,10.0000,21751665.1662
100.0000,34.4400,22238365.7004
101.0000,42.1300,22849211.5644
102.0000,40.0500,23426478.4572
103.0000,35.9600,23937717.4698
104.0000,33.7800,24413763.1380
105.0000,39.8800,24988285.5960
106.0000,10.0000,25080433.2228
107.0000,16.2500,25273479.1998
108.0000,25.7600,25620052.1058
109.0000,32.6300,26077532.4780
110.0000,12.0600,26202936.2010
111.0000,19.7900,26453131.0032
112.0000,34.8000,26945643.2820
113.0000,41.8000,27551161.7130
114.0000,32.2600,28002668.9028
115.0000,67.3000,29019852.6012
116.0000,10.0000,29112000.2280
117.0000,30.5600,29536063.0668
118.0000,28.6000,29928484.1826
119.0000,14.9000,30099736.1160
120.0000,33.8700,30577234.7208
121.0000,22.4700,30870694.7352
122.0000,29.7700,31282004.0226
123.0000,25.1100,31618083.4998
124.0000,14.1700,31777550.5056
125.0000,10.0000,31869698.1324
126.0000,10.0000,31961845.7592
127.0000,41.4800,32562198.1944
128.0000,60.6000,33471218.8614
129.0000,10.0000,33563366.4882
130.0000,17.7700,33780950.9436
131.0000,30.3100,34200977.8482
132.0000,40.4700,34785025.1100
133.0000,47.7500,35486598.7698
134.0000,30.2500,35905657.0500
135.0000,12.7200,36041715.6390
136.0000,46.6500,36725531.1894
137.0000,18.4300,36953770.5108
138.0000,34.4200,37440148.1700
139.0000,14.0200,37597193.6154
140.0000,15.0500,37770867.1092
141.0000,30.0700,38187019.5174
142.0000,38.5800,38740555.1184
143.0000,18.8700,38975897.6832
144.0000,19.8800,39227545.4214
145.0000,45.8300,39898123.1082
146.0000,10.0000,39990270.7350
147.0000,47.6600,40690391.4588
148.0000,32.4700,41145288.8328
149.0000,28.7500,41540131.5090
150.0000,10.0000,41632279.1358
151.0000,44.4800,42281062.7790
152.0000,22.4900,42574845.6684
153.0000,13.4200,42722204.8722
154.0000,70.5500,43791855.7122
155.0000,10.0000,43884003.3390
156.0000,57.3500,44740556.8644
157.0000,10.0000,44832704.4912
158.0000,30.1100,45249502.6488
159.0000,10.0000,45341650.2756
160.0000,33.9600,45820601.8164
161.0000,39.6400,46391249.7774
162.0000,10.0000,46483397.4042
163.0000,10.2300,46579258.0902
164.0000,10.0000,46671405.7170
165.0000,16.5700,46869617.6892
166.0000,46.3400,47548428.6816
167.0000,10.0000,47640576.3084
168.0000,49.4000,48368787.1326
169.0000,36.2600,48884869.2660
170.0000,14.9500,49056928.3860
171.0000,29.6000,49465493.2380
172.0000,10.0000,49557640.8648
173.0000,27.4400,49931335.2468
174.0000,10.0000,50023482.8736
175.0000,22.5500,50318234.3868
176.0000,19.0400,50556321.3870
177.0000,16.5100,50753564.7348
178.0000,46.5400,51435604.4742
179.0000,24.0000,51753764.4048
180.0000,16.3400,51948263.3178
181.0000,29.1600,52349724.9258
182.0000,24.8500,52681607.0322
183.0000,31.8300,53126172.4152
184.0000,38.4400,53677447.8930
185.0000,32.5300,54133313.8914
186.0000,46.2900,54811317.6966
187.0000,10.6300,54913635.8772
188.0000,10.0000,55005783.5040
189.0000,35.2900,55506206.2134
190.0000,26.2000,55859882.3628
191.0000,30.2300,56278617.7686
192.0000,24.3100,56601782.2572
193.0000,46.6300,57285274.9326
194.0000,26.0000,57635722.3350
195.0000,40.3200,58217348.0364
196.0000,35.7900,58725842.6142
197.0000,21.3100,59000575.8948
198.0000,51.6700,59765433.0000
199.0000,31.8300,60209998.3830
200.0000,21.2500,60483763.0398
201.0000,10.0000,60575910.6666
202.0000,43.9500,61216138.1298
203.0000,74.2700,62345843.6676
204.0000,27.8000,62725349.7948
205.0000,10.0000,62817497.4216
206.0000,45.6900,63485814.9852
207.0000,34.5800,63974775.6426
208.0000,55.4000,64799848.8828
209.0000,10.0000,64891996.5096
210.0000,34.9900,65387576.0982
211.0000,35.5800,65892680.4912
212.0000,49.0400,66615079.5708
213.0000,30.1200,67032039.1656
214.0000,46.6500,67715854.7160
215.0000,29.8800,68128939.8138
216.0000,38.2100,68676502.2324
217.0000,18.0500,68898606.9336
218.0000,72.7900,70004419.7424
219.0000,41.2900,70601704.8678
220.0000,11.1700,70712740.6656
221.0000,66.7200,71720560.9968
222.0000,14.9200,71892135.8046
223.0000,27.4200,72265507.3122
224.0000,17.8900,72485029.0158
225.0000,10.0000,72577176.6426
226.0000,15.6700,72760859.2524
227.0000,32.2200,73211720.6928
228.0000,35.6900,73718600.8968
229.0000,27.6000,74094878.2770
230.0000,30.2100,74513290.8078
231.0000,44.7500,75166433.2596
232.0000,47.9900,75871881.4164
233.0000,52.5500,76650945.0090
234.0000,27.7700,77029966.8240
235.0000,31.8300,77474532.2070
236.0000,25.6000,77818522.1148
237.0000,37.9100,78361241.4126
238.0000,53.8700,79161614.7366
239.0000,56.3600,80002185.9630
240.0000,57.9900,80869071.4794
241.0000,43.9300,81508976.0682
242.0000,36.7200,82032484.3206
243.0000,50.9800,82786202.2476
244.0000,64.9900,83766093.9156
245.0000,41.5900,84368222.1618
246.0000,86.1100,85689069.5340
247.0000,54.0500,86492348.7306
248.0000,28.5700,86884285.5348
249.0000,63.2700,87836409.9768
250.0000,39.9500,88412062.4964
251.0000,36.1300,88926045.9444
252.0000,43.0000,89550936.8586
253.0000,50.2900,90293515.6080
254.0000,27.2000,90663335.4936
255.0000,31.3200,91099667.5716
256.0000,10.0000,91191815.1984
257.0000,72.0700,92286004.5174
258.0000,32.2500,92737350.2700
259.0000,40.0700,93314940.0378
260.0000,10.0000,93407087.6646
261.0000,53.7300,94205200.8654
262.0000,39.1300,94767615.5214
263.0000,75.5300,95917662.1668
264.0000,39.9300,96492991.8114
265.0000,10.0000,96585139.4382
266.0000,36.6600,97107679.0662
267.0000,52.7300,97889648.5314
268.0000,54.1200,98694057.7896
269.0000,28.6100,99086640.3432
270.0000,61.3000,100006961.6256
271.0000,47.0200,100696750.3584
272.0000,36.5300,101217191.3010
273.0000,43.4500,101849346.8964
274.0000,50.8600,102601127.5752
275.0000,10.0000,102693275.2020
276.0000,43.7500,103330273.9182
277.0000,17.6500,103545921.1254
278.0000,25.1600,103882807.7898
279.0000,62.0200,104814752.5620
280.0000,43.4500,105446908.1574
281.0000,63.3300,106400001.2238
282.0000,41.3400,106998093.5364
283.0000,19.8500,107249256.9624
284.0000,38.0200,107793752.0712
285.0000,75.5400,108943960.1538
286.0000,54.8300,109759831.4646
287.0000,42.2600,110372776.0140
288.0000,27.7800,110751959.2668
