@relation 'total_s3_dynamic_rate_d10_alpha0.7_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,25.6200,344312.7828
1.0000,10.0000,436460.4096
2.0000,10.0000,528608.0364
3.0000,10.0000,620755.6632
4.0000,10.0000,712903.2900
5.0000,10.0000,805050.9168
6.0000,10.0000,897198.5436
7.0000,10.0000,989346.1704
8.0000,10.0000,1081493.7972
9.0000,22.0300,1367850.5676
10.0000,10.0000,1459998.1944
11.0000,31.3000,1896007.3974
12.0000,10.0000,1988155.0242
13.0000,13.6400,2139065.8500
14.0000,11.7200,2258980.7028
15.0000,10.0000,2351128.3296
16.0000,10.0000,2443275.9564
17.0000,10.0000,2535423.5832
18.0000,10.0000,2627571.2100
19.0000,10.0000,2719718.8368
20.0000,10.0000,2811866.4636
21.0000,22.6100,3107586.6012
22.0000,12.9400,3247196.8116
23.0000,12.5000,3379703.7786
24.0000,10.0000,3471851.4054
25.0000,10.0000,3563999.0322
26.0000,10.0000,3656146.6590
27.0000,21.8700,3939920.4318
28.0000,15.7100,4124248.7910
29.0000,18.2100,4348936.4904
30.0000,10.0000,4441084.1172
31.0000,10.0000,4533231.7440
32.0000,11.4600,4648949.2254
33.0000,19.3200,4891556.4714
34.0000,19.5500,5137876.7766
35.0000,31.1300,5571141.5448
36.0000,10.0000,5663289.1716
37.0000,10.0000,5755436.7984
38.0000,10.0000,5847584.4252
39.0000,30.3200,6267772.7670
40.0000,10.0000,6359920.3938
41.0000,14.5900,6526167.7686
42.0000,19.1500,6766030.5798
43.0000,25.2800,7104854.4924
44.0000,10.0000,7197002.1192
45.0000,10.0000,7289149.7460
46.0000,22.9400,7590197.3166
47.0000,23.2300,7895926.5702
48.0000,15.3100,8073797.4354
49.0000,20.5100,8335615.7274
50.0000,18.0900,8558366.1786
51.0000,15.8300,8744631.7860
52.0000,10.0000,8836779.4128
53.0000,16.5400,9034507.0728
54.0000,10.6100,9136502.3784
55.0000,10.0000,9228650.0052
56.0000,17.4500,9441068.4648
57.0000,16.4100,9636697.4394
58.0000,20.9800,9906103.2870
59.0000,16.7700,10107544.0062
60.0000,37.5500,10644451.5594
61.0000,15.0100,10817479.3038
62.0000,26.0900,11169379.6428
63.0000,21.7600,11451377.6046
