@relation 'total_s4_dynamic_rate_d10_alpha0.9_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,10.0000,92147.6268
1.0000,10.0000,184295.2536
2.0000,10.0000,276442.8804
3.0000,10.0000,368590.5072
4.0000,10.0000,460738.1340
5.0000,10.0000,552885.7608
6.0000,10.0000,645033.3876
7.0000,10.0000,737181.0144
8.0000,10.0000,829328.6412
9.0000,10.0000,921476.2680
10.0000,10.0000,1013623.8948
11.0000,10.0000,1105771.5216
12.0000,10.0000,1197919.1484
13.0000,10.0000,1290066.7752
14.0000,10.0000,1382214.4020
15.0000,10.0000,1474362.0288
16.0000,10.0000,1566509.6556
17.0000,10.2700,1663016.0910
18.0000,10.0000,1755163.7178
19.0000,10.0000,1847311.3446
20.0000,10.0000,1939458.9714
21.0000,10.0000,2031606.5982
22.0000,16.0300,2221100.9532
23.0000,10.0000,2313248.5800
24.0000,11.1400,2423800.0656
25.0000,11.4800,2539840.4220
26.0000,10.0000,2631988.0488
27.0000,10.6600,2734790.5416
28.0000,10.5500,2835817.2234
29.0000,12.3200,2965418.3178
30.0000,12.1500,3092274.9768
31.0000,12.5600,3225750.5676
32.0000,17.9300,3445918.0206
33.0000,14.3800,3608775.2112
34.0000,17.0500,3814736.1768
35.0000,14.7500,3983566.5498
36.0000,11.6400,4102189.9038
37.0000,17.4100,4313962.6140
38.0000,21.7400,4595637.7014
39.0000,14.9400,4767535.3842
40.0000,25.1600,5104422.0486
41.0000,18.5600,5334760.0554
42.0000,14.5400,5500200.2436
43.0000,16.2900,5693891.9700
44.0000,17.2600,5903243.1198
45.0000,22.1200,6191052.8268
46.0000,18.8000,6425265.3300
47.0000,25.0500,6760376.1834
48.0000,19.3200,7002983.4294
49.0000,16.1400,7194253.5954
50.0000,19.0300,7432179.1584
51.0000,17.1000,7638947.3106
52.0000,26.1000,7991009.0868
53.0000,21.0300,8261222.1216
54.0000,25.8100,8608602.2142
55.0000,20.7000,8873487.8160
56.0000,27.9000,9254608.3170
57.0000,25.4000,9595369.4778
58.0000,21.6300,9875268.7542
59.0000,28.3500,10263653.9364
60.0000,26.5200,10622496.0816
61.0000,24.4300,10947597.8184
62.0000,32.6300,11405078.1906
63.0000,22.9000,11705480.0118
64.0000,32.0600,12153758.4540
65.0000,24.2000,12475147.1316
66.0000,18.8100,12709521.0726
67.0000,21.3500,12984900.1026
68.0000,25.1500,13321625.3298
69.0000,33.3800,13791213.5040
70.0000,27.0800,14159096.1414
71.0000,25.5000,14501471.6760
72.0000,29.9800,14916171.1476
73.0000,30.1200,15333130.7424
74.0000,29.4800,15739758.3462
75.0000,30.9800,16170601.5540
76.0000,36.2800,16687006.5624
77.0000,30.1400,17104289.0316
78.0000,31.4800,17543204.1072
79.0000,34.1100,18024577.2084
80.0000,31.4600,18463169.4096
81.0000,28.8400,18859465.0224
82.0000,29.4100,19264962.5646
83.0000,35.4200,19767483.9600
84.0000,33.6100,20240785.1934
85.0000,37.2700,20773172.5002
86.0000,36.2200,21288608.8842
87.0000,37.2400,21820511.8788
88.0000,35.7200,22327876.3950
89.0000,40.6300,22914506.6550
90.0000,34.5000,23402175.8130
91.0000,39.1000,23964106.1568
92.0000,35.4100,24466466.1150
93.0000,33.4300,24936861.4758
94.0000,38.6300,25491204.2634
95.0000,31.5800,25931733.7128
96.0000,38.4400,26483009.1906
97.0000,39.1700,27046069.5960
98.0000,38.3400,27595730.7006
99.0000,42.6300,28214648.4324
100.0000,42.3700,28829368.7928
101.0000,38.2300,29377254.0864
102.0000,42.9400,30001176.3762
103.0000,37.2000,30532433.6214
104.0000,44.5200,31181863.0140
105.0000,40.2900,31763004.4038
106.0000,37.6700,32301849.2052
107.0000,42.0400,32911242.1326
108.0000,42.6600,33530644.1766
109.0000,48.2600,34240451.1420
110.0000,44.9700,34897145.2158
111.0000,41.9900,35505730.9566
112.0000,43.7100,36142083.9234
113.0000,48.2000,36850922.2644
114.0000,41.3400,37449014.5770
115.0000,49.5400,38179485.5244
116.0000,44.4400,38827623.4182
117.0000,46.2800,39505465.7862
118.0000,39.5600,40074822.2484
119.0000,44.9000,40730386.2606
120.0000,41.7200,41334613.1928
121.0000,45.7900,42004545.1302
122.0000,46.3400,42683356.1226
123.0000,47.2700,43377180.7890
124.0000,48.4000,44089247.8776
125.0000,46.6100,44772417.6786
126.0000,52.7800,45555194.3304
127.0000,54.2200,46361217.9618
128.0000,49.9800,47098792.1532
129.0000,48.3300,47809729.1802
130.0000,46.3400,48488540.1726
131.0000,48.0700,49195279.8282
132.0000,51.5500,49958199.6846
133.0000,52.3300,50733711.6552
134.0000,52.7300,51515681.1204
135.0000,52.2300,52289578.7178
136.0000,52.0600,53060731.8798
137.0000,56.0800,53896782.8604
138.0000,51.3600,54656635.4070
139.0000,55.1700,55477995.5880
140.0000,54.0900,56281920.5340
141.0000,50.3500,57025467.9072
142.0000,61.1000,57942560.4426
143.0000,56.3300,58782647.3574
144.0000,51.8100,59549764.5852
145.0000,53.8600,60349976.4720
146.0000,57.4300,61207821.4962
147.0000,55.5900,62035962.0462
148.0000,56.7200,62882345.0178
149.0000,55.4900,63708871.1940
150.0000,52.7700,64491486.4086
151.0000,60.9100,65405511.6342
152.0000,51.9200,66174404.6730
153.0000,52.0000,66944589.2106
154.0000,57.6600,67806147.2940
155.0000,60.2400,68709356.2164
156.0000,56.3500,69549766.0056
157.0000,53.1700,70338838.7148
158.0000,51.3400,71098368.3870
159.0000,59.6000,71991245.3184
160.0000,57.7900,72854902.0878
161.0000,56.4900,73697572.0002
162.0000,60.5500,74605785.4806
163.0000,50.3300,75349009.9794
164.0000,57.9200,76214765.4342
165.0000,59.1000,77099570.4972
166.0000,57.6000,77960159.9562
167.0000,61.6000,78885324.3594
168.0000,64.4500,79856498.4102
169.0000,55.9500,80690450.7054
170.0000,62.6200,81632081.7192
171.0000,65.2300,82615847.8842
172.0000,63.7000,83574914.1330
173.0000,62.4400,84513639.2742
174.0000,59.9300,85411843.6386
175.0000,64.2100,86379143.1924
176.0000,62.8600,87324648.7032
177.0000,62.6100,88266118.2798
178.0000,67.0900,89279911.7934
179.0000,60.0800,90180537.7182
180.0000,64.0400,91145092.8372
181.0000,65.3100,92130150.5010
182.0000,66.0400,93126993.0918
183.0000,62.3100,94063619.5476
184.0000,73.2600,95177019.9120
185.0000,62.5700,96117843.7392
186.0000,67.3800,97136318.9364
187.0000,63.7900,98096838.1212
188.0000,62.6600,99039114.8844
189.0000,64.3500,100008674.5614
190.0000,69.5100,101061535.9164
191.0000,68.1600,102092603.2278
192.0000,69.8400,103150792.0152
193.0000,69.6100,104205267.7434
194.0000,69.3200,105255061.7886
195.0000,69.4900,106307600.2686
196.0000,70.5000,107376443.9220
197.0000,70.8000,108450130.6962
198.0000,66.6800,109457305.2780
199.0000,66.4000,110459959.6140
200.0000,72.5900,111562543.6758
201.0000,66.8600,112572624.1302
202.0000,71.7000,113660840.2668
203.0000,72.1700,114756643.9590
204.0000,67.4900,115776894.9672
205.0000,70.1600,116840249.7504
206.0000,73.9800,117965273.6052
207.0000,74.1300,119092719.0204
208.0000,77.2300,120270210.0168
209.0000,78.1100,121461907.5012
210.0000,72.0800,122556258.2574
211.0000,70.1100,123618805.8540
212.0000,71.9900,124711703.6742
213.0000,68.2600,125744385.3588
214.0000,73.1200,126855525.6006
215.0000,76.3800,128019294.4218
216.0000,75.0500,129161592.0738
217.0000,78.8400,130365074.4852
218.0000,72.1100,131459909.5536
219.0000,73.3900,132575408.6040
220.0000,74.7200,133712378.8230
221.0000,74.8900,134852093.4774
222.0000,78.9100,136056705.9504
223.0000,73.5100,137174142.2490
224.0000,75.3900,138321928.7712
225.0000,78.1900,139514917.7544
226.0000,73.7900,140636874.2994
227.0000,76.3300,141799835.9334
228.0000,78.5100,142997990.9118
229.0000,76.8400,144169185.8514
230.0000,76.4900,145334730.4830
231.0000,77.8800,146522714.9076
232.0000,77.5500,147705371.8998
233.0000,75.4800,148854611.3586
234.0000,77.3300,150033716.7288
235.0000,82.2100,151291603.5306
236.0000,78.7100,152492987.2566
237.0000,80.4500,153722461.0830
238.0000,80.5400,154953387.8454
239.0000,74.5200,156087129.3174
240.0000,82.0500,157342433.1210
241.0000,80.7900,158577395.8176
242.0000,72.0900,159671908.0110
243.0000,82.5500,160935283.6830
244.0000,82.3300,162195107.7330
245.0000,80.7200,163428940.3680
246.0000,79.5400,164643723.3948
247.0000,76.9000,165815886.9582
248.0000,77.5600,166998705.3876
249.0000,83.0100,168269507.1780
250.0000,79.5700,169484774.5164
251.0000,78.6600,170685351.0552
252.0000,83.8200,171969229.2720
253.0000,84.7600,173268282.6006
254.0000,77.4300,174449002.3440
255.0000,82.8400,175717059.6990
256.0000,83.0000,176987700.0522
257.0000,87.9600,178338413.3358
258.0000,83.6100,179618901.3678
259.0000,86.2600,180942170.3004
260.0000,76.6100,182109652.1808
261.0000,86.9700,183444383.1654
262.0000,86.4000,184769912.2206
263.0000,77.0600,185944658.7822
264.0000,85.0900,187249039.5432
265.0000,86.1600,188570694.1020
266.0000,85.0700,189874751.9886
267.0000,84.0400,191162181.8268
268.0000,85.0300,192465593.9640
269.0000,86.3200,193789831.5204
270.0000,79.5300,195004453.1094
271.0000,86.1900,196326591.9804
272.0000,84.8800,197627582.5572
273.0000,82.9700,198897738.5982
274.0000,87.7900,200245707.4464
275.0000,88.3000,201601909.6002
276.0000,90.1000,202987170.4788
277.0000,86.0700,204307372.1010
278.0000,89.4800,205682623.8630
279.0000,87.4400,207024942.4038
280.0000,87.7400,208372104.0654
281.0000,88.8100,209736539.5242
282.0000,82.3100,210996040.6992
283.0000,86.5900,212324637.0642
284.0000,88.1100,213677771.9082
285.0000,90.5900,215070943.2174
286.0000,91.7900,216483487.0098
287.0000,88.5700,217844047.9722
288.0000,85.9800,219162796.6584
