@relation 'total_s2_dynamic_rate_d10_alpha0.4_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,10.0000,92147.6268
1.0000,10.0000,184295.2536
2.0000,10.0000,276442.8804
3.0000,10.0000,368590.5072
4.0000,10.0000,460738.1340
5.0000,10.0000,552885.7608
6.0000,10.5400,653751.0054
7.0000,10.0000,745898.6322
8.0000,10.0000,838046.2590
9.0000,10.0000,930193.8858
10.0000,10.0000,1022341.5126
11.0000,15.8500,1208929.9950
12.0000,10.3100,1306082.1798
13.0000,10.0000,1398229.8066
14.0000,14.2900,1559634.0606
15.0000,10.0000,1651781.6874
16.0000,10.0000,1743929.3142
17.0000,45.2800,2405627.9460
18.0000,10.0000,2497775.5728
19.0000,10.0000,2589923.1996
20.0000,24.7000,2919383.7456
21.0000,21.6900,3200251.6458
22.0000,10.0000,3292399.2726
23.0000,12.1600,3419417.3694
24.0000,10.0000,3511564.9962
25.0000,10.0000,3603712.6230
26.0000,10.0000,3695860.2498
27.0000,10.0000,3788007.8766
28.0000,10.0000,3880155.5034
29.0000,10.3700,3978276.3126
30.0000,19.3500,4221367.8708
31.0000,10.0000,4313515.4976
32.0000,10.0000,4405663.1244
33.0000,10.0000,4497810.7512
34.0000,56.4200,5339350.6020
35.0000,10.0000,5431498.2288
36.0000,10.0000,5523645.8556
37.0000,14.6300,5690538.9798
38.0000,12.6400,5825306.0694
39.0000,18.5300,6055159.7640
40.0000,39.1300,6617574.4200
41.0000,16.4200,6813364.8318
42.0000,10.0000,6905512.4586
43.0000,10.0000,6997660.0854
44.0000,34.9800,7493078.2368
45.0000,10.0000,7585225.8636
46.0000,10.0000,7677373.4904
47.0000,10.0000,7769521.1172
48.0000,29.9300,8183413.4022
49.0000,16.7700,8384854.1214
50.0000,10.0000,8477001.7482
51.0000,10.0000,8569149.3750
52.0000,11.6600,8688095.6034
53.0000,10.0000,8780243.2302
54.0000,10.0000,8872390.8570
55.0000,46.5600,9554753.4714
56.0000,15.3200,9732785.7738
57.0000,33.1000,10197853.7016
58.0000,10.0000,10290001.3284
59.0000,15.1100,10464643.4460
60.0000,10.0000,10556791.0728
61.0000,17.7700,10774375.5282
62.0000,19.0200,11012139.6534
63.0000,23.2400,11318030.3448
64.0000,10.0000,11410177.9716
65.0000,32.1200,11859425.0382
66.0000,10.0000,11951572.6650
67.0000,10.0000,12043720.2918
68.0000,19.5000,12289233.4104
69.0000,33.3700,12758660.1468
70.0000,32.1200,13207907.2134
71.0000,20.8000,13474407.1890
72.0000,19.1800,13714754.3124
73.0000,10.0000,13806901.9392
74.0000,12.6200,13941346.1544
75.0000,18.9900,14178625.9680
76.0000,10.0000,14270773.5948
77.0000,10.0000,14362921.2216
78.0000,16.7200,14563554.7542
79.0000,23.6900,14876710.1268
80.0000,29.2500,15279624.6714
81.0000,10.0000,15371772.2982
82.0000,26.6800,15733197.4410
83.0000,10.0000,15825345.0678
84.0000,28.9500,16223416.4916
85.0000,10.0000,16315564.1184
86.0000,21.4800,16593041.8344
87.0000,16.2700,16786410.6858
88.0000,12.8700,16924890.8352
89.0000,24.2200,17246602.3878
90.0000,10.0000,17338750.0146
91.0000,10.0000,17430897.6414
92.0000,30.2000,17849148.7350
93.0000,10.0000,17941296.3618
94.0000,10.0000,18033443.9886
95.0000,37.7000,18572773.1022
96.0000,20.1200,18828295.3374
97.0000,10.0000,18920442.9642
98.0000,12.5500,19053757.1178
99.0000,15.3100,19231627.9830
100.0000,41.6700,19835047.7280
101.0000,15.8300,20021313.3354
102.0000,42.0000,20630060.5134
103.0000,36.0200,21142268.1504
104.0000,31.3000,21578277.3534
105.0000,69.5100,22631138.7084
106.0000,10.0000,22723286.3352
107.0000,10.0000,22815433.9620
108.0000,10.0000,22907581.5888
109.0000,22.8200,23206691.9106
110.0000,43.9500,23846919.3738
111.0000,30.0700,24263071.7820
112.0000,13.1700,24406395.0522
113.0000,13.1400,24549234.0102
114.0000,10.0000,24641381.6370
115.0000,12.9800,24781637.5968
116.0000,17.4500,24994056.0564
117.0000,29.0100,25393096.1040
118.0000,39.3700,25959385.2564
119.0000,15.2400,26136126.0600
120.0000,10.0000,26228273.6868
121.0000,37.1600,26758885.1826
122.0000,41.3700,27357461.8068
123.0000,40.4400,27941024.7570
124.0000,29.3600,28345715.1126
125.0000,39.0400,28906676.8320
126.0000,41.1000,29500894.6476
127.0000,42.3700,30115615.0080
128.0000,52.3700,30891772.7280
129.0000,10.0000,30983920.3548
130.0000,39.4700,31551823.8810
131.0000,21.1800,31824458.4762
132.0000,34.9100,32318746.5660
133.0000,15.5400,32500330.4904
134.0000,49.2100,33225474.0048
135.0000,10.0000,33317621.6316
136.0000,29.5600,33725540.7342
137.0000,10.0000,33817688.3610
138.0000,50.8100,34568661.8532
139.0000,10.0000,34660809.4800
140.0000,41.3000,35258256.0432
141.0000,20.3700,35517814.2120
142.0000,23.5800,35829193.7736
143.0000,38.7400,36385312.3722
144.0000,60.5300,37293202.9776
145.0000,18.3300,37519827.9252
146.0000,42.2100,38131965.2880
147.0000,17.3600,38342930.8116
148.0000,32.6800,38801218.3704
149.0000,44.1000,39443867.3940
150.0000,43.7000,40080058.9230
151.0000,35.7300,40587584.8764
152.0000,22.4400,40880560.5786
153.0000,38.7000,41436033.4278
154.0000,52.8500,42219940.1412
155.0000,19.2500,42461417.3256
156.0000,29.5800,42869659.3026
157.0000,34.5900,43358781.3972
158.0000,10.0000,43450929.0240
159.0000,21.4300,43727599.5528
160.0000,10.0000,43819747.1796
161.0000,64.0800,44784948.0480
162.0000,66.1700,45783889.3248
163.0000,19.4600,46028756.6940
164.0000,10.0000,46120904.3208
165.0000,62.5500,47061405.2730
166.0000,35.4700,47564733.8550
167.0000,22.8500,47864328.4890
168.0000,45.2100,48524897.0598
169.0000,29.7500,48935883.4722
170.0000,35.6900,49442763.6762
171.0000,24.1900,49763990.9166
172.0000,14.9200,49935565.7244
173.0000,10.0000,50027713.3512
174.0000,52.3700,50803871.0712
175.0000,66.8900,51814435.8378
176.0000,10.0000,51906583.4646
177.0000,27.3900,52279470.6600
178.0000,14.8400,52449753.9690
179.0000,26.6100,52810049.0502
180.0000,16.9300,53014072.7676
181.0000,10.0000,53106220.3944
182.0000,10.0000,53198368.0212
183.0000,10.0000,53290515.6480
184.0000,29.4800,53697143.2518
185.0000,36.4000,54215485.5084
186.0000,15.4300,54395293.6218
187.0000,26.0800,54747032.5230
188.0000,49.1600,55471368.8508
189.0000,37.5100,56007630.6546
190.0000,29.3200,56411675.2608
191.0000,10.0000,56503822.8876
192.0000,10.0000,56595970.5144
193.0000,41.0600,57189542.5806
194.0000,16.1200,57380489.8716
195.0000,10.5600,57481677.9906
196.0000,16.5200,57679082.7762
197.0000,34.7900,58171433.6178
198.0000,45.2900,58833293.6874
199.0000,37.9500,59376658.7346
200.0000,27.8200,59756487.7368
201.0000,16.5300,59954053.9596
202.0000,24.3000,60277057.0110
203.0000,41.9600,60885158.4396
204.0000,45.9100,61557027.6252
205.0000,28.0000,61939762.4994
206.0000,52.3300,62715274.4700
207.0000,10.0000,62807422.0968
208.0000,48.5000,63521103.5586
209.0000,36.6000,64042674.5622
210.0000,29.8600,64455436.7856
211.0000,31.3100,64891607.4264
212.0000,56.4100,65732985.8400
213.0000,31.6200,66174161.0388
214.0000,51.3700,66934175.0232
215.0000,29.3800,67339188.2532
216.0000,19.5900,67586154.3078
217.0000,65.0400,68566853.1630
218.0000,41.2600,69163653.9762
219.0000,49.3500,69891057.6138
220.0000,40.5500,70476396.3750
221.0000,41.0500,71069807.0040
222.0000,52.4000,71846449.0362
223.0000,18.8500,72081468.7266
224.0000,10.0000,72173616.3534
225.0000,36.2400,72689375.6124
226.0000,50.0800,73428564.1770
227.0000,31.0500,73860537.4464
228.0000,40.3800,74443131.7722
229.0000,21.9700,74728519.9188
230.0000,10.0000,74820667.5456
231.0000,48.0800,75527568.6384
232.0000,38.6800,76082718.6132
233.0000,10.0000,76174866.2400
234.0000,22.8400,76474299.4368
235.0000,29.2800,76877698.2930
236.0000,10.0000,76969845.9198
237.0000,17.3300,77180327.1312
238.0000,10.0000,77272474.7580
239.0000,33.4800,77743677.3054
240.0000,36.9600,78271060.0542
241.0000,28.7100,78665256.9810
242.0000,33.2600,79132907.9064
243.0000,59.8200,80029336.4598
244.0000,39.9700,80605311.8538
245.0000,10.0000,80697459.4806
246.0000,78.4500,81894645.8352
247.0000,45.8600,82565707.8342
248.0000,12.9700,82705802.3568
249.0000,72.1300,83800960.2996
250.0000,14.3800,83963817.4902
251.0000,12.7800,84100844.7030
252.0000,49.9300,84837611.7072
253.0000,37.4300,85372582.0116
254.0000,24.8100,85703818.3680
255.0000,14.2100,85863931.1232
256.0000,43.8700,86502867.0876
257.0000,37.1800,87033801.4584
258.0000,22.9100,87334364.7168
259.0000,54.2600,88141034.0982
260.0000,38.0600,88686174.9564
261.0000,39.8100,89259567.3528
262.0000,37.3900,89793891.9078
263.0000,32.0100,90241363.1634
264.0000,36.2500,90757283.8596
265.0000,46.3200,91435771.9770
266.0000,32.7700,91895512.4718
267.0000,42.9400,92519434.7616
268.0000,62.0200,93451379.5338
269.0000,10.0000,93543527.1606
270.0000,62.0600,94476117.6822
271.0000,34.3600,94961526.7176
272.0000,56.5300,95804842.3794
273.0000,29.3200,96208886.9856
274.0000,32.1900,96659264.1138
275.0000,46.8900,97346954.1606
276.0000,75.3200,98493610.6212
277.0000,67.5500,99514830.2532
278.0000,63.4400,100469699.1306
279.0000,40.0500,101046966.0234
280.0000,24.2300,101368839.0132
281.0000,38.6900,101924150.4252
282.0000,45.0500,102582135.9978
283.0000,40.6800,103169573.4444
284.0000,78.0200,104359817.9922
285.0000,28.1300,104744651.5524
286.0000,55.5400,105571984.9158
287.0000,25.7800,105918880.6962
288.0000,27.8500,106299194.0100
