@relation 'total_s3_dynamic_rate_d10_alpha0.5_total'

@attribute Time numeric
@attribute target_send_rate numeric
@attribute total_size_bytes numeric

@data
0.0000,10.0000,92147.6268
1.0000,10.0000,184295.2536
2.0000,10.0000,276442.8804
3.0000,10.5700,377792.4366
4.0000,26.0200,728562.7140
5.0000,10.0000,820710.3408
6.0000,23.8400,1136287.2738
7.0000,10.0000,1228434.9006
8.0000,10.0000,1320582.5274
9.0000,10.0000,1412730.1542
10.0000,10.0000,1504877.7810
11.0000,17.0800,1711323.0588
12.0000,10.0000,1803470.6856
13.0000,31.3000,2239479.8886
14.0000,10.0000,2331627.5154
15.0000,10.0000,2423775.1422
16.0000,10.0000,2515922.7690
17.0000,10.0000,2608070.3958
18.0000,26.3700,2964490.9806
19.0000,10.0000,3056638.6074
20.0000,17.5400,3270510.0036
21.0000,10.0000,3362657.6304
22.0000,26.1200,3715042.2810
23.0000,10.0000,3807189.9078
24.0000,10.0000,3899337.5346
25.0000,10.0000,3991485.1614
26.0000,10.0000,4083632.7882
27.0000,10.0000,4175780.4150
28.0000,10.0000,4267928.0418
29.0000,10.0000,4360075.6686
30.0000,10.0000,4452223.2954
31.0000,32.2600,4903730.4852
32.0000,10.0000,4995878.1120
33.0000,10.0000,5088025.7388
34.0000,10.0000,5180173.3656
35.0000,10.0000,5272320.9924
36.0000,10.0000,5364468.6192
37.0000,43.8700,6003404.5836
38.0000,20.2400,6260864.0670
39.0000,34.2500,6744497.2914
40.0000,11.3000,6857631.7752
41.0000,10.0000,6949779.4020
42.0000,23.9900,7267777.8954
43.0000,23.7500,7581901.8918
44.0000,10.0000,7674049.5186
45.0000,17.0300,7879687.6092
46.0000,10.0000,7971835.2360
47.0000,16.1900,8163912.5886
48.0000,31.0500,8595885.8580
49.0000,10.0000,8688033.4848
50.0000,28.0300,9071252.6712
51.0000,16.2700,9264621.5226
52.0000,22.2900,9555175.6644
53.0000,10.0000,9647323.2912
54.0000,13.9100,9802592.9256
55.0000,10.0000,9894740.5524
56.0000,10.0000,9986888.1792
57.0000,10.0000,10079035.8060
58.0000,68.6900,11118659.2974
59.0000,10.0000,11210806.9242
60.0000,10.0000,11302954.5510
61.0000,10.0000,11395102.1778
62.0000,10.0000,11487249.8046
63.0000,17.5500,11701282.6380
64.0000,10.0000,11793430.2648
65.0000,28.9000,12190694.5014
66.0000,10.0000,12282842.1282
67.0000,16.9000,12486381.5334
68.0000,10.0000,12578529.1602
69.0000,10.0000,12670676.7870
70.0000,33.4300,13141072.1478
71.0000,21.4500,13418065.5516
72.0000,28.9000,13815329.7882
73.0000,33.2500,14282819.2764
74.0000,10.0000,14374966.9032
75.0000,31.9100,14820823.7850
76.0000,48.8000,15539348.3676
77.0000,27.6300,15916110.0600
78.0000,40.1200,16494507.0144
79.0000,15.7400,16679319.6858
80.0000,10.0000,16771467.3126
81.0000,10.0000,16863614.9394
82.0000,27.4300,17237147.8842
83.0000,18.1900,17461512.7086
84.0000,38.6100,18015532.6218
85.0000,18.7800,18249422.2506
86.0000,22.8600,18549178.3224
87.0000,16.8500,18751910.5410
88.0000,14.1400,18910893.2346
89.0000,21.7600,19192891.1964
90.0000,10.0000,19285038.8232
91.0000,35.0300,19781264.1618
92.0000,36.3700,20299122.1062
93.0000,10.0000,20391269.7330
94.0000,25.3300,20730900.8322
95.0000,23.2700,21037275.8352
96.0000,17.1000,21244043.9874
97.0000,10.0000,21336191.6142
98.0000,10.0000,21428339.2410
99.0000,35.3400,21929569.1376
100.0000,28.4600,22319730.1308
101.0000,32.1200,22768977.1974
102.0000,10.0000,22861124.8242
103.0000,16.8800,23064341.3544
104.0000,10.0000,23156488.9812
105.0000,10.0000,23248636.6080
106.0000,37.6500,23787158.5344
107.0000,24.0000,24105318.4650
108.0000,15.9900,24294167.0706
109.0000,25.7700,24640901.4138
110.0000,10.0000,24733049.0406
111.0000,27.0600,25100608.8030
112.0000,28.9300,25498357.3518
113.0000,10.0000,25590504.9786
114.0000,31.7000,26032971.6762
115.0000,14.7800,26202286.3608
116.0000,26.4900,26560644.1938
117.0000,11.0900,26670388.4928
118.0000,48.9800,27391818.9480
119.0000,24.4600,27717404.9970
120.0000,39.0500,28278528.1542
121.0000,24.1300,28598786.7702
122.0000,15.9800,28787473.9380
123.0000,32.7800,29247375.8706
124.0000,32.3000,29699528.8098
125.0000,20.2700,29957472.6054
126.0000,10.0000,30049620.2322
127.0000,16.6200,30248639.3910
128.0000,26.7700,30611517.4704
129.0000,28.2500,30998288.2788
130.0000,23.0100,31300465.9110
131.0000,10.0000,31392613.5378
132.0000,10.0000,31484761.1646
133.0000,54.1900,32290300.4844
134.0000,26.1700,32643492.3222
135.0000,26.1200,32995876.9728
136.0000,14.2100,33155989.7280
137.0000,10.0000,33248137.3548
138.0000,33.1500,33714012.4698
139.0000,10.0000,33806160.0966
140.0000,43.5600,34440091.5030
141.0000,34.3400,34925177.6634
142.0000,24.6400,35253669.5850
143.0000,18.8800,35489173.5876
144.0000,42.8700,36111965.8158
145.0000,40.0300,36688909.8342
146.0000,13.9600,36844986.6558
147.0000,61.0900,37761917.7534
148.0000,16.9600,37966425.7824
149.0000,13.2900,38111686.3008
150.0000,30.1900,38529775.9572
151.0000,27.1900,38899434.4056
152.0000,35.8900,39409543.3566
153.0000,10.0000,39501690.9834
154.0000,21.1500,39773841.2664
155.0000,31.9300,40220021.0232
156.0000,34.1100,40701394.1244
157.0000,38.9800,41261387.2200
158.0000,42.0400,41870780.1474
159.0000,59.1500,42756392.3976
160.0000,10.0000,42848540.0244
161.0000,10.0000,42940687.6512
162.0000,24.1200,43260784.8300
163.0000,36.8400,43786230.3306
164.0000,23.6100,44098094.2044
165.0000,46.0400,44772062.0760
166.0000,11.4000,44886810.9330
167.0000,32.9700,45349780.1754
168.0000,40.1000,45927854.2554
169.0000,22.6600,46224381.5796
170.0000,48.5100,46938224.4786
171.0000,73.5400,48056145.0894
172.0000,41.8800,48662955.0192
173.0000,52.9300,49448153.2314
174.0000,58.3000,50320043.3058
175.0000,34.1000,50801254.9698
176.0000,22.5400,51095845.0458
177.0000,63.1100,52045386.4902
178.0000,51.4800,52807176.2856
179.0000,21.0500,53077712.1948
180.0000,10.0000,53169859.8216
181.0000,33.2600,53637510.7470
182.0000,43.0900,54263854.5972
183.0000,10.5200,54364396.9668
184.0000,55.8300,55196412.0132
185.0000,31.5900,55637102.8998
186.0000,35.5400,56141561.5434
187.0000,42.8000,56763223.7100
188.0000,24.6000,57091069.8822
189.0000,45.4400,57755351.5122
190.0000,49.9000,58491634.2042
191.0000,32.7700,58951374.6990
192.0000,46.3800,59630831.4408
193.0000,35.2600,60130769.8386
194.0000,72.8600,61237712.7090
195.0000,35.1100,61735229.5464
196.0000,36.7000,62258414.9238
197.0000,41.4300,62857960.1724
198.0000,41.0000,63450563.6148
199.0000,29.5800,63858805.5918
200.0000,49.7000,64591859.5368
201.0000,39.1100,65153951.3178
202.0000,53.1800,65943185.4642
203.0000,39.5900,66513026.2386
204.0000,34.8500,67006345.7046
205.0000,37.6700,67545190.5060
206.0000,37.6500,68083712.4324
207.0000,33.6100,68557013.6658
208.0000,59.0800,69441495.8544
209.0000,76.6200,70609139.1720
210.0000,74.5500,71743364.9562
211.0000,50.8900,72495629.9472
212.0000,37.3800,73029793.0650
213.0000,26.5300,73388796.6474
214.0000,36.3700,73906654.5918
215.0000,33.0700,74371238.2074
216.0000,48.7000,75088148.4168
217.0000,53.8300,75887875.9914
218.0000,38.2500,76436084.1594
219.0000,54.9400,77253731.2812
220.0000,24.4400,77578994.4558
221.0000,62.3000,78515459.4744
222.0000,27.6100,78891898.2918
223.0000,47.5500,79590243.2046
224.0000,39.5300,80159115.3546
225.0000,53.3700,80951416.8108
226.0000,58.1400,81820723.8876
227.0000,55.3200,82644505.6290
228.0000,61.5600,83569024.2828
229.0000,49.7000,84302078.2278
230.0000,34.6100,84791523.1968
231.0000,50.2200,85532971.8846
232.0000,49.7000,86266025.8296
233.0000,50.0600,87004891.5198
234.0000,49.3500,87732295.1574
235.0000,47.8400,88435321.7538
236.0000,60.9300,89349669.8538
237.0000,47.3100,90044140.2702
238.0000,48.2900,90754431.5478
239.0000,69.1800,91801965.4698
240.0000,44.0400,92443645.8690
241.0000,52.6900,93224969.5848
242.0000,51.3600,93984822.1314
243.0000,54.9300,94802307.8154
244.0000,52.3900,95578788.4104
245.0000,37.2600,96111014.2800
246.0000,46.8400,96797897.1402
247.0000,10.0000,96890044.7670
248.0000,55.8200,97721898.3762
249.0000,55.6600,98551168.9878
250.0000,39.0200,99111807.8328
251.0000,31.1200,99544911.1632
252.0000,47.5200,100242771.7638
253.0000,52.2400,101016830.7984
254.0000,32.3400,101469629.4870
255.0000,54.5300,102280657.6770
256.0000,67.3100,103298002.8126
257.0000,45.3300,103960508.6316
258.0000,29.4800,104367136.2354
259.0000,57.9300,105233053.1274
260.0000,77.6400,106417163.0556
261.0000,34.1700,106899504.7812
262.0000,32.2000,107350043.3466
263.0000,65.0300,108330580.7640
264.0000,62.0400,109262848.4112
265.0000,43.7900,109900492.8768
266.0000,41.5500,110501975.3736
267.0000,41.9500,111109915.3650
268.0000,39.9700,111685890.7590
269.0000,72.0100,112779111.4536
270.0000,56.4800,113621619.9288
271.0000,61.2600,114541295.4618
272.0000,38.7800,115098059.8098
273.0000,27.8500,115478373.1236
274.0000,44.7300,116131192.7010
275.0000,52.8600,116915260.8516
276.0000,65.5300,117903870.1374
277.0000,54.8500,118720064.3226
278.0000,60.2600,119623596.1194
279.0000,22.7300,119921253.5052
280.0000,57.5300,120780712.9032
281.0000,79.1700,121989522.7476
282.0000,46.2800,122667365.1156
283.0000,44.4300,123315341.5722
284.0000,42.7400,123936035.1150
285.0000,50.6000,124683618.4224
286.0000,44.3500,125330303.3802
287.0000,39.2200,125894170.9722
288.0000,53.8100,126693575.6724
